,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 20,"12   Ethics and compliance .
","('Business_Ethics', 0.9638988375663757)","('Management_Of_Legal_And_Regulatory_Framework', 0.0038913048338145018)","('Competitive_Behavior', 0.0027046347968280315)","(['Business Ethics'], 0.9638988375663757)","('NON-ESG', 0.0038913048338145018)","('NON-ESG', 0.0027046347968280315)"
Line 21,"13   CEO and senior executive compensation  .
","('Director_Removal', 0.46889063715934753)","('Employee_Engagement_Inclusion_And_Diversity', 0.11602196842432022)","('Labor_Practices', 0.0766553059220314)","('NON-ESG', 0.46889063715934753)","('NON-ESG', 0.11602196842432022)","('NON-ESG', 0.0766553059220314)"
Line 22,"13   Affiliations and memberships  .
","('Employee_Engagement_Inclusion_And_Diversity', 0.3625713884830475)","('Director_Removal', 0.05862262099981308)","('Management_Of_Legal_And_Regulatory_Framework', 0.05771547555923462)","('NON-ESG', 0.3625713884830475)","('NON-ESG', 0.05862262099981308)","('NON-ESG', 0.05771547555923462)"
Line 23,"13TABLE OF CONTENTS  2018 Sustainability Report  | 1COMPANY PROFILE Corporate overview Founded in 1927 and headquartered  in Warsaw, Indiana, Zimmer Biomet  is a global leader in musculoskeletal  healthcare.
","('Customer_Welfare', 0.1763761341571808)","('Product_Design_And_Lifecycle_Management', 0.14144712686538696)","('Supply_Chain_Management', 0.12214414030313492)","('NON-ESG', 0.1763761341571808)","('NON-ESG', 0.14144712686538696)","('NON-ESG', 0.12214414030313492)"
Line 24,"We design, manufacture  and market orthopedic reconstructive  products; sports medicine, biologics,  extremities and trauma products;  office based technologies; spine,  craniomaxillofacial and thoracic  products; dental implants; and related  surgical products.
","('Employee_Health_And_Safety', 0.40257421135902405)","('Product_Design_And_Lifecycle_Management', 0.23641890287399292)","('Employee_Engagement_Inclusion_And_Diversity', 0.06604701280593872)","('NON-ESG', 0.40257421135902405)","('NON-ESG', 0.23641890287399292)","('NON-ESG', 0.06604701280593872)"
Line 25,"We collaborate with healthcare  professionals around the globe   to advance the pace of innovation.
","('Employee_Engagement_Inclusion_And_Diversity', 0.2098812609910965)","('Access_And_Affordability', 0.14571508765220642)","('Business_Model_Resilience', 0.1016801968216896)","('NON-ESG', 0.2098812609910965)","('NON-ESG', 0.14571508765220642)","('NON-ESG', 0.1016801968216896)"
Line 26,"Our products and solutions help treat  patients suffering from disorders of, or  injuries to, bones, joints or supporting  soft tissues.
","('Employee_Health_And_Safety', 0.9238014817237854)","('Employee_Engagement_Inclusion_And_Diversity', 0.00989610981196165)","('Product_Design_And_Lifecycle_Management', 0.009337028488516808)","(['Operational Eco-Efficiency'], 0.9238014817237854)","('NON-ESG', 0.00989610981196165)","('NON-ESG', 0.009337028488516808)"
Line 27,"Together with healthcare  professionals, we help millions of  people live better lives.
","('Access_And_Affordability', 0.6444002985954285)","('Employee_Health_And_Safety', 0.08070351183414459)","('Human_Rights_And_Community_Relations', 0.07021201401948929)","(['Health Outcome Contribution'], 0.6444002985954285)","('NON-ESG', 0.08070351183414459)","('NON-ESG', 0.07021201401948929)"
Line 28,"Company ProfileMission and guiding principles Our mission Alleviate pain and improve the quality of life for people around the world.
","('Employee_Health_And_Safety', 0.635994017124176)","('Human_Rights_And_Community_Relations', 0.1061718761920929)","('Access_And_Affordability', 0.08504272997379303)","(['Operational Eco-Efficiency'], 0.635994017124176)","('NON-ESG', 0.1061718761920929)","('NON-ESG', 0.08504272997379303)"
Line 29,"Guiding principles  • Respect the contributions and perspectives of all team members  • Commit to the highest standards of patient safety, quality and integrity  • Focus our resources in areas where we will make a difference  • Ensure the Company’s return is equivalent to the value we provide our customers and patients  • Give back to our communities and people in need Our sustainability commitment Zimmer Biomet is committed to being a good corporate citizen.
","('Product_Quality_And_Safety', 0.7122825980186462)","('Employee_Health_And_Safety', 0.13815608620643616)","('Access_And_Affordability', 0.024794049561023712)","(['Product Quality & Recall Management'], 0.7122825980186462)","('NON-ESG', 0.13815608620643616)","('NON-ESG', 0.024794049561023712)"
Line 30,"Our global team is dedicated to sustainable practices   across the entire spectrum of the environmental, social and governance platform.
","('Human_Rights_And_Community_Relations', 0.6427996158599854)","('Management_Of_Legal_And_Regulatory_Framework', 0.07355409860610962)","('Business_Model_Resilience', 0.05703587830066681)","(['Community Relations'], 0.6427996158599854)","('NON-ESG', 0.07355409860610962)","('NON-ESG', 0.05703587830066681)"
Line 31,"2018 Sustainability Report  | 22018 Sustainability Report  | 3Environmental Health   and Safety (EHS) program Zimmer Biomet exercises responsible  resource stewardship by proactively  identifying ways we can reduce our  energy consumption and strictly  adhering to water management  guidelines.
","('Water_And_Wastewater_Management', 0.9335769414901733)","('Ecological_Impacts', 0.009423421695828438)","('Energy_Management', 0.008049728348851204)","(['Operational Eco-Efficiency'], 0.9335769414901733)","('NON-ESG', 0.009423421695828438)","('NON-ESG', 0.008049728348851204)"
Line 32,"We reduce waste  generation by recycling, reprocessing  or re-using byproducts and managing  waste.
","('Waste_And_Hazardous_Materials_Management', 0.9831910729408264)","('Water_And_Wastewater_Management', 0.0013510738499462605)","('Data_Security', 0.001205164473503828)","(['Operational Eco-Efficiency'], 0.9831910729408264)","('NON-ESG', 0.0013510738499462605)","('NON-ESG', 0.001205164473503828)"
Line 33,"Our team members implement  LEAN manufacturing/Six Sigma  principles and we provide green   team training.
","('Employee_Engagement_Inclusion_And_Diversity', 0.31899768114089966)","('Employee_Health_And_Safety', 0.09131461381912231)","('Business_Model_Resilience', 0.07993832230567932)","('NON-ESG', 0.31899768114089966)","('NON-ESG', 0.09131461381912231)","('NON-ESG', 0.07993832230567932)"
Line 34,"Zimmer Biomet’s Environmental  Management System (EMS) is  consistent with international  standards.
","('Ecological_Impacts', 0.5994275808334351)","('Human_Rights_And_Community_Relations', 0.05339188501238823)","('Supply_Chain_Management', 0.04278434440493584)","(['Natural Capital'], 0.5994275808334351)","('NON-ESG', 0.05339188501238823)","('NON-ESG', 0.04278434440493584)"
Line 35,"Third-party audits are  conducted periodically to validate the  effectiveness of our EMS.
","('Management_Of_Legal_And_Regulatory_Framework', 0.4563990533351898)","('Business_Ethics', 0.3701525330543518)","('Systemic_Risk_Management', 0.039109982550144196)","('NON-ESG', 0.4563990533351898)","('NON-ESG', 0.3701525330543518)","('NON-ESG', 0.039109982550144196)"
Line 36,"In addition  to third-party audits, our EHS staff  conducts internal EHS audits.
","('Management_Of_Legal_And_Regulatory_Framework', 0.5582554936408997)","('Business_Ethics', 0.2892109751701355)","('Systemic_Risk_Management', 0.017876384779810905)","(['Corporate Governance'], 0.5582554936408997)","('NON-ESG', 0.2892109751701355)","('NON-ESG', 0.017876384779810905)"
Line 37,"All audit results are communicated to  executive management and analyzed  for improvement opportunities.
","('Management_Of_Legal_And_Regulatory_Framework', 0.551572322845459)","('Business_Ethics', 0.22057121992111206)","('Systemic_Risk_Management', 0.03745483607053757)","(['Corporate Governance'], 0.551572322845459)","('NON-ESG', 0.22057121992111206)","('NON-ESG', 0.03745483607053757)"
Line 38,"EHS Codes of Practice address   the following series of elements:  • Programs & procedures  • Integrated management  • Continual improvement  • Team member education  • Acquisitions & divestitures  • Products & services  • External customer support  • Business activities & operations  • Research support  • Precautionary approach  • Contractors & suppliers  • Emergency prevention,     preparedness & response  • Transfer of technology &     best practices  • EHS Awareness in the      Community: Good Citizenship  • Communication with     stakeholders  • Measurement & reportingENVIRONMENTAL Environmental,  Health and  Safety Program  Summary2018 Sustainability Report  | 4Goals and accomplishments Zimmer Biomet is measuring its effect on the environment by harmonizing an environmental sustainability strategy across its  global manufacturing network.
","('Critical_Incident_Risk_Management', 0.9749807715415955)","('Employee_Health_And_Safety', 0.003388587851077318)","('Air_Quality', 0.0024871360510587692)","(['Risk & Crisis Management'], 0.9749807715415955)","('NON-ESG', 0.003388587851077318)","('NON-ESG', 0.0024871360510587692)"
Line 39,"EHS Codes of Practice address   the following series of elements:  • Programs & procedures  • Integrated management  • Continual improvement  • Team member education  • Acquisitions & divestitures  • Products & services  • External customer support  • Business activities & operations  • Research support  • Precautionary approach  • Contractors & suppliers  • Emergency prevention,     preparedness & response  • Transfer of technology &     best practices  • EHS Awareness in the      Community: Good Citizenship  • Communication with     stakeholders  • Measurement & reportingENVIRONMENTAL Environmental,  Health and  Safety Program  Summary2018 Sustainability Report  | 4Goals and accomplishments Zimmer Biomet is measuring its effect on the environment by harmonizing an environmental sustainability strategy across its  global manufacturing network.
","('Employee_Health_And_Safety', 0.7688738107681274)","('Product_Quality_And_Safety', 0.0785909965634346)","('Product_Design_And_Lifecycle_Management', 0.03397670388221741)","(['Operational Eco-Efficiency'], 0.7688738107681274)","('NON-ESG', 0.0785909965634346)","('NON-ESG', 0.03397670388221741)"
Line 40,"Through the prevention and reduction of negative environmental factors in four areas,   the Company’s goal is to reduce its negative effects on the environment by 20 percent by 2020, compared to its 2015 data.
","('Ecological_Impacts', 0.39483657479286194)","('Physical_Impacts_Of_Climate_Change', 0.12817244231700897)","('Human_Rights_And_Community_Relations', 0.12332987785339355)","('NON-ESG', 0.39483657479286194)","('NON-ESG', 0.12817244231700897)","('NON-ESG', 0.12332987785339355)"
Line 41,"The key metrics are:  • Greenhouse gas emissions calculated equivalent to carbon dioxide (CO2-e)   • Water consumption  • Hazardous waste generation  • Wastes that become landfilled  Energy audits have been conducted throughout the  global manufacturing network to identify sites with high  energy consumption and focus efforts on managing  those sources with greater efficiency.
","('GHG_Emissions', 0.2744881808757782)","('Energy_Management', 0.23641981184482574)","('Waste_And_Hazardous_Materials_Management', 0.16761983931064606)","('NON-ESG', 0.2744881808757782)","('NON-ESG', 0.23641981184482574)","('NON-ESG', 0.16761983931064606)"
Line 42,"Several sites are  focusing on and achieving energy reductions with the  installation of higher efficiency compressed air systems,  improved control of heating and air conditioning  systems and the installation of LED lighting.
","('Energy_Management', 0.6966142654418945)","('Air_Quality', 0.2195940762758255)","('Water_And_Wastewater_Management', 0.007963812910020351)","(['Operational Eco-Efficiency'], 0.6966142654418945)","('NON-ESG', 0.2195940762758255)","('NON-ESG', 0.007963812910020351)"
Line 43,"Zimmer Biomet’s corporate Energy and Water  Management Requirements contain policies and  provisions that drive resource management leadership,  measurement, analysis and continuous improvement.
","('Supply_Chain_Management', 0.3833407163619995)","('Water_And_Wastewater_Management', 0.16412080824375153)","('Ecological_Impacts', 0.09587345272302628)","('NON-ESG', 0.3833407163619995)","('NON-ESG', 0.16412080824375153)","('NON-ESG', 0.09587345272302628)"
Line 44,"The collection of key metrics provides informed and on- track information to address negative trends through a  plan/do/check/act philosophy.
","('Systemic_Risk_Management', 0.36346736550331116)","('Physical_Impacts_Of_Climate_Change', 0.1925015151500702)","('Management_Of_Legal_And_Regulatory_Framework', 0.09872730076313019)","('NON-ESG', 0.36346736550331116)","('NON-ESG', 0.1925015151500702)","('NON-ESG', 0.09872730076313019)"
Line 45,"Zimmer Biomet voluntarily participates in the Carbon  Disclosure Project and Water Disclosure Project so data is transparent and public.
","('Management_Of_Legal_And_Regulatory_Framework', 0.8375234603881836)","('Ecological_Impacts', 0.020311076194047928)","('Human_Rights_And_Community_Relations', 0.017348436638712883)","(['Corporate Governance'], 0.8375234603881836)","('NON-ESG', 0.020311076194047928)","('NON-ESG', 0.017348436638712883)"
Line 46,"In this way, stakeholders can review  information on these two key metrics and compare Zimmer Biomet to other companies in the medical device industry.
","('Supply_Chain_Management', 0.5181863307952881)","('Systemic_Risk_Management', 0.11205766350030899)","('Customer_Welfare', 0.06009143590927124)","(['Supply Chain Management'], 0.5181863307952881)","('NON-ESG', 0.11205766350030899)","('NON-ESG', 0.06009143590927124)"
Line 47,"One of Zimmer Biomet’s long-term commitments is to become a zero-to-landfill company.
","('Business_Model_Resilience', 0.3128034472465515)","('Supply_Chain_Management', 0.10500111430883408)","('Customer_Welfare', 0.10085159540176392)","('NON-ESG', 0.3128034472465515)","('NON-ESG', 0.10500111430883408)","('NON-ESG', 0.10085159540176392)"
Line 48,"We have made good strides in  reducing landfill waste.
","('Waste_And_Hazardous_Materials_Management', 0.9821402430534363)","('Water_And_Wastewater_Management', 0.001767349080182612)","('Air_Quality', 0.001640188042074442)","(['Operational Eco-Efficiency'], 0.9821402430534363)","('NON-ESG', 0.001767349080182612)","('NON-ESG', 0.001640188042074442)"
Line 49,"Locating partners in the byproduct management arena, the Company is researching avenues to recycle  byproducts that cannot be completely eliminated.
","('Product_Design_And_Lifecycle_Management', 0.5979183316230774)","('Supply_Chain_Management', 0.14405640959739685)","('Customer_Welfare', 0.03598054498434067)","(['Product Stewardship'], 0.5979183316230774)","('NON-ESG', 0.14405640959739685)","('NON-ESG', 0.03598054498434067)"
Line 50,"Since 201 1, Zimmer Biomet has been a corporate sponsor of ACRES Land Trust,  Indiana’s oldest and largest membership-based nonprofit land conservation  organization.
","('Ecological_Impacts', 0.9435259699821472)","('Water_And_Wastewater_Management', 0.01022441778331995)","('Human_Rights_And_Community_Relations', 0.005990447476506233)","(['Natural Capital'], 0.9435259699821472)","('NON-ESG', 0.01022441778331995)","('NON-ESG', 0.005990447476506233)"
Line 51,"ACRES protects more than 6,700 acres of forests, wetlands,  grasslands and unique geological features in more than 100 nature preserves,  many of which are open to the public.37% 60% 3%Non-Hazardous/ Landfill WasteRecycled Waste Hazardous Waste2018  Waste and Recycling Waste and Recycling Total Waste Lbs.
","('Waste_And_Hazardous_Materials_Management', 0.9843325614929199)","('Data_Security', 0.0012632885482162237)","('Water_And_Wastewater_Management', 0.001125877257436514)","(['Operational Eco-Efficiency'], 0.9843325614929199)","('NON-ESG', 0.0012632885482162237)","('NON-ESG', 0.001125877257436514)"
Line 52,"Recycled Waste 6,250,Non-Hazardous/Landfill Waste 3,850,Hazardous Waste 333,630External reporting standards We recognize the importance of disclosing our sustainability performance.
","('Waste_And_Hazardous_Materials_Management', 0.9850488305091858)","('Water_And_Wastewater_Management', 0.001286976970732212)","('Air_Quality', 0.0010454491712152958)","(['Operational Eco-Efficiency'], 0.9850488305091858)","('NON-ESG', 0.001286976970732212)","('NON-ESG', 0.0010454491712152958)"
Line 53,"We reference the following independent organizations to help us understand  and communicate the potential impact of our business on critical   sustainability issues: Carbon Disclosure Project (CDP): cdp.net Global Reporting Initiative (GRI): globalreporting.org TruCost: trucost.com Health and safety performance We are committed to providing a safe and healthy work environment for our  team members.
","('Employee_Health_And_Safety', 0.9750455021858215)","('Product_Quality_And_Safety', 0.003377966582775116)","('Product_Design_And_Lifecycle_Management', 0.002650817157700658)","(['Operational Eco-Efficiency'], 0.9750455021858215)","('NON-ESG', 0.003377966582775116)","('NON-ESG', 0.002650817157700658)"
Line 54,"Workplace and job analyses are conducted according to our EHS  Management System to ensure and improve health and safety on the job.
","('Employee_Health_And_Safety', 0.9840898513793945)","('Employee_Engagement_Inclusion_And_Diversity', 0.0019822281319648027)","('Critical_Incident_Risk_Management', 0.0014690208481624722)","(['Operational Eco-Efficiency'], 0.9840898513793945)","('NON-ESG', 0.0019822281319648027)","('NON-ESG', 0.0014690208481624722)"
Line 55,"Our  2018 total recordable incident rate was 0.69.
","('Critical_Incident_Risk_Management', 0.7479842901229858)","('Employee_Health_And_Safety', 0.17805106937885284)","('Air_Quality', 0.009843287989497185)","(['Risk & Crisis Management'], 0.7479842901229858)","('NON-ESG', 0.17805106937885284)","('NON-ESG', 0.009843287989497185)"
Line 56,"Teams across Zimmer Biomet are  working toward a Zero Recordable Incident target.
","('Critical_Incident_Risk_Management', 0.9495247006416321)","('Employee_Health_And_Safety', 0.013217159546911716)","('Air_Quality', 0.006773451808840036)","(['Risk & Crisis Management'], 0.9495247006416321)","('NON-ESG', 0.013217159546911716)","('NON-ESG', 0.006773451808840036)"
Line 57,"Environmental performance After Zimmer and Biomet merged in 2015, operating results were collected from  22 Zimmer Biomet manufacturing sites with a potential environmental impact.
","('Product_Design_And_Lifecycle_Management', 0.6781195998191833)","('Supply_Chain_Management', 0.085626021027565)","('Energy_Management', 0.04491574689745903)","(['Product Stewardship'], 0.6781195998191833)","('NON-ESG', 0.085626021027565)","('NON-ESG', 0.04491574689745903)"
Line 58,"These results are being used as a baseline to track key contributors to our overall  environmental footprint over five years, to help identify best practices and  opportunities for improvement.
","('Business_Model_Resilience', 0.4414137303829193)","('Physical_Impacts_Of_Climate_Change', 0.07767538726329803)","('Ecological_Impacts', 0.0726265013217926)","('NON-ESG', 0.4414137303829193)","('NON-ESG', 0.07767538726329803)","('NON-ESG', 0.0726265013217926)"
Line 59,"ENVIRONMENTAL By 2020, our goal   is to achieve at least a  20 percent  aggregate reduction   in the following:  • CO2-e generation  • Water consumption  • Waste landfilled   • Hazardous waste     generated Key metrics selected for   measurement were:  • Square footage  • Electricity  • Natural gas  • Diesel fuel  • Propane  • Water  • Recycling  • Landfill waste  • Hazardous waste 20% 2018 Sustainability Report | 2018 Sustainability Report  | Supplier management Zimmer Biomet is committed to supply chain initiatives, overall corporate social responsibility and sustainability efforts that  work toward a conflict-free supply chain.
","('Waste_And_Hazardous_Materials_Management', 0.984552264213562)","('Water_And_Wastewater_Management', 0.0013723019510507584)","('Product_Design_And_Lifecycle_Management', 0.0010054621379822493)","(['Operational Eco-Efficiency'], 0.984552264213562)","('NON-ESG', 0.0013723019510507584)","('NON-ESG', 0.0010054621379822493)"
Line 60,"ENVIRONMENTAL By 2020, our goal   is to achieve at least a  20 percent  aggregate reduction   in the following:  • CO2-e generation  • Water consumption  • Waste landfilled   • Hazardous waste     generated Key metrics selected for   measurement were:  • Square footage  • Electricity  • Natural gas  • Diesel fuel  • Propane  • Water  • Recycling  • Landfill waste  • Hazardous waste 20% 2018 Sustainability Report | 2018 Sustainability Report  | Supplier management Zimmer Biomet is committed to supply chain initiatives, overall corporate social responsibility and sustainability efforts that  work toward a conflict-free supply chain.
","('Supply_Chain_Management', 0.9408856630325317)","('Product_Design_And_Lifecycle_Management', 0.005709516815841198)","('Physical_Impacts_Of_Climate_Change', 0.004377509467303753)","(['Supply Chain Management'], 0.9408856630325317)","('NON-ESG', 0.005709516815841198)","('NON-ESG', 0.004377509467303753)"
Line 61,"We encourage our suppliers to also support these efforts that are outlined in our Code  of Supplier Conduct.
","('Supply_Chain_Management', 0.9316148161888123)","('Labor_Practices', 0.009854782372713089)","('Waste_And_Hazardous_Materials_Management', 0.004601955413818359)","(['Supply Chain Management'], 0.9316148161888123)","('NON-ESG', 0.009854782372713089)","('NON-ESG', 0.004601955413818359)"
Line 62,"The Company supports actions to increase supply chain transparency.
","('Supply_Chain_Management', 0.9304453730583191)","('Labor_Practices', 0.008582452312111855)","('Systemic_Risk_Management', 0.008136066608130932)","(['Supply Chain Management'], 0.9304453730583191)","('NON-ESG', 0.008582452312111855)","('NON-ESG', 0.008136066608130932)"
Line 63,"We annually file a Conflict Minerals Disclosure Report  with the U.S. Securities and Exchange Commission (SEC) pursuant to the requirements of the Dodd-Frank Wall Street Reform  and Consumer Protection Act.
","('Management_Of_Legal_And_Regulatory_Framework', 0.9261360764503479)","('Business_Ethics', 0.011311482638120651)","('Competitive_Behavior', 0.009742699563503265)","(['Corporate Governance'], 0.9261360764503479)","('NON-ESG', 0.011311482638120651)","('NON-ESG', 0.009742699563503265)"
Line 64,"Our policy on conflict minerals can be found at: investor.zimmerbiomet.com/corporate-governance .
","('Management_Of_Legal_And_Regulatory_Framework', 0.5377167463302612)","('Human_Rights_And_Community_Relations', 0.09527160972356796)","('Competitive_Behavior', 0.08352744579315186)","(['Corporate Governance'], 0.5377167463302612)","('NON-ESG', 0.09527160972356796)","('NON-ESG', 0.08352744579315186)"
Line 65,"Manufacturing We regularly invest in operational improvements to address resource consumption and conscientiously source the materials  and components we use to manufacture our products.
","('Product_Design_And_Lifecycle_Management', 0.9605273604393005)","('Energy_Management', 0.005149249453097582)","('Supply_Chain_Management', 0.003948776051402092)","(['Product Stewardship'], 0.9605273604393005)","('NON-ESG', 0.005149249453097582)","('NON-ESG', 0.003948776051402092)"
Line 66,"We embrace our social responsibilities, while also delivering value to our  customers, their patients and our stockholders.
","('Human_Rights_And_Community_Relations', 0.9165425300598145)","('Access_And_Affordability', 0.008841563947498798)","('Employee_Health_And_Safety', 0.007169866934418678)","(['Community Relations'], 0.9165425300598145)","('NON-ESG', 0.008841563947498798)","('NON-ESG', 0.007169866934418678)"
Line 67,"Our sustainability objectives focus on six key areas:  • Governance: Maintain oversight, systems and accountability necessary to ensure performance  • Team member engagement: Provide encouragement and resources focused on performance improvement  • Energy and climate change: Optimize energy performance and realize cost savings by implementing best practice     energy programs  • Resource conservation: Optimize efficient use of natural resources in a manner that addresses stakeholder interests  • Product life cycle: Minimize environmental impacts along the product life cycle  • External engagement: Improve transparency and engagement strategies around environmental excellence that     strengthen brand equity Quality and product safety Patients and healthcare professionals alike rely on the quality of our products.
","('Supply_Chain_Management', 0.2242598682641983)","('Ecological_Impacts', 0.21315045654773712)","('Business_Model_Resilience', 0.118514783680439)","('NON-ESG', 0.2242598682641983)","('NON-ESG', 0.21315045654773712)","('NON-ESG', 0.118514783680439)"
