,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 14,"Further information can be obtained by contacting Justin Italiano at ResMed Inc., Sydne y, at +61 2  8884 1000, or by visiting the company ’s multilingual website at www.resmed.com.
","('Selling_Practices_And_Product_Labeling', 0.20575051009655)","('Customer_Welfare', 0.1394168883562088)","('Access_And_Affordability', 0.09708297252655029)","('NON-ESG', 0.20575051009655)","('NON-ESG', 0.1394168883562088)","('NON-ESG', 0.09708297252655029)"
Line 15,"ResMed Inc.
","('Management_Of_Legal_And_Regulatory_Framework', 0.18981459736824036)","('Business_Ethics', 0.15884441137313843)","('Selling_Practices_And_Product_Labeling', 0.08015494793653488)","('NON-ESG', 0.18981459736824036)","('NON-ESG', 0.15884441137313843)","('NON-ESG', 0.08015494793653488)"
Line 16,"9001 Spectrum Center Blvd San Diego, CA United States of America Table o f contents Report scope and reference  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.4922298192977905)","('Ecological_Impacts', 0.1417248398065567)","('GHG_Emissions', 0.03971701115369797)","('NON-ESG', 0.4922298192977905)","('NON-ESG', 0.1417248398065567)","('NON-ESG', 0.03971701115369797)"
Line 17,"Our appr oach to ESG   .
","('Business_Model_Resilience', 0.5053287148475647)","('Systemic_Risk_Management', 0.078857421875)","('Ecological_Impacts', 0.039142854511737823)","(['Codes of Business Conduct'], 0.5053287148475647)","('NON-ESG', 0.078857421875)","('NON-ESG', 0.039142854511737823)"
Line 18,"ResMed in brief   .
","('Management_Of_Legal_And_Regulatory_Framework', 0.25624966621398926)","('Business_Model_Resilience', 0.12262675166130066)","('Product_Design_And_Lifecycle_Management', 0.05682433396577835)","('NON-ESG', 0.25624966621398926)","('NON-ESG', 0.12262675166130066)","('NON-ESG', 0.05682433396577835)"
Line 19,"Locations and business   .
","('Business_Model_Resilience', 0.4096967279911041)","('Customer_Privacy', 0.06808046251535416)","('Director_Removal', 0.05903071537613869)","('NON-ESG', 0.4096967279911041)","('NON-ESG', 0.06808046251535416)","('NON-ESG', 0.05903071537613869)"
Line 20,"Governance   .
","('Management_Of_Legal_And_Regulatory_Framework', 0.35481375455856323)","('Human_Rights_And_Community_Relations', 0.21645507216453552)","('Competitive_Behavior', 0.04825617000460625)","('NON-ESG', 0.35481375455856323)","('NON-ESG', 0.21645507216453552)","('NON-ESG', 0.04825617000460625)"
Line 21,"Our people   .
","('Human_Rights_And_Community_Relations', 0.4915091395378113)","('Employee_Engagement_Inclusion_And_Diversity', 0.14478391408920288)","('Business_Model_Resilience', 0.055221762508153915)","('NON-ESG', 0.4915091395378113)","('NON-ESG', 0.14478391408920288)","('NON-ESG', 0.055221762508153915)"
Line 22,"Health and wellbeing   .
","('Employee_Health_And_Safety', 0.6820688843727112)","('Access_And_Affordability', 0.1093350350856781)","('Employee_Engagement_Inclusion_And_Diversity', 0.02575789764523506)","(['Operational Eco-Efficiency'], 0.6820688843727112)","('NON-ESG', 0.1093350350856781)","('NON-ESG', 0.02575789764523506)"
Line 23,"Our products   .
","('Product_Design_And_Lifecycle_Management', 0.8908714652061462)","('Selling_Practices_And_Product_Labeling', 0.017409203574061394)","('Customer_Privacy', 0.011312736198306084)","(['Product Stewardship'], 0.8908714652061462)","('NON-ESG', 0.017409203574061394)","('NON-ESG', 0.011312736198306084)"
Line 24,"Community   .
","('Human_Rights_And_Community_Relations', 0.47528961300849915)","('Employee_Engagement_Inclusion_And_Diversity', 0.09435684978961945)","('Access_And_Affordability', 0.06046546250581741)","('NON-ESG', 0.47528961300849915)","('NON-ESG', 0.09435684978961945)","('NON-ESG', 0.06046546250581741)"
Line 25,"Environment.
","('Ecological_Impacts', 0.6926320195198059)","('GHG_Emissions', 0.1270742416381836)","('Water_And_Wastewater_Management', 0.03863784298300743)","(['Natural Capital'], 0.6926320195198059)","('NON-ESG', 0.1270742416381836)","('NON-ESG', 0.03863784298300743)"
Line 26,"Appendix 1 – References to GRI core metrics   .
","('Management_Of_Legal_And_Regulatory_Framework', 0.4570384919643402)","('Human_Rights_And_Community_Relations', 0.11822111159563065)","('Product_Quality_And_Safety', 0.054412856698036194)","('NON-ESG', 0.4570384919643402)","('NON-ESG', 0.11822111159563065)","('NON-ESG', 0.054412856698036194)"
Line 27,"2   ResMed 19/20 Report on ESG RESMED IN BRIEF    GOVERNANCE    OUR PEOPLE    HEALTH AND WELL BEING    OUR PRODUCTS    COMMUNITY    ENVIRONMENTOur approach to ESG A message from our CEO ResMed has a mission to help people sleep better, breathe better, and live healthier, higher-quality lives  outside the hospital.
","('Employee_Health_And_Safety', 0.36551254987716675)","('Access_And_Affordability', 0.32889676094055176)","('Human_Rights_And_Community_Relations', 0.06827939301729202)","('NON-ESG', 0.36551254987716675)","('NON-ESG', 0.32889676094055176)","('NON-ESG', 0.06827939301729202)"
Line 28,"In the past 12 months, we’ve improved 115 million lives and our ambitious goal is  to improve 250 million lives in out-of-hospital healthcare in 2025.
","('Access_And_Affordability', 0.6590631008148193)","('Employee_Health_And_Safety', 0.12707222998142242)","('Critical_Incident_Risk_Management', 0.033556725829839706)","(['Health Outcome Contribution'], 0.6590631008148193)","('NON-ESG', 0.12707222998142242)","('NON-ESG', 0.033556725829839706)"
Line 29,"As I write this letter in December 2020, the world remains in the midst of a global respiratory pandemic  caused by a novel coronavirus, and the disease it leads to: COVID-19.
","('Systemic_Risk_Management', 0.1029321476817131)","('Physical_Impacts_Of_Climate_Change', 0.09480009973049164)","('Critical_Incident_Risk_Management', 0.09302803128957748)","('NON-ESG', 0.1029321476817131)","('NON-ESG', 0.09480009973049164)","('NON-ESG', 0.09302803128957748)"
Line 30,"Amid significant loss of life  around the world, and broad economic impacts from lockdowns in many countries, I am proud of  the 7 ,500 ResMedians who have stepped up to provide lifesaving solutions in over 140 countries  worldwide.
","('Employee_Health_And_Safety', 0.6559612154960632)","('Critical_Incident_Risk_Management', 0.1409437656402588)","('Access_And_Affordability', 0.024876033887267113)","(['Operational Eco-Efficiency'], 0.6559612154960632)","('NON-ESG', 0.1409437656402588)","('NON-ESG', 0.024876033887267113)"
Line 31,"We are grateful that we can be part of the solution as we live our mission.
","('Human_Rights_And_Community_Relations', 0.3259505331516266)","('Business_Model_Resilience', 0.19861912727355957)","('Management_Of_Legal_And_Regulatory_Framework', 0.04443403705954552)","('NON-ESG', 0.3259505331516266)","('NON-ESG', 0.19861912727355957)","('NON-ESG', 0.04443403705954552)"
Line 32,"In just the first half of this year, ResMed provided a record 150,000+ non-invasive and invasive  ventilation systems – 3.5 times our normal production of these products – enabling hundreds of  thousands of people to breathe while their own immune system fights against this virus.
","('Employee_Health_And_Safety', 0.3489810526371002)","('Product_Design_And_Lifecycle_Management', 0.10058126598596573)","('Access_And_Affordability', 0.06449674069881439)","('NON-ESG', 0.3489810526371002)","('NON-ESG', 0.10058126598596573)","('NON-ESG', 0.06449674069881439)"
Line 33,"At the same time, we have remained focused on our core businesses: helping 936 million people  worldwide who suffocate every night with sleep apnea, 380 million people worldwide who suffer  from chronic obstructive pulmonary disease, and millions more who benefit from a streamlined out-of- hospital healthcare ecosystem that includes home medical equipment, skilled nursing facilities, home  health and hospice, and beyond.
","('Employee_Health_And_Safety', 0.7328786253929138)","('Access_And_Affordability', 0.07794996351003647)","('Critical_Incident_Risk_Management', 0.021362314000725746)","(['Operational Eco-Efficiency'], 0.7328786253929138)","('NON-ESG', 0.07794996351003647)","('NON-ESG', 0.021362314000725746)"
Line 34,"For over 30 years, our mission has been encompassed in what we call  the “triple aim”: to improve quality of life, to prevent the progression of chronic disease, and to reduce  unnecessary healthcare costs.
","('Employee_Health_And_Safety', 0.7585656642913818)","('Access_And_Affordability', 0.06557728350162506)","('Product_Quality_And_Safety', 0.020845193415880203)","(['Operational Eco-Efficiency'], 0.7585656642913818)","('NON-ESG', 0.06557728350162506)","('NON-ESG', 0.020845193415880203)"
Line 35,"A public health crisis We believe untreated sleep apnea is a public health crisis! Each year, and with ever-increasing detail,  new research reveals the role healthy sleep and breathing play in personal and population health.
","('Employee_Health_And_Safety', 0.797674834728241)","('Critical_Incident_Risk_Management', 0.036195360124111176)","('Supply_Chain_Management', 0.013982816599309444)","(['Operational Eco-Efficiency'], 0.797674834728241)","('NON-ESG', 0.036195360124111176)","('NON-ESG', 0.013982816599309444)"
Line 36,"Untreated sleep apnea is clinically linked to heart failure, hypertension, diabetes, obesity, COPD, peri- operative risks, and beyond.
","('Employee_Health_And_Safety', 0.3389400243759155)","('Access_And_Affordability', 0.10535668581724167)","('Employee_Engagement_Inclusion_And_Diversity', 0.08058042079210281)","('NON-ESG', 0.3389400243759155)","('NON-ESG', 0.10535668581724167)","('NON-ESG', 0.08058042079210281)"
Line 37,"Untreated sleep apnea is also an occupational health and safety hazard,  preventing sleep-deprived workers and their companies from meeting their full potential of safety  and productivity.
","('Employee_Health_And_Safety', 0.972206711769104)","('Labor_Practices', 0.003616992849856615)","('Critical_Incident_Risk_Management', 0.002324983011931181)","(['Operational Eco-Efficiency'], 0.972206711769104)","('NON-ESG', 0.003616992849856615)","('NON-ESG', 0.002324983011931181)"
Line 38,"The potential economic benefits to national healthcare budgets are, on a different  measure, equally significant.
","('Management_Of_Legal_And_Regulatory_Framework', 0.462085098028183)","('Access_And_Affordability', 0.20526432991027832)","('Energy_Management', 0.11364739388227463)","('NON-ESG', 0.462085098028183)","('NON-ESG', 0.20526432991027832)","('NON-ESG', 0.11364739388227463)"
Line 39,"For all these reasons, pursuing healthy sleep and breathing is important  to us all and demands our collective focus.
","('Employee_Health_And_Safety', 0.6914650797843933)","('Access_And_Affordability', 0.036130357533693314)","('Critical_Incident_Risk_Management', 0.025082571431994438)","(['Operational Eco-Efficiency'], 0.6914650797843933)","('NON-ESG', 0.036130357533693314)","('NON-ESG', 0.025082571431994438)"
Line 40,"What ESG means to us ResMed’s overall strategy is grounded in our business sustainability because innovation, ethical  business practices, and operational excellence are precisely what enable us to save and enrich  millions of lives.
","('Business_Model_Resilience', 0.6086839437484741)","('Business_Ethics', 0.0625392347574234)","('Systemic_Risk_Management', 0.056527163833379745)","(['Codes of Business Conduct'], 0.6086839437484741)","('NON-ESG', 0.0625392347574234)","('NON-ESG', 0.056527163833379745)"
Line 41,"In short, our approach to the environment, our social communities, and best-practice  governance is simply part of our DNA.
","('Human_Rights_And_Community_Relations', 0.9329537749290466)","('Ecological_Impacts', 0.012500711716711521)","('Management_Of_Legal_And_Regulatory_Framework', 0.005810574162751436)","(['Community Relations'], 0.9329537749290466)","('NON-ESG', 0.012500711716711521)","('NON-ESG', 0.005810574162751436)"
Line 42,"3   ResMed 19/20 Report on ESG RESMED IN BRIEF    GOVERNANCE    OUR PEOPLE    HEALTH AND WELL BEING    OUR PRODUCTS    COMMUNITY    ENVIRONMENT We believe that the altruistic goal of helping people sleep better, breathe better, and live higher-quality  lives away from a hospital in an ethical, compliant, and sustainable manner is quite simply key to our  company’s growth so that we can serve hundreds of millions of people who need our help.
","('Human_Rights_And_Community_Relations', 0.31955990195274353)","('Access_And_Affordability', 0.2695779502391815)","('Employee_Health_And_Safety', 0.19602476060390472)","('NON-ESG', 0.31955990195274353)","('NON-ESG', 0.2695779502391815)","('NON-ESG', 0.19602476060390472)"
Line 43,"We’re also deeply committed to understanding the needs of our team and engaging deeply with their  professional and personal development.
","('Human_Rights_And_Community_Relations', 0.3010213077068329)","('Employee_Engagement_Inclusion_And_Diversity', 0.21727268397808075)","('Employee_Health_And_Safety', 0.08171913772821426)","('NON-ESG', 0.3010213077068329)","('NON-ESG', 0.21727268397808075)","('NON-ESG', 0.08171913772821426)"
Line 44,"We are laser-focused on hiring, developing, and advancing  the best talent in the field of healthcare.
","('Employee_Engagement_Inclusion_And_Diversity', 0.9208670258522034)","('Business_Model_Resilience', 0.0062780482694506645)","('Customer_Welfare', 0.005628813989460468)","(['Human Capital Development'], 0.9208670258522034)","('NON-ESG', 0.0062780482694506645)","('NON-ESG', 0.005628813989460468)"
Line 45,"Our corporate culture demands high levels of innovation and  a rigorous code of values and ethics – starting with tone at the top, and all the way through to the  customer, including our most important customer, the patient.
","('Business_Ethics', 0.7632963061332703)","('Competitive_Behavior', 0.03687286376953125)","('Employee_Engagement_Inclusion_And_Diversity', 0.02211236022412777)","(['Business Ethics'], 0.7632963061332703)","('NON-ESG', 0.03687286376953125)","('NON-ESG', 0.02211236022412777)"
Line 46,"Meeting these standards of excellence  every day requires an engaged and passionate global team dedicated to innovation and excellence.
","('Employee_Engagement_Inclusion_And_Diversity', 0.22380316257476807)","('Business_Model_Resilience', 0.14479130506515503)","('Business_Ethics', 0.12403512746095657)","('NON-ESG', 0.22380316257476807)","('NON-ESG', 0.14479130506515503)","('NON-ESG', 0.12403512746095657)"
Line 47,"We invest heavily in research and development, both through our own world-class team efforts,  and in partnership with key outside research organizations that help broaden our impact.
","('Access_And_Affordability', 0.1885460466146469)","('Ecological_Impacts', 0.08951899409294128)","('Business_Model_Resilience', 0.08644837886095047)","('NON-ESG', 0.1885460466146469)","('NON-ESG', 0.08951899409294128)","('NON-ESG', 0.08644837886095047)"
Line 48,"Our  corporate culture demands and values this innovation, not just in medical science, but also in disease  awareness, policy development, and in our own team’s operating excellence.
","('Business_Model_Resilience', 0.4918776750564575)","('Product_Design_And_Lifecycle_Management', 0.07975480705499649)","('Employee_Engagement_Inclusion_And_Diversity', 0.06951238960027695)","('NON-ESG', 0.4918776750564575)","('NON-ESG', 0.07975480705499649)","('NON-ESG', 0.06951238960027695)"
Line 49,"Strict legal compliance  and an emphasis on safety, quality, environmental, privacy, and data security are all integral elements  to the global ResMed culture.
","('Data_Security', 0.849506676197052)","('Business_Ethics', 0.058051347732543945)","('Customer_Privacy', 0.013073950074613094)","(['Information Security/Cybersecurity & System Availability'], 0.849506676197052)","('NON-ESG', 0.058051347732543945)","('NON-ESG', 0.013073950074613094)"
Line 50,"We know our performance, products, and solutions are only as good as our people.
","('Product_Design_And_Lifecycle_Management', 0.9132032990455627)","('Business_Model_Resilience', 0.012570725753903389)","('Product_Quality_And_Safety', 0.00818021222949028)","(['Product Stewardship'], 0.9132032990455627)","('NON-ESG', 0.012570725753903389)","('NON-ESG', 0.00818021222949028)"
Line 51,"We seek the best people  we can find, and support them to be the best they can be.
","('Employee_Engagement_Inclusion_And_Diversity', 0.39955809712409973)","('Human_Rights_And_Community_Relations', 0.17555156350135803)","('Employee_Health_And_Safety', 0.05210956186056137)","('NON-ESG', 0.39955809712409973)","('NON-ESG', 0.17555156350135803)","('NON-ESG', 0.05210956186056137)"
Line 52,"We understand that people – our ResMedian  team, our suppliers, our partners in healthcare delivery, our distributors, and our ultimate customer, the  patient – all need an environment and culture that encourages and promotes the best outcomes.
","('Product_Design_And_Lifecycle_Management', 0.236189603805542)","('Supply_Chain_Management', 0.18533413112163544)","('Customer_Welfare', 0.1533946692943573)","('NON-ESG', 0.236189603805542)","('NON-ESG', 0.18533413112163544)","('NON-ESG', 0.1533946692943573)"
Line 53,"We are proud of ResMed’s sound environmental and governance record, and that our social  contribution is substantial in the communities we serve locally and worldwide.
","('Human_Rights_And_Community_Relations', 0.9604575037956238)","('Access_And_Affordability', 0.0032140014227479696)","('Ecological_Impacts', 0.0031623237300664186)","(['Community Relations'], 0.9604575037956238)","('NON-ESG', 0.0032140014227479696)","('NON-ESG', 0.0031623237300664186)"
Line 54,"On behalf of 7 ,500 ResMedians, thank you for your support to help us in our mission and vocation: to  help hundreds of millions of people sleep better, breathe better, and live healthier, higher-quality lives  away from the hospital.
","('Access_And_Affordability', 0.4014551341533661)","('Employee_Health_And_Safety', 0.33842742443084717)","('Critical_Incident_Risk_Management', 0.037559766322374344)","('NON-ESG', 0.4014551341533661)","('NON-ESG', 0.33842742443084717)","('NON-ESG', 0.037559766322374344)"
Line 55,"Thank you also for your diligence in reading this ESG report from our ResMed  team of experts in the field.
","('Management_Of_Legal_And_Regulatory_Framework', 0.580959677696228)","('Systemic_Risk_Management', 0.07954268902540207)","('Access_And_Affordability', 0.04023725539445877)","(['Corporate Governance'], 0.580959677696228)","('NON-ESG', 0.07954268902540207)","('NON-ESG', 0.04023725539445877)"
Line 56,"Yours sincerely, Michael “Mick” Farrell CEO, ResMed 4   ResMed 19/20 Report on ESG RESMED IN BRIEF    GOVERNANCE    OUR PEOPLE    HEALTH AND WELL BEING    OUR PRODUCTS    COMMUNITY    ENVIRONMENTKey ESG indicators Table 1 captures our significant data.
","('Human_Rights_And_Community_Relations', 0.40042006969451904)","('Business_Model_Resilience', 0.10699737071990967)","('Access_And_Affordability', 0.10616184771060944)","('NON-ESG', 0.40042006969451904)","('NON-ESG', 0.10699737071990967)","('NON-ESG', 0.10616184771060944)"
Line 57,"We present more detailed data on the indicated pages, for our  primary manufacturing and distribution sites over the three years.
","('Supply_Chain_Management', 0.31816086173057556)","('Product_Design_And_Lifecycle_Management', 0.19508729875087738)","('Energy_Management', 0.10655471682548523)","('NON-ESG', 0.31816086173057556)","('NON-ESG', 0.19508729875087738)","('NON-ESG', 0.10655471682548523)"
Line 58,"T able 1: Key ESG performance indicators Economic PerformanceJune 30  2020June 30  2019June 30  Economic value generated and distributed (US$’000):Revenue 2,957 ,013 2,606,572 2,340,Cost of goods sold21,189,624 1,069,987 978,Salaries and wages 721,234 644,145 573,Interest paid to lenders 40,377 36,156 28,Taxes paid to government3111,414 114,255 205,Donations to research foundation 986 800 Donations to other community purposes 912 1,726 1,Investment in research and development 201,946 180,651 155,Environmental Performance Total energy use (GJ) 153,668 128,136 127 ,Energy intensity (GJ/$m rev.) 52.0 49.2 54.Total scope I and II greenhouse gas emissions (tCO2e) 22,171 19,193 19,Significant NO, SO, and other air emissions 0 0 Total water withdrawal (kL)483,924 79,174 80,Percentage of waste recycled by weight566% 60% 57% Paper use (sheets per person per year) 851 1,121 1,Monetary value of environmental fines and sanctions $0 $0 $Social Performance Annual voluntary employee turnover67 .96% 10.5% 12% Fatalities 0 0 Lost time injury rate (injuries per million employee hours) 2.66 2.84 2.Percentage senior (VP or above) executives, female730% 32% 27% Material breaches of marketing and labelling regulations 0 0 Monetary value of fines and sanctions for production of  market-related non-compliance$0 $0 $1 Detailed financial accounts are disclosed in our 2020 Annual Report at: https://s2.q4cdn.com/231003812/files/doc_financials/2020/ar/ ResMed-Form-10-K-June-30,-2020-(as-filed-on-12-August-2020).pdf 2 Includes all payments to third parties for materials and services used in production  3 Includes major income tax measures 4 Major sites Australia and the US only 5 Global ex-Switzerland 6 Corrected voluntary turnover rates for 2019 and 7 Headcount data includes lately acquired MatrixCare for 2020 only.
","('Labor_Practices', 0.6560912132263184)","('Management_Of_Legal_And_Regulatory_Framework', 0.09913968294858932)","('Human_Rights_And_Community_Relations', 0.058599360287189484)","(['Labor Practice Indicators'], 0.6560912132263184)","('NON-ESG', 0.09913968294858932)","('NON-ESG', 0.058599360287189484)"
Line 59,"T able 1: Key ESG performance indicators Economic PerformanceJune 30  2020June 30  2019June 30  Economic value generated and distributed (US$’000):Revenue 2,957 ,013 2,606,572 2,340,Cost of goods sold21,189,624 1,069,987 978,Salaries and wages 721,234 644,145 573,Interest paid to lenders 40,377 36,156 28,Taxes paid to government3111,414 114,255 205,Donations to research foundation 986 800 Donations to other community purposes 912 1,726 1,Investment in research and development 201,946 180,651 155,Environmental Performance Total energy use (GJ) 153,668 128,136 127 ,Energy intensity (GJ/$m rev.) 52.0 49.2 54.Total scope I and II greenhouse gas emissions (tCO2e) 22,171 19,193 19,Significant NO, SO, and other air emissions 0 0 Total water withdrawal (kL)483,924 79,174 80,Percentage of waste recycled by weight566% 60% 57% Paper use (sheets per person per year) 851 1,121 1,Monetary value of environmental fines and sanctions $0 $0 $Social Performance Annual voluntary employee turnover67 .96% 10.5% 12% Fatalities 0 0 Lost time injury rate (injuries per million employee hours) 2.66 2.84 2.Percentage senior (VP or above) executives, female730% 32% 27% Material breaches of marketing and labelling regulations 0 0 Monetary value of fines and sanctions for production of  market-related non-compliance$0 $0 $1 Detailed financial accounts are disclosed in our 2020 Annual Report at: https://s2.q4cdn.com/231003812/files/doc_financials/2020/ar/ ResMed-Form-10-K-June-30,-2020-(as-filed-on-12-August-2020).pdf 2 Includes all payments to third parties for materials and services used in production  3 Includes major income tax measures 4 Major sites Australia and the US only 5 Global ex-Switzerland 6 Corrected voluntary turnover rates for 2019 and 7 Headcount data includes lately acquired MatrixCare for 2020 only.
","('GHG_Emissions', 0.49346739053726196)","('Air_Quality', 0.28535258769989014)","('Energy_Management', 0.04544348269701004)","('NON-ESG', 0.49346739053726196)","('NON-ESG', 0.28535258769989014)","('NON-ESG', 0.04544348269701004)"
Line 60,"T able 1: Key ESG performance indicators Economic PerformanceJune 30  2020June 30  2019June 30  Economic value generated and distributed (US$’000):Revenue 2,957 ,013 2,606,572 2,340,Cost of goods sold21,189,624 1,069,987 978,Salaries and wages 721,234 644,145 573,Interest paid to lenders 40,377 36,156 28,Taxes paid to government3111,414 114,255 205,Donations to research foundation 986 800 Donations to other community purposes 912 1,726 1,Investment in research and development 201,946 180,651 155,Environmental Performance Total energy use (GJ) 153,668 128,136 127 ,Energy intensity (GJ/$m rev.) 52.0 49.2 54.Total scope I and II greenhouse gas emissions (tCO2e) 22,171 19,193 19,Significant NO, SO, and other air emissions 0 0 Total water withdrawal (kL)483,924 79,174 80,Percentage of waste recycled by weight566% 60% 57% Paper use (sheets per person per year) 851 1,121 1,Monetary value of environmental fines and sanctions $0 $0 $Social Performance Annual voluntary employee turnover67 .96% 10.5% 12% Fatalities 0 0 Lost time injury rate (injuries per million employee hours) 2.66 2.84 2.Percentage senior (VP or above) executives, female730% 32% 27% Material breaches of marketing and labelling regulations 0 0 Monetary value of fines and sanctions for production of  market-related non-compliance$0 $0 $1 Detailed financial accounts are disclosed in our 2020 Annual Report at: https://s2.q4cdn.com/231003812/files/doc_financials/2020/ar/ ResMed-Form-10-K-June-30,-2020-(as-filed-on-12-August-2020).pdf 2 Includes all payments to third parties for materials and services used in production  3 Includes major income tax measures 4 Major sites Australia and the US only 5 Global ex-Switzerland 6 Corrected voluntary turnover rates for 2019 and 7 Headcount data includes lately acquired MatrixCare for 2020 only.
","('Employee_Health_And_Safety', 0.9818176627159119)","('Employee_Engagement_Inclusion_And_Diversity', 0.0016788262873888016)","('Critical_Incident_Risk_Management', 0.0014914035564288497)","(['Operational Eco-Efficiency'], 0.9818176627159119)","('NON-ESG', 0.0016788262873888016)","('NON-ESG', 0.0014914035564288497)"
