,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 11,"Unless otherwise noted, this report provides information as of and for the  year ending December 31, 2021, and includes information from our owned  and operated facilities globally.
","('Business_Model_Resilience', 0.09548282623291016)","('Management_Of_Legal_And_Regulatory_Framework', 0.0881468802690506)","('Supply_Chain_Management', 0.08730671554803848)","('NON-ESG', 0.09548282623291016)","('NON-ESG', 0.0881468802690506)","('NON-ESG', 0.08730671554803848)"
Line 12,"This report includes certain information  pertaining to our Respiratory business, a significant portion of which we  divested to Medline Industries, Inc.
","('Business_Model_Resilience', 0.2868898808956146)","('Systemic_Risk_Management', 0.16314923763275146)","('Supply_Chain_Management', 0.12134864181280136)","('NON-ESG', 0.2868898808956146)","('NON-ESG', 0.16314923763275146)","('NON-ESG', 0.12134864181280136)"
Line 13,"on June 28, 2021.
","('Management_Of_Legal_And_Regulatory_Framework', 0.17869897186756134)","('Director_Removal', 0.09849021583795547)","('Product_Design_And_Lifecycle_Management', 0.07213634997606277)","('NON-ESG', 0.17869897186756134)","('NON-ESG', 0.09849021583795547)","('NON-ESG', 0.07213634997606277)"
Line 14,"While we have  internal processes in place to ensure that our reporting is accurate and as  robust as possible, the data in this report has not been externally assured.
","('Management_Of_Legal_And_Regulatory_Framework', 0.518450140953064)","('Customer_Privacy', 0.12767763435840607)","('Business_Ethics', 0.05528824031352997)","(['Corporate Governance'], 0.518450140953064)","('NON-ESG', 0.12767763435840607)","('NON-ESG', 0.05528824031352997)"
Line 15,"Teleflex is considering external assurance in the future.
","('Systemic_Risk_Management', 0.23658306896686554)","('Business_Model_Resilience', 0.15560796856880188)","('Management_Of_Legal_And_Regulatory_Framework', 0.1396605521440506)","('NON-ESG', 0.23658306896686554)","('NON-ESG', 0.15560796856880188)","('NON-ESG', 0.1396605521440506)"
Line 16,"We value feedback from all of our stakeholders.
","('Human_Rights_And_Community_Relations', 0.26047226786613464)","('Management_Of_Legal_And_Regulatory_Framework', 0.1774078756570816)","('Business_Ethics', 0.084148108959198)","('NON-ESG', 0.26047226786613464)","('NON-ESG', 0.1774078756570816)","('NON-ESG', 0.084148108959198)"
Line 17,"You can contact us  regarding this report or our CSR Program at CSR@teleflex.com.
","('Management_Of_Legal_And_Regulatory_Framework', 0.573983907699585)","('Competitive_Behavior', 0.10309091955423355)","('Business_Ethics', 0.07961011677980423)","(['Corporate Governance'], 0.573983907699585)","('NON-ESG', 0.10309091955423355)","('NON-ESG', 0.07961011677980423)"
Line 18,"Information Concerning Forward- Looking Statements All statements made in this report, other than statements of historical fact,  are forward-looking statements.
","('Management_Of_Legal_And_Regulatory_Framework', 0.5998640656471252)","('Business_Ethics', 0.07114121317863464)","('Customer_Privacy', 0.04406211897730827)","(['Corporate Governance'], 0.5998640656471252)","('NON-ESG', 0.07114121317863464)","('NON-ESG', 0.04406211897730827)"
Line 19,"The words “anticipate,” “believe,”  “estimate,” “expect,” “intend,” “may,” “plan,” “will,” “would,” “should,”  “guidance,” “potential,” “continue,” “project,” “forecast,” “confident,”  “prospects” and similar expressions typically are used to identify forward- looking statements.
","('Business_Model_Resilience', 0.5147750377655029)","('Systemic_Risk_Management', 0.164183109998703)","('Physical_Impacts_Of_Climate_Change', 0.061235036700963974)","(['Codes of Business Conduct'], 0.5147750377655029)","('NON-ESG', 0.164183109998703)","('NON-ESG', 0.061235036700963974)"
Line 20,"Forward-looking statements are based on the then- current expectations, beliefs, assumptions, estimates and forecasts about  our business and the industry and markets in which we operate.
","('Business_Model_Resilience', 0.6637440323829651)","('Systemic_Risk_Management', 0.13567163050174713)","('Competitive_Behavior', 0.037994034588336945)","(['Codes of Business Conduct'], 0.6637440323829651)","('NON-ESG', 0.13567163050174713)","('NON-ESG', 0.037994034588336945)"
Line 21,"These  statements are not guarantees of future performance and are subject to  risks and uncertainties, which are difficult to predict.
","('Systemic_Risk_Management', 0.9263988137245178)","('Business_Model_Resilience', 0.015450489707291126)","('Competitive_Behavior', 0.007243777625262737)","(['Risk & Crisis Management'], 0.9263988137245178)","('NON-ESG', 0.015450489707291126)","('NON-ESG', 0.007243777625262737)"
Line 22,"Therefore, actual  outcomes and results may differ materially from what is expressed or  implied by these forward-looking statements due to a number of factors,  including those factors described or incorporated in our filings with the  Securities and Exchange Commission, including our most recently filed  Annual Report on Form 10-K.
","('Management_Of_Legal_And_Regulatory_Framework', 0.7536697387695312)","('Competitive_Behavior', 0.05267826095223427)","('Systemic_Risk_Management', 0.035042036324739456)","(['Corporate Governance'], 0.7536697387695312)","('NON-ESG', 0.05267826095223427)","('NON-ESG', 0.035042036324739456)"
Line 23,"We expressly disclaim any obligation to  update forward-looking statements, except as otherwise specifically stated  by us or as required by law or regulation.CEO Message Corporate Social   Responsibility   Chair MessageTeleflex at a Glance Corporate Social  ResponsibilityContinued Support for   Employees through the   COVID-19 PandemicPrinciples of Ethics  & GovernancePlanet & Environment People Prosperity &   Sustainable   HealthcareGlobal Reporting   InitiativeSustainability  Accounting  Standards Board  (SASB) IndexUnited Nations   Sustainable  Development Goals  (UN SDGs)4 TELEFLEX 2021 GLOBAL IMPACT REPORT I am pleased to present the Teleflex 2021 Global Impact Report, which  provides an update on our Corporate Social Responsibility (CSR) progress and  reaffirms our commitment to sustainability, social responsibility and  inclusivity.
","('Business_Ethics', 0.379893958568573)","('Management_Of_Legal_And_Regulatory_Framework', 0.2609473764896393)","('Human_Rights_And_Community_Relations', 0.12596194446086884)","('NON-ESG', 0.379893958568573)","('NON-ESG', 0.2609473764896393)","('NON-ESG', 0.12596194446086884)"
