,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 13,"Product quality and safety  .
","('Product_Quality_And_Safety', 0.871091365814209)","('Product_Design_And_Lifecycle_Management', 0.033399682492017746)","('Selling_Practices_And_Product_Labeling', 0.012308266945183277)","(['Product Quality & Recall Management'], 0.871091365814209)","('NON-ESG', 0.033399682492017746)","('NON-ESG', 0.012308266945183277)"
Line 14,"Supply chain management  .
","('Supply_Chain_Management', 0.9392426609992981)","('Physical_Impacts_Of_Climate_Change', 0.005102513823658228)","('Waste_And_Hazardous_Materials_Management', 0.004047159105539322)","(['Supply Chain Management'], 0.9392426609992981)","('NON-ESG', 0.005102513823658228)","('NON-ESG', 0.004047159105539322)"
Line 15,"Healthier planetOperational impact  .
","('Critical_Incident_Risk_Management', 0.1410212516784668)","('Employee_Health_And_Safety', 0.11687532812356949)","('Physical_Impacts_Of_Climate_Change', 0.10643845051527023)","('NON-ESG', 0.1410212516784668)","('NON-ESG', 0.11687532812356949)","('NON-ESG', 0.10643845051527023)"
Line 16,"Product design and lifecycle management  .
","('Product_Design_And_Lifecycle_Management', 0.9501466155052185)","('Product_Quality_And_Safety', 0.004798639565706253)","('Business_Model_Resilience', 0.004321979358792305)","(['Product Stewardship'], 0.9501466155052185)","('NON-ESG', 0.004798639565706253)","('NON-ESG', 0.004321979358792305)"
Line 17,"Data summaryReferences  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.1743019074201584)","('Data_Security', 0.15138360857963562)","('Customer_Privacy', 0.1498791128396988)","('NON-ESG', 0.1743019074201584)","('NON-ESG', 0.15138360857963562)","('NON-ESG', 0.1498791128396988)"
Line 18,"About this report  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.36528050899505615)","('Access_And_Affordability', 0.12782996892929077)","('GHG_Emissions', 0.06670435518026352)","('NON-ESG', 0.36528050899505615)","('NON-ESG', 0.12782996892929077)","('NON-ESG', 0.06670435518026352)"
Line 19,"Legal disclaimers  .
","('Business_Ethics', 0.19231891632080078)","('Management_Of_Legal_And_Regulatory_Framework', 0.13113504648208618)","('Customer_Privacy', 0.1233869269490242)","('NON-ESG', 0.19231891632080078)","('NON-ESG', 0.13113504648208618)","('NON-ESG', 0.1233869269490242)"
Line 20,"Non-GAAP reconciliation  .
","('Management_Of_Legal_And_Regulatory_Framework', 0.7645177245140076)","('Business_Ethics', 0.049284324049949646)","('Systemic_Risk_Management', 0.04192349687218666)","(['Corporate Governance'], 0.7645177245140076)","('NON-ESG', 0.049284324049949646)","('NON-ESG', 0.04192349687218666)"
Line 21,"Stryker 2021 Comprehensive Report2021 in reviewPatient impact Game-changing innovations  With the help of Blueprint technology, a surgeon restores the shoulder— and the hope—of a former Major League Baseball (MLB) pitcher.
","('Product_Design_And_Lifecycle_Management', 0.1851429045200348)","('Employee_Engagement_Inclusion_And_Diversity', 0.0881732702255249)","('Management_Of_Legal_And_Regulatory_Framework', 0.0671631321310997)","('NON-ESG', 0.1851429045200348)","('NON-ESG', 0.0881732702255249)","('NON-ESG', 0.0671631321310997)"
Line 22,"One moment, Jeff Brantley was reaching into the  refrigerator for a carton of milk.
","('Customer_Welfare', 0.10452441871166229)","('Energy_Management', 0.10287109762430191)","('Selling_Practices_And_Product_Labeling', 0.09851663559675217)","('NON-ESG', 0.10452441871166229)","('NON-ESG', 0.10287109762430191)","('NON-ESG', 0.09851663559675217)"
Line 23,"The next, a jolt of pain overtook his extended right arm.
","('Employee_Health_And_Safety', 0.5713144540786743)","('Critical_Incident_Risk_Management', 0.16422729194164276)","('Product_Design_And_Lifecycle_Management', 0.023180115967988968)","(['Operational Eco-Efficiency'], 0.5713144540786743)","('NON-ESG', 0.16422729194164276)","('NON-ESG', 0.023180115967988968)"
Line 24,"The      carton came crashing to the floor as his son     looked on in surprise.
","('Waste_And_Hazardous_Materials_Management', 0.1677323579788208)","('Business_Ethics', 0.10889483243227005)","('Supply_Chain_Management', 0.08037448674440384)","('NON-ESG', 0.1677323579788208)","('NON-ESG', 0.10889483243227005)","('NON-ESG', 0.08037448674440384)"
Line 25,"That same arm used to throw             strike after strik e during Jeff’s          14 seasons as a relief pitcher.
","('Employee_Health_And_Safety', 0.28064700961112976)","('Labor_Practices', 0.18530794978141785)","('Critical_Incident_Risk_Management', 0.0972273200750351)","('NON-ESG', 0.28064700961112976)","('NON-ESG', 0.18530794978141785)","('NON-ESG', 0.0972273200750351)"
Line 26,"Now a broadcaster for the           Cincinnati Reds, the baseball          great led the National League in                  saves in 1996, played in the MLB               All-Star Game in 1990 and was              inducted into the Mississippi Sports  Hall of Fame in 2010.
","('Employee_Engagement_Inclusion_And_Diversity', 0.17120571434497833)","('Employee_Health_And_Safety', 0.1287759691476822)","('Labor_Practices', 0.0733332559466362)","('NON-ESG', 0.17120571434497833)","('NON-ESG', 0.1287759691476822)","('NON-ESG', 0.0733332559466362)"
Line 27,"As his baseball career progressed, though, Jeff’s shoulder   slowly deteriorated.
","('Employee_Health_And_Safety', 0.5893226265907288)","('Employee_Engagement_Inclusion_And_Diversity', 0.050819333642721176)","('Ecological_Impacts', 0.0354071743786335)","(['Operational Eco-Efficiency'], 0.5893226265907288)","('NON-ESG', 0.050819333642721176)","('NON-ESG', 0.0354071743786335)"
Line 28,"“The problem that you have being a pitcher is   the repetitive motion on one side of your body,  over and over and over.
","('Employee_Health_And_Safety', 0.37214723229408264)","('Product_Design_And_Lifecycle_Management', 0.06116537004709244)","('Competitive_Behavior', 0.05272594094276428)","('NON-ESG', 0.37214723229408264)","('NON-ESG', 0.06116537004709244)","('NON-ESG', 0.05272594094276428)"
Line 29,"Especially with your   shoulder and elbow,” Jeff says.
","('Employee_Health_And_Safety', 0.8639832735061646)","('Employee_Engagement_Inclusion_And_Diversity', 0.01949421316385269)","('Product_Design_And_Lifecycle_Management', 0.011570594273507595)","(['Operational Eco-Efficiency'], 0.8639832735061646)","('NON-ESG', 0.01949421316385269)","('NON-ESG', 0.011570594273507595)"
Line 30,"By his fifties, despite having undergone multiple surgeries,   he was plagued by weakness and pain.
","('Employee_Health_And_Safety', 0.524550199508667)","('Access_And_Affordability', 0.18483850359916687)","('Employee_Engagement_Inclusion_And_Diversity', 0.03543637692928314)","(['Operational Eco-Efficiency'], 0.524550199508667)","('NON-ESG', 0.18483850359916687)","('NON-ESG', 0.03543637692928314)"
Line 31,"“I was really concerned because I’m right- handed,” Jeff says.
","('Supply_Chain_Management', 0.1230354905128479)","('Employee_Health_And_Safety', 0.10724304616451263)","('Director_Removal', 0.07331035286188126)","('NON-ESG', 0.1230354905128479)","('NON-ESG', 0.10724304616451263)","('NON-ESG', 0.07331035286188126)"
Line 32,"“I can’t even get a carton of milk out of the refrigerator?
","('Energy_Management', 0.18340179324150085)","('Customer_Welfare', 0.12567710876464844)","('Selling_Practices_And_Product_Labeling', 0.12160014361143112)","('NON-ESG', 0.18340179324150085)","('NON-ESG', 0.12567710876464844)","('NON-ESG', 0.12160014361143112)"
Line 33,"I’m a pro athlete.
","('Employee_Engagement_Inclusion_And_Diversity', 0.3026677072048187)","('Employee_Health_And_Safety', 0.08803385496139526)","('Director_Removal', 0.04954926669597626)","('NON-ESG', 0.3026677072048187)","('NON-ESG', 0.08803385496139526)","('NON-ESG', 0.04954926669597626)"
Line 34,"I should be able to do that in my sleep.”  The problem that you  have being a pitcher is the repetitive motion on one side of your body, over and over and over.
","('Employee_Health_And_Safety', 0.4067195653915405)","('Labor_Practices', 0.07360934466123581)","('Product_Design_And_Lifecycle_Management', 0.0519748218357563)","('NON-ESG', 0.4067195653915405)","('NON-ESG', 0.07360934466123581)","('NON-ESG', 0.0519748218357563)"
Line 35,"Especially with your shoulder and elbow.”  Jeff Brantley Patient Stryker 2021 Comprehensive Report2021 in reviewDesperate to alleviate the pain and to finally play catch  with his son, Jeff consulted longtime Cincinnati Reds  medical director Dr. Tim Kremchek, who referred him to  Dr. Andrew Razzano.
","('Employee_Health_And_Safety', 0.934175968170166)","('Employee_Engagement_Inclusion_And_Diversity', 0.00727263605222106)","('Critical_Incident_Risk_Management', 0.005408387631177902)","(['Operational Eco-Efficiency'], 0.934175968170166)","('NON-ESG', 0.00727263605222106)","('NON-ESG', 0.005408387631177902)"
Line 36,"Dr. Razzano—a knee, shoulder and elbow specialist— proposed a solution: shoulder arthroplasty, commonly known as total shoulder replacement.
","('Employee_Health_And_Safety', 0.9350191950798035)","('Employee_Engagement_Inclusion_And_Diversity', 0.010166358202695847)","('Ecological_Impacts', 0.005205401219427586)","(['Operational Eco-Efficiency'], 0.9350191950798035)","('NON-ESG', 0.010166358202695847)","('NON-ESG', 0.005205401219427586)"
Line 37,"Jeff was hesitant, but Dr. Razzano gave him confidence by using Stryker’s Blueprint 3D Planning software to walk him through the procedure from every angle.
","('Access_And_Affordability', 0.21604476869106293)","('Employee_Engagement_Inclusion_And_Diversity', 0.1546057164669037)","('Employee_Health_And_Safety', 0.07934674620628357)","('NON-ESG', 0.21604476869106293)","('NON-ESG', 0.1546057164669037)","('NON-ESG', 0.07934674620628357)"
Line 38,"Beyond aiding in patient communication, Dr. Razzano and many other orthopaedic surgeons use Blueprint to prepare for operations by visualizing each procedure in advance.
","('Employee_Health_And_Safety', 0.4517556428909302)","('Employee_Engagement_Inclusion_And_Diversity', 0.1307355761528015)","('Access_And_Affordability', 0.126667320728302)","('NON-ESG', 0.4517556428909302)","('NON-ESG', 0.1307355761528015)","('NON-ESG', 0.126667320728302)"
Line 39,"This allows for precise and reproducible 3D measurements and leads to improved decision-making, Dr. Razzano says.
","('Competitive_Behavior', 0.5643321871757507)","('Management_Of_Legal_And_Regulatory_Framework', 0.12837271392345428)","('Energy_Management', 0.05026739835739136)","(['Business Ethics'], 0.5643321871757507)","('NON-ESG', 0.12837271392345428)","('NON-ESG', 0.05026739835739136)"
Line 40,"1,2,3 “If,  in the O.R., something happens and you have to change your plan, you’ve already done it in a virtual model.
","('Systemic_Risk_Management', 0.19938234984874725)","('Business_Model_Resilience', 0.16396291553974152)","('Competitive_Behavior', 0.134836807847023)","('NON-ESG', 0.19938234984874725)","('NON-ESG', 0.16396291553974152)","('NON-ESG', 0.134836807847023)"
Line 41,"You don’t have to think as much on the fly.” Thousands of miles  away, Dr. Ruth Delaney recently became the first surgeon in Ireland to use Blueprint’s new Mixed Reality software.
","('Energy_Management', 0.16036133468151093)","('Employee_Engagement_Inclusion_And_Diversity', 0.09447538107633591)","('Access_And_Affordability', 0.09325696527957916)","('NON-ESG', 0.16036133468151093)","('NON-ESG', 0.09447538107633591)","('NON-ESG', 0.09325696527957916)"
Line 42,"Originally unveiled by Wright Medical—which Stryker acquired in November 2020—the latest generation of Blueprint allows doctors to interact with their 3D pre-operative plan as they perform surgery   (see sidebar below).
","('Employee_Health_And_Safety', 0.2602142095565796)","('Access_And_Affordability', 0.17060767114162445)","('Employee_Engagement_Inclusion_And_Diversity', 0.08801534026861191)","('NON-ESG', 0.2602142095565796)","('NON-ESG', 0.17060767114162445)","('NON-ESG', 0.08801534026861191)"
Line 43,"Introducing Blueprint Mixed Reality     Developed by pioneering orthopaedic surgeons from around the globe, the latest generation of Stryker’s Blueprint technology is transforming the way shoulder surgeries are performed.
","('Employee_Health_And_Safety', 0.3348119854927063)","('Access_And_Affordability', 0.20276972651481628)","('Product_Design_And_Lifecycle_Management', 0.050748828798532486)","('NON-ESG', 0.3348119854927063)","('NON-ESG', 0.20276972651481628)","('NON-ESG', 0.050748828798532486)"
Line 44,"Using a mixed reality headset, the software allows surgeons to view 3D versions of their patients’ pre-operative plans and anatomy while in the operating room.
","('Employee_Health_And_Safety', 0.6502761244773865)","('Employee_Engagement_Inclusion_And_Diversity', 0.08024311065673828)","('Access_And_Affordability', 0.038652416318655014)","(['Operational Eco-Efficiency'], 0.6502761244773865)","('NON-ESG', 0.08024311065673828)","('NON-ESG', 0.038652416318655014)"
Line 45,"“When we first started on the journey to create this software, we likened it to the difference between a smartphone and a flip phone,” says Dr. Jon J.P .
","('Product_Design_And_Lifecycle_Management', 0.4503272771835327)","('Data_Security', 0.08541478961706161)","('Management_Of_Legal_And_Regulatory_Framework', 0.04574044793844223)","('NON-ESG', 0.4503272771835327)","('NON-ESG', 0.08541478961706161)","('NON-ESG', 0.04574044793844223)"
Line 46,"Warner, co-chief of shoulder services at Boston Shoulder Institute.
","('Employee_Health_And_Safety', 0.25581714510917664)","('Systemic_Risk_Management', 0.1977565735578537)","('Business_Ethics', 0.08954673260450363)","('NON-ESG', 0.25581714510917664)","('NON-ESG', 0.1977565735578537)","('NON-ESG', 0.08954673260450363)"
Line 47,"After decades of relying on 2D CT scans, Blueprint  Mixed Reality puts critical patient information at  surgeons’ fingertips.
","('Customer_Privacy', 0.481545090675354)","('Data_Security', 0.11240594834089279)","('Selling_Practices_And_Product_Labeling', 0.04000794142484665)","('NON-ESG', 0.481545090675354)","('NON-ESG', 0.11240594834089279)","('NON-ESG', 0.04000794142484665)"
Line 48,"Stryker 2021 Comprehensive Report2021 in review“With Mixed Reality, we can see our plans in real time in front of our faces  when we operate.
","('Business_Model_Resilience', 0.4371264576911926)","('Management_Of_Legal_And_Regulatory_Framework', 0.12138164043426514)","('Physical_Impacts_Of_Climate_Change', 0.08485201746225357)","('NON-ESG', 0.4371264576911926)","('NON-ESG', 0.12138164043426514)","('NON-ESG', 0.08485201746225357)"
Line 49,"It is dynamic, so you can see a patient’s anatomy in a lot of detail,” says Dr. Delaney.
","('Employee_Health_And_Safety', 0.5946754813194275)","('Employee_Engagement_Inclusion_And_Diversity', 0.13632361590862274)","('Ecological_Impacts', 0.03361620008945465)","(['Operational Eco-Efficiency'], 0.5946754813194275)","('NON-ESG', 0.13632361590862274)","('NON-ESG', 0.03361620008945465)"
Line 50,"“What was interesting the first day that I used it was that it didn’t interfere with my surgery or distract me.” Dr. Razzano agrees.
","('Competitive_Behavior', 0.23387737572193146)","('Product_Quality_And_Safety', 0.11940943449735641)","('Employee_Health_And_Safety', 0.1044636070728302)","('NON-ESG', 0.23387737572193146)","('NON-ESG', 0.11940943449735641)","('NON-ESG', 0.1044636070728302)"
Line 51,"“What Mixed Reality means to me is that you’re using it  intraoperatively in real time.
","('Energy_Management', 0.28922906517982483)","('Data_Security', 0.13443024456501007)","('Competitive_Behavior', 0.0735463872551918)","('NON-ESG', 0.28922906517982483)","('NON-ESG', 0.13443024456501007)","('NON-ESG', 0.0735463872551918)"
Line 52,"It’s not diverting your focus to go look at the computer again,” he says.
","('Competitive_Behavior', 0.15889184176921844)","('Business_Model_Resilience', 0.11583813279867172)","('Supply_Chain_Management', 0.08737438917160034)","('NON-ESG', 0.15889184176921844)","('NON-ESG', 0.11583813279867172)","('NON-ESG', 0.08737438917160034)"
Line 53,"After his operation with Dr. Razzano, Jeff began to feel improvement in about  two weeks.
","('Employee_Health_And_Safety', 0.272198349237442)","('Access_And_Affordability', 0.0999247282743454)","('Employee_Engagement_Inclusion_And_Diversity', 0.0971650555729866)","('NON-ESG', 0.272198349237442)","('NON-ESG', 0.0999247282743454)","('NON-ESG', 0.0971650555729866)"
Line 54,"A few months into the rehabilitation process, he noticed a dramatic difference and was able to move his shoulder up and down and back and forth.
","('Employee_Health_And_Safety', 0.690509021282196)","('Employee_Engagement_Inclusion_And_Diversity', 0.059629086405038834)","('Ecological_Impacts', 0.04020269960165024)","(['Operational Eco-Efficiency'], 0.690509021282196)","('NON-ESG', 0.059629086405038834)","('NON-ESG', 0.04020269960165024)"
Line 55,"“Now it slides smooth as silk,” Jeff says.
","('Product_Design_And_Lifecycle_Management', 0.13198144733905792)","('Business_Model_Resilience', 0.07933591306209564)","('Supply_Chain_Management', 0.06895976513624191)","('NON-ESG', 0.13198144733905792)","('NON-ESG', 0.07933591306209564)","('NON-ESG', 0.06895976513624191)"
Line 56,"While Jeff continues to use his shoulder thoughtfully, today he is relieved to  perform simple tasks like lifting a suitcase and tossing a ball to his son without debilitating pain.
","('Employee_Health_And_Safety', 0.833263099193573)","('Access_And_Affordability', 0.023424118757247925)","('Critical_Incident_Risk_Management', 0.02263448014855385)","(['Operational Eco-Efficiency'], 0.833263099193573)","('NON-ESG', 0.023424118757247925)","('NON-ESG', 0.02263448014855385)"
Line 57,"“I’m not trying to throw the ball 90 miles an hour anymore, but if we want   to go out and play catch, I know I can do it,” he says.
","('Competitive_Behavior', 0.1563698649406433)","('Employee_Engagement_Inclusion_And_Diversity', 0.09783295542001724)","('Energy_Management', 0.08230133354663849)","('NON-ESG', 0.1563698649406433)","('NON-ESG', 0.09783295542001724)","('NON-ESG', 0.08230133354663849)"
Line 58,"“The first time being   able to go out and throw with my son was great for me.
","('Access_And_Affordability', 0.30775120854377747)","('Employee_Health_And_Safety', 0.16015790402889252)","('Employee_Engagement_Inclusion_And_Diversity', 0.09709697961807251)","('NON-ESG', 0.30775120854377747)","('NON-ESG', 0.16015790402889252)","('NON-ESG', 0.09709697961807251)"
Line 59,"But it was even  greater for him.”What mixed reality means to me is that   you’re using it intraoperatively in real time.
","('Data_Security', 0.17032255232334137)","('Competitive_Behavior', 0.13900166749954224)","('Systemic_Risk_Management', 0.10595481842756271)","('NON-ESG', 0.17032255232334137)","('NON-ESG', 0.13900166749954224)","('NON-ESG', 0.10595481842756271)"
Line 60,"It’s  not diverting your focus to go look at the  computer again.”  Dr. Andrew Razzano Knee, shoulder and elbow specialist All surgery carries risk.
","('Employee_Health_And_Safety', 0.9172621369361877)","('Employee_Engagement_Inclusion_And_Diversity', 0.010322988033294678)","('Critical_Incident_Risk_Management', 0.006490305997431278)","(['Operational Eco-Efficiency'], 0.9172621369361877)","('NON-ESG', 0.010322988033294678)","('NON-ESG', 0.006490305997431278)"
Line 61,"The only way to determine whether surgery is appropriate for a patient is after consultation with an orthopaedic surgeon regarding risks and benefits of surgery.
","('Employee_Health_And_Safety', 0.5195648670196533)","('Access_And_Affordability', 0.10065226256847382)","('Product_Quality_And_Safety', 0.05178636312484741)","(['Operational Eco-Efficiency'], 0.5195648670196533)","('NON-ESG', 0.10065226256847382)","('NON-ESG', 0.05178636312484741)"
Line 62,"Not all patients have the same operative recovery and activity level.
","('Employee_Health_And_Safety', 0.7614762187004089)","('Access_And_Affordability', 0.034303467720746994)","('Employee_Engagement_Inclusion_And_Diversity', 0.025971101596951485)","(['Operational Eco-Efficiency'], 0.7614762187004089)","('NON-ESG', 0.034303467720746994)","('NON-ESG', 0.025971101596951485)"
Line 63,"Individual results vary.
","('Competitive_Behavior', 0.44144466519355774)","('Business_Ethics', 0.07364190369844437)","('Systemic_Risk_Management', 0.052616558969020844)","('NON-ESG', 0.44144466519355774)","('NON-ESG', 0.07364190369844437)","('NON-ESG', 0.052616558969020844)"
Line 64,"Stryker 2021 Comprehensive Report2021 in reviewOur  company  Stryker is one of the world’s leading medical technology companies and,  together with our customers, we are driven to make healthcare better.
","('Product_Design_And_Lifecycle_Management', 0.46377021074295044)","('Energy_Management', 0.16601631045341492)","('Data_Security', 0.0626753494143486)","('NON-ESG', 0.46377021074295044)","('NON-ESG', 0.16601631045341492)","('NON-ESG', 0.0626753494143486)"
Line 65,"We offer innovative products and services in Medical and Surgical, Neurotechnology, Orthopaedics and Spine that help improve patient and hospital outcomes.
","('Product_Design_And_Lifecycle_Management', 0.5067015886306763)","('Customer_Welfare', 0.11238452792167664)","('Access_And_Affordability', 0.08518838882446289)","(['Product Stewardship'], 0.5067015886306763)","('NON-ESG', 0.11238452792167664)","('NON-ESG', 0.08518838882446289)"
Line 66,"Our specialties  -Biologics   -Craniomaxillofacial   -Digital, Robotics and    Enabling Technologies  -Ear, Nose and Throat  -Emergency and Acute Care  -Foot and Ankle   -Hips   -Infrastructure and Integration  -Interventional Spine  -Knees   -Minimally Invasive and Open    Surgical Visualization Solutions -Neurosurgical  -Neurovascular  -Power Tools  -Robotic-Arm Assisted    Technology  -Spinal Implants  -Sports Medicine  -Surgical Equipment  -Sustainability Solutions  -Trauma  -Upper ExtremitiesSYK symbol for our common stock publicly traded on the New York Stock Exchange$17.1B global sales in 2021  $1.2B spent on R&D in 2021Kalamazoo, MI, U.S.  global headquarters 75+ countries including operations in the following geographic areas: the   U.S. (including Puerto Rico); Europe, Middle East, Africa; Asia Pacific; Canada and countries in the Latin America region ~46,employees worldwide   in 2021 ~4,United States patents and 7,199 patents in other countriesGlobal recognition  - World’s Best Workplaces, Great Place to Work and Fortune  - Change the World List, Fortune  - Companies that Care, Great Place to Work and People  - 100 Best Companies to Work for, Great Place to Work and Fortune  - World’s Most Admired, Fortune  - Fortune  - Best Places to Work, Glassdoor Stryker 2021 Comprehensive Report2021 in reviewA message from Stryker  Chair and CEO,Kevin A.
","('Employee_Health_And_Safety', 0.9170618653297424)","('Critical_Incident_Risk_Management', 0.01469232514500618)","('Access_And_Affordability', 0.011597678996622562)","(['Operational Eco-Efficiency'], 0.9170618653297424)","('NON-ESG', 0.01469232514500618)","('NON-ESG', 0.011597678996622562)"
Line 67,"Our specialties  -Biologics   -Craniomaxillofacial   -Digital, Robotics and    Enabling Technologies  -Ear, Nose and Throat  -Emergency and Acute Care  -Foot and Ankle   -Hips   -Infrastructure and Integration  -Interventional Spine  -Knees   -Minimally Invasive and Open    Surgical Visualization Solutions -Neurosurgical  -Neurovascular  -Power Tools  -Robotic-Arm Assisted    Technology  -Spinal Implants  -Sports Medicine  -Surgical Equipment  -Sustainability Solutions  -Trauma  -Upper ExtremitiesSYK symbol for our common stock publicly traded on the New York Stock Exchange$17.1B global sales in 2021  $1.2B spent on R&D in 2021Kalamazoo, MI, U.S.  global headquarters 75+ countries including operations in the following geographic areas: the   U.S. (including Puerto Rico); Europe, Middle East, Africa; Asia Pacific; Canada and countries in the Latin America region ~46,employees worldwide   in 2021 ~4,United States patents and 7,199 patents in other countriesGlobal recognition  - World’s Best Workplaces, Great Place to Work and Fortune  - Change the World List, Fortune  - Companies that Care, Great Place to Work and People  - 100 Best Companies to Work for, Great Place to Work and Fortune  - World’s Most Admired, Fortune  - Fortune  - Best Places to Work, Glassdoor Stryker 2021 Comprehensive Report2021 in reviewA message from Stryker  Chair and CEO,Kevin A.
","('Competitive_Behavior', 0.23642705380916595)","('Product_Quality_And_Safety', 0.15992112457752228)","('Product_Design_And_Lifecycle_Management', 0.10461573302745819)","('NON-ESG', 0.23642705380916595)","('NON-ESG', 0.15992112457752228)","('NON-ESG', 0.10461573302745819)"
Line 68,"Our specialties  -Biologics   -Craniomaxillofacial   -Digital, Robotics and    Enabling Technologies  -Ear, Nose and Throat  -Emergency and Acute Care  -Foot and Ankle   -Hips   -Infrastructure and Integration  -Interventional Spine  -Knees   -Minimally Invasive and Open    Surgical Visualization Solutions -Neurosurgical  -Neurovascular  -Power Tools  -Robotic-Arm Assisted    Technology  -Spinal Implants  -Sports Medicine  -Surgical Equipment  -Sustainability Solutions  -Trauma  -Upper ExtremitiesSYK symbol for our common stock publicly traded on the New York Stock Exchange$17.1B global sales in 2021  $1.2B spent on R&D in 2021Kalamazoo, MI, U.S.  global headquarters 75+ countries including operations in the following geographic areas: the   U.S. (including Puerto Rico); Europe, Middle East, Africa; Asia Pacific; Canada and countries in the Latin America region ~46,employees worldwide   in 2021 ~4,United States patents and 7,199 patents in other countriesGlobal recognition  - World’s Best Workplaces, Great Place to Work and Fortune  - Change the World List, Fortune  - Companies that Care, Great Place to Work and People  - 100 Best Companies to Work for, Great Place to Work and Fortune  - World’s Most Admired, Fortune  - Fortune  - Best Places to Work, Glassdoor Stryker 2021 Comprehensive Report2021 in reviewA message from Stryker  Chair and CEO,Kevin A.
","('Business_Model_Resilience', 0.2737199366092682)","('Product_Design_And_Lifecycle_Management', 0.14478448033332825)","('Employee_Engagement_Inclusion_And_Diversity', 0.10324985533952713)","('NON-ESG', 0.2737199366092682)","('NON-ESG', 0.14478448033332825)","('NON-ESG', 0.10324985533952713)"
