,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 11,"We are collectively innovating and seeking ways to reduce greenhouse gas emissions in our operations and our products, including actively supporting the civil aviation industrys drive to decarbonize by 2050.","('GHG_Emissions', 0.9653128385543823)","('Air_Quality', 0.004494179971516132)","('Physical_Impacts_Of_Climate_Change', 0.003977110609412193)","(['Operational Eco-Efficiency'], 0.9653128385543823)","('NON-ESG', 0.004494179971516132)","('NON-ESG', 0.003977110609412193)"
Line 12,"Our efforts include groundbreaking work to create new engine technologies, lighter and more efficient materials and more intelligent technology solutions that will work together to help the industry achieve its goal.","('Product_Design_And_Lifecycle_Management', 0.6968891620635986)","('Energy_Management', 0.13313135504722595)","('Supply_Chain_Management', 0.04533293470740318)","(['Product Stewardship'], 0.6968891620635986)","('NON-ESG', 0.13313135504722595)","('NON-ESG', 0.04533293470740318)"
Line 13,"We are also investing $500 million over this decade to drive transformative, generational impact in our communities, including closing the talent and diversity gap in STEM by partnering with leading nonprofit organizations.","('Employee_Engagement_Inclusion_And_Diversity', 0.9709912538528442)","('Employee_Health_And_Safety', 0.0023746751248836517)","('Human_Rights_And_Community_Relations', 0.0018541475292295218)","([], 0.9709912538528442)","('NON-ESG', 0.0023746751248836517)","('NON-ESG', 0.0018541475292295218)"
Line 14,"With these efforts, we aim to advance lifelong learning and to build a more work-ready, diverse talent pipeline for jobs of the future.","('Employee_Engagement_Inclusion_And_Diversity', 0.9516927003860474)","('Access_And_Affordability', 0.005460036918520927)","('Employee_Health_And_Safety', 0.004315407481044531)","([], 0.9516927003860474)","('NON-ESG', 0.005460036918520927)","('NON-ESG', 0.004315407481044531)"
Line 15,Gregory J.,"('Management_Of_Legal_And_Regulatory_Framework', 0.15147937834262848)","('Competitive_Behavior', 0.1338890790939331)","('Business_Ethics', 0.10731783509254456)","('NON-ESG', 0.15147937834262848)","('NON-ESG', 0.1338890790939331)","('NON-ESG', 0.10731783509254456)"
Line 16,"Hayes Chairman and Chief Executive OfficerOur enterprisewide environmental, social and governance (ESG) strategy maps our aspirations to our business strategy.","('Business_Model_Resilience', 0.4740388095378876)","('Human_Rights_And_Community_Relations', 0.1432066410779953)","('Director_Removal', 0.058035850524902344)","('NON-ESG', 0.4740388095378876)","('NON-ESG', 0.1432066410779953)","('NON-ESG', 0.058035850524902344)"
Line 17,The strategy centers on three broad objectives: People.,"('Human_Rights_And_Community_Relations', 0.30654841661453247)","('Employee_Engagement_Inclusion_And_Diversity', 0.19307154417037964)","('Business_Model_Resilience', 0.08890606462955475)","('NON-ESG', 0.30654841661453247)","('NON-ESG', 0.19307154417037964)","('NON-ESG', 0.08890606462955475)"
Line 18,"We are committed to fostering diversity in our workforce and supply chain, cultivating an inclusive culture, prioritizing employee health and safety, and supporting the communities where we live and work.","('Employee_Engagement_Inclusion_And_Diversity', 0.962451159954071)","('Employee_Health_And_Safety', 0.005939645227044821)","('Labor_Practices', 0.0038370962720364332)","([], 0.962451159954071)","('NON-ESG', 0.005939645227044821)","('NON-ESG', 0.0038370962720364332)"
Line 19,Planet.,"('Waste_And_Hazardous_Materials_Management', 0.11486028879880905)","('Customer_Privacy', 0.1068078950047493)","('Data_Security', 0.09158121794462204)","('NON-ESG', 0.11486028879880905)","('NON-ESG', 0.1068078950047493)","('NON-ESG', 0.09158121794462204)"
Line 20,"We have the ingenuity, the scale and the team to make a positive impact on the global environment by driving greater efficiency with the products we develop, manufacture and maintain and to do so in a way that prioritizes sustainability across our own operations.","('Product_Design_And_Lifecycle_Management', 0.9687400460243225)","('Product_Quality_And_Safety', 0.0036058626137673855)","('Energy_Management', 0.002671441063284874)","(['Product Stewardship'], 0.9687400460243225)","('NON-ESG', 0.0036058626137673855)","('NON-ESG', 0.002671441063284874)"
Line 21,Principles.,"('Business_Ethics', 0.1922052651643753)","('Human_Rights_And_Community_Relations', 0.14499101042747498)","('Management_Of_Legal_And_Regulatory_Framework', 0.10441844910383224)","('NON-ESG', 0.1922052651643753)","('NON-ESG', 0.14499101042747498)","('NON-ESG', 0.10441844910383224)"
Line 22,"We uphold the highest ethical standards guided by our core values: trust, respect, accountability, collaboration and innovation.","('Business_Ethics', 0.9111803770065308)","('Competitive_Behavior', 0.009291481226682663)","('Human_Rights_And_Community_Relations', 0.009052805602550507)","(['Business Ethics'], 0.9111803770065308)","('NON-ESG', 0.009291481226682663)","('NON-ESG', 0.009052805602550507)"
Line 23,"Our ESG strategy is centered around individual dignity, communal support and global sustainability, and this ESG Report sets forth our goals, as well as the programs and milestones we are using to initiate progress and change.","('Business_Model_Resilience', 0.5898699760437012)","('Human_Rights_And_Community_Relations', 0.10579672455787659)","('Physical_Impacts_Of_Climate_Change', 0.0385466068983078)","(['Human Capital Development'], 0.5898699760437012)","('NON-ESG', 0.10579672455787659)","('NON-ESG', 0.0385466068983078)"
Line 24,"Im proud that these priorities will guide us into the future as we drive technology breakthroughs for a safer, more connected world.","('Product_Design_And_Lifecycle_Management', 0.2687268555164337)","('Energy_Management', 0.14595282077789307)","('Access_And_Affordability', 0.12867891788482666)","('NON-ESG', 0.2687268555164337)","('NON-ESG', 0.14595282077789307)","('NON-ESG', 0.12867891788482666)"
Line 25,01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix4 RAYTHEON TECHNOLOGIES ESG REPORT 2021 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix About Raytheon Technologies Raytheon Technologies is a global company dedicated to redefining the aerospace and defense industries.,"('Business_Model_Resilience', 0.5033672451972961)","('Product_Design_And_Lifecycle_Management', 0.17214149236679077)","('Supply_Chain_Management', 0.053762007504701614)","(['Human Capital Development'], 0.5033672451972961)","('NON-ESG', 0.17214149236679077)","('NON-ESG', 0.053762007504701614)"
Line 26,Weve been solving our customers most complex problems and making breakthroughs that help protect and connect our world for more than 100 years.,"('Systemic_Risk_Management', 0.28193363547325134)","('Business_Model_Resilience', 0.08354843407869339)","('Supply_Chain_Management', 0.08122275769710541)","('NON-ESG', 0.28193363547325134)","('NON-ESG', 0.08354843407869339)","('NON-ESG', 0.08122275769710541)"
Line 27,"Our company comprises four business units, each developing innovative products in its area of specialty:At a glance Collins Aerospace specializes in aerostructure and mechanical, avionics, interiors, mission and power and control systems and digital solutions that serve customers across the civil aviation and military sectors.","('Product_Design_And_Lifecycle_Management', 0.8500977158546448)","('Energy_Management', 0.022065259516239166)","('Business_Model_Resilience', 0.01992448791861534)","(['Product Stewardship'], 0.8500977158546448)","('NON-ESG', 0.022065259516239166)","('NON-ESG', 0.01992448791861534)"
Line 28,"Pratt & Whitney designs, manufactures and services the worlds most advanced aircraft and helicopter engines, and auxiliary power units for commercial and military aviation.","('Energy_Management', 0.3550863265991211)","('Product_Design_And_Lifecycle_Management', 0.263116717338562)","('Supply_Chain_Management', 0.038953401148319244)","('NON-ESG', 0.3550863265991211)","('NON-ESG', 0.263116717338562)","('NON-ESG', 0.038953401148319244)"
Line 29,"Raytheon Intelligence & Space develops advanced sensors, cyber services and software solutions delivering the disruptive technologies customers need to succeed in any domain, against any challenge.","('Data_Security', 0.4399995505809784)","('Business_Model_Resilience', 0.1763189733028412)","('Systemic_Risk_Management', 0.08984317630529404)","('NON-ESG', 0.4399995505809784)","('NON-ESG', 0.1763189733028412)","('NON-ESG', 0.08984317630529404)"
Line 30,"Raytheon Missiles & Defense provides the industrys most advanced end-to-end solutions to detect, track and engage threats.","('Data_Security', 0.8427752256393433)","('Physical_Impacts_Of_Climate_Change', 0.016083480790257454)","('Customer_Privacy', 0.012638897635042667)","([], 0.8427752256393433)","('NON-ESG', 0.016083480790257454)","('NON-ESG', 0.012638897635042667)"
Line 31,"Everything we do is rooted in our values of trust, respect, accountability, collaboration and innovation.","('Business_Ethics', 0.5227107405662537)","('Human_Rights_And_Community_Relations', 0.06498360633850098)","('Employee_Engagement_Inclusion_And_Diversity', 0.06260210275650024)","(['Business Ethics'], 0.5227107405662537)","('NON-ESG', 0.06498360633850098)","('NON-ESG', 0.06260210275650024)"
Line 32,"These values guide the work of our employees as they help build a sustainable future for our business, our customers and our planet.","('Human_Rights_And_Community_Relations', 0.24355565011501312)","('Product_Design_And_Lifecycle_Management', 0.14018923044204712)","('Business_Model_Resilience', 0.13167931139469147)","('NON-ESG', 0.24355565011501312)","('NON-ESG', 0.14018923044204712)","('NON-ESG', 0.13167931139469147)"
Line 33,4 RAYTHEON TECHNOLOGIES ESG REPORT 2021Trust We act with integrity and do the right thing.,"('Business_Ethics', 0.9580797553062439)","('Competitive_Behavior', 0.005946849472820759)","('Data_Security', 0.004687063861638308)","(['Business Ethics'], 0.9580797553062439)","('NON-ESG', 0.005946849472820759)","('NON-ESG', 0.004687063861638308)"
Line 34,"Accountability We honor our commitments, expect excellence and take pride in our work.","('Business_Ethics', 0.24702079594135284)","('Employee_Engagement_Inclusion_And_Diversity', 0.1946834772825241)","('Human_Rights_And_Community_Relations', 0.10968984663486481)","('NON-ESG', 0.24702079594135284)","('NON-ESG', 0.1946834772825241)","('NON-ESG', 0.10968984663486481)"
Line 35,"Innovation We experiment, design, build and transform with speed and agility.","('Product_Design_And_Lifecycle_Management', 0.5732582807540894)","('Business_Model_Resilience', 0.11661126464605331)","('Employee_Engagement_Inclusion_And_Diversity', 0.040798962116241455)","(['Product Stewardship'], 0.5732582807540894)","('NON-ESG', 0.11661126464605331)","('NON-ESG', 0.040798962116241455)"
Line 36,Respect We embrace diverse perspectives and treat others the way they want to be treated.,"('Employee_Engagement_Inclusion_And_Diversity', 0.8425473570823669)","('Human_Rights_And_Community_Relations', 0.05547775328159332)","('Access_And_Affordability', 0.011591115035116673)","([], 0.8425473570823669)","('NON-ESG', 0.05547775328159332)","('NON-ESG', 0.011591115035116673)"
Line 37,"Collaboration We share insights, learn together and perform as a team.","('Employee_Engagement_Inclusion_And_Diversity', 0.32688087224960327)","('Business_Model_Resilience', 0.10196592658758163)","('Data_Security', 0.0744917243719101)","('NON-ESG', 0.32688087224960327)","('NON-ESG', 0.10196592658758163)","('NON-ESG', 0.0744917243719101)"
Line 38,"* T otal includes company- and customer-funded research and development.174K employees $64.4B in 2021 net sales235 manufacturing, production and overhaul facilities 66% of the worlds airspace is managed using Raytheon Technologies systems58K engineers $7.2B in research and development* 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix 5 RAYTHEON TECHNOLOGIES ESG REPORT 2021 5 RAYTHEON TECHNOLOGIES ESG REPORT 2021Commitment 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix 6 RAYTHEON TECHNOLOGIES ESG REPORT 2021Advancing our ESG capabilities 6 RAYTHEON TECHNOLOGIES ESG REPORT 2021Our ESG strategy sets forth aspirations aligned with our impact areas and business strategy to support the advancement of people, lift up underserved communities and address the global challenges of climate change.","('Product_Design_And_Lifecycle_Management', 0.1987008899450302)","('Business_Model_Resilience', 0.15108616650104523)","('Employee_Engagement_Inclusion_And_Diversity', 0.13746365904808044)","('NON-ESG', 0.1987008899450302)","('NON-ESG', 0.15108616650104523)","('NON-ESG', 0.13746365904808044)"
Line 39,"* T otal includes company- and customer-funded research and development.174K employees $64.4B in 2021 net sales235 manufacturing, production and overhaul facilities 66% of the worlds airspace is managed using Raytheon Technologies systems58K engineers $7.2B in research and development* 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix 5 RAYTHEON TECHNOLOGIES ESG REPORT 2021 5 RAYTHEON TECHNOLOGIES ESG REPORT 2021Commitment 01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix 6 RAYTHEON TECHNOLOGIES ESG REPORT 2021Advancing our ESG capabilities 6 RAYTHEON TECHNOLOGIES ESG REPORT 2021Our ESG strategy sets forth aspirations aligned with our impact areas and business strategy to support the advancement of people, lift up underserved communities and address the global challenges of climate change.","('Access_And_Affordability', 0.3998212218284607)","('Physical_Impacts_Of_Climate_Change', 0.20983876287937164)","('Human_Rights_And_Community_Relations', 0.10163072496652603)","('NON-ESG', 0.3998212218284607)","('NON-ESG', 0.20983876287937164)","('NON-ESG', 0.10163072496652603)"
Line 40,We recognize that our greatest potential for positive impact is driving greater energy efficiency and lower emissions through sustainable technology and disruptive innovations.,"('Energy_Management', 0.9069696664810181)","('Product_Design_And_Lifecycle_Management', 0.04029925540089607)","('Management_Of_Legal_And_Regulatory_Framework', 0.007699604611843824)","(['Operational Eco-Efficiency'], 0.9069696664810181)","('NON-ESG', 0.04029925540089607)","('NON-ESG', 0.007699604611843824)"
Line 41,"We can only achieve this by aligning our expertise and aspirations through a world-class, diverse team.","('Employee_Engagement_Inclusion_And_Diversity', 0.915420413017273)","('Business_Model_Resilience', 0.012323509901762009)","('Human_Rights_And_Community_Relations', 0.00679975189268589)","([], 0.915420413017273)","('NON-ESG', 0.012323509901762009)","('NON-ESG', 0.00679975189268589)"
Line 42,Advancement toward our ESG ambitions and goals requires discipline and focus.,"('Business_Model_Resilience', 0.3383978605270386)","('Employee_Engagement_Inclusion_And_Diversity', 0.19185829162597656)","('Human_Rights_And_Community_Relations', 0.1259310394525528)","('NON-ESG', 0.3383978605270386)","('NON-ESG', 0.19185829162597656)","('NON-ESG', 0.1259310394525528)"
Line 43,"Our goals reflect our intent to drive reductions in greenhouse gas emissions (GHGs), advance our talented and diverse workforce, support the communities where we live and work, and protect the health and safety of our employees and our planet.","('GHG_Emissions', 0.9658232927322388)","('Ecological_Impacts', 0.00450601801276207)","('Air_Quality', 0.003781725885346532)","(['Operational Eco-Efficiency'], 0.9658232927322388)","('NON-ESG', 0.00450601801276207)","('NON-ESG', 0.003781725885346532)"
Line 44,"We will continue to grow and evolve our ESG responsibilities, rising to the opportunities and meeting the challenges that our company, our industry, our planet and our society face, all while transparently disclosing our efforts, performance and global commitments.","('Business_Model_Resilience', 0.4428426921367645)","('Human_Rights_And_Community_Relations', 0.17357514798641205)","('Systemic_Risk_Management', 0.056894198060035706)","('NON-ESG', 0.4428426921367645)","('NON-ESG', 0.17357514798641205)","('NON-ESG', 0.056894198060035706)"
Line 45,"We are confident that the work we put in today and our long-term vision for the future will drive progress toward a safer, more connected and sustainable world.","('Human_Rights_And_Community_Relations', 0.23515549302101135)","('Business_Model_Resilience', 0.22455820441246033)","('Product_Design_And_Lifecycle_Management', 0.10777897387742996)","('NON-ESG', 0.23515549302101135)","('NON-ESG', 0.22455820441246033)","('NON-ESG', 0.10777897387742996)"
Line 46,By 2030 we aspire to.,"('Management_Of_Legal_And_Regulatory_Framework', 0.23390690982341766)","('Business_Model_Resilience', 0.10315249860286713)","('Ecological_Impacts', 0.06727880239486694)","('NON-ESG', 0.23390690982341766)","('NON-ESG', 0.10315249860286713)","('NON-ESG', 0.06727880239486694)"
Line 47,"Decarbonize our operations by reducing our greenhouse gas emissions by 46% from 2019 levels, in line with the Paris Agreement.","('GHG_Emissions', 0.9690787196159363)","('Ecological_Impacts', 0.0039555905386805534)","('Air_Quality', 0.0028719177935272455)","(['Operational Eco-Efficiency'], 0.9690787196159363)","('NON-ESG', 0.0039555905386805534)","('NON-ESG', 0.0028719177935272455)"
Line 48,"Achieve our Workforce 2030 goals with focused talent and community investments, ensuring all current and future employees have equitable opportunity to work, grow and belong.","('Employee_Engagement_Inclusion_And_Diversity', 0.9681376814842224)","('Employee_Health_And_Safety', 0.003512024413794279)","('Human_Rights_And_Community_Relations', 0.0020866619888693094)","([], 0.9681376814842224)","('NON-ESG', 0.003512024413794279)","('NON-ESG', 0.0020866619888693094)"
Line 49,By 2050 we aspire to. ,"('Management_Of_Legal_And_Regulatory_Framework', 0.14901678264141083)","('Business_Model_Resilience', 0.1363372653722763)","('Product_Design_And_Lifecycle_Management', 0.091942697763443)","('NON-ESG', 0.14901678264141083)","('NON-ESG', 0.1363372653722763)","('NON-ESG', 0.091942697763443)"
Line 50,Partner to achieve industrywide net-zero carbon emissions in civil aviation.,"('GHG_Emissions', 0.5242291688919067)","('Air_Quality', 0.3506096303462982)","('Energy_Management', 0.03207225352525711)","(['Operational Eco-Efficiency'], 0.5242291688919067)","('NON-ESG', 0.3506096303462982)","('NON-ESG', 0.03207225352525711)"
Line 51,"To support the industrys goals, we aim to directly address 30% of air transport carbon dioxide (CO 2) emissions through the engines, aircraft systems and services in our 2050 civil fleet, relative to 2015 technology levels and the associated emissions baseline.","('Air_Quality', 0.9717069268226624)","('GHG_Emissions', 0.006175313610583544)","('Energy_Management', 0.0021776901558041573)","([], 0.9717069268226624)","('NON-ESG', 0.006175313610583544)","('NON-ESG', 0.0021776901558041573)"
Line 52,"01 Introduction 02 Commitment 03 People 04 Planet 05 Principles 06 Appendix 7 RAYTHEON TECHNOLOGIES ESG REPORT 2021 7 RAYTHEON TECHNOLOGIES ESG REPORT 2021ESG governance and accountability Our commitment to ESG starts at the top of our organization with our Board of Directors, who oversee our ESG efforts, and our CEO, who is ultimately responsible for our ESG strategy and performance.","('Business_Model_Resilience', 0.4310245215892792)","('Director_Removal', 0.08046438544988632)","('Business_Ethics', 0.07280932366847992)","('NON-ESG', 0.4310245215892792)","('NON-ESG', 0.08046438544988632)","('NON-ESG', 0.07280932366847992)"
Line 53,Our Board provides active and independent oversight and guidance to management.,"('Director_Removal', 0.4182908833026886)","('Management_Of_Legal_And_Regulatory_Framework', 0.23690539598464966)","('Business_Ethics', 0.11389444023370743)","('NON-ESG', 0.4182908833026886)","('NON-ESG', 0.23690539598464966)","('NON-ESG', 0.11389444023370743)"
Line 54,"Given the importance of ESG to our values and strategy, the Board is also increasingly focused on our ESG positions, risks and initiatives.","('Business_Model_Resilience', 0.7426667809486389)","('Systemic_Risk_Management', 0.1115885078907013)","('Physical_Impacts_Of_Climate_Change', 0.01885288394987583)","(['Human Capital Development'], 0.7426667809486389)","('NON-ESG', 0.1115885078907013)","('NON-ESG', 0.01885288394987583)"
