,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 11,This report contains forward-looking statements pursuant to the safe harbor provisions of the U.,"('Data_Security', 0.21250036358833313)","('Management_Of_Legal_And_Regulatory_Framework', 0.18771834671497345)","('Customer_Privacy', 0.09642642736434937)","('NON-ESG', 0.21250036358833313)","('NON-ESG', 0.18771834671497345)","('NON-ESG', 0.09642642736434937)"
Line 12,S.,"('Product_Design_And_Lifecycle_Management', 0.09914591163396835)","('Waste_And_Hazardous_Materials_Management', 0.09464520215988159)","('Management_Of_Legal_And_Regulatory_Framework', 0.07568437606096268)","('NON-ESG', 0.09914591163396835)","('NON-ESG', 0.09464520215988159)","('NON-ESG', 0.07568437606096268)"
Line 13,Private Securities Litigation Reform Act of 1995.,"('Management_Of_Legal_And_Regulatory_Framework', 0.8805116415023804)","('Business_Ethics', 0.04841826856136322)","('Competitive_Behavior', 0.009013179689645767)","([], 0.8805116415023804)","('NON-ESG', 0.04841826856136322)","('NON-ESG', 0.009013179689645767)"
Line 14,All statements other than statements of historical fact could be forward-looking statements.,"('Management_Of_Legal_And_Regulatory_Framework', 0.34337177872657776)","('Business_Ethics', 0.29331517219543457)","('Competitive_Behavior', 0.07537863403558731)","('NON-ESG', 0.34337177872657776)","('NON-ESG', 0.29331517219543457)","('NON-ESG', 0.07537863403558731)"
Line 15,"When used in this report, the words believe, expect, could, may, would, will, trend, intend, and other similar words and expressions are intended to identify forward-looking statements.","('Business_Model_Resilience', 0.20837295055389404)","('Management_Of_Legal_And_Regulatory_Framework', 0.11474431306123734)","('Competitive_Behavior', 0.11025642603635788)","('NON-ESG', 0.20837295055389404)","('NON-ESG', 0.11474431306123734)","('NON-ESG', 0.11025642603635788)"
Line 16,"Examples of forward-looking statements include, but are not limited to, statements that relate to Mastercards future prospects, developments, and business strategies, as well as ESG targets, goals, and commitments outlined in this report or elsewhere.","('Business_Model_Resilience', 0.8632012605667114)","('Physical_Impacts_Of_Climate_Change', 0.024110715836286545)","('Systemic_Risk_Management', 0.012296529486775398)","(['Human Capital Development', 'Innovation Management'], 0.8632012605667114)","('NON-ESG', 0.024110715836286545)","('NON-ESG', 0.012296529486775398)"
Line 17,"Many factors and uncertainties relating to our operations and business environment, all of which are difficult to predict and many of which are outside of our control, influence whether any forward-looking statements can or will be achieved.","('Systemic_Risk_Management', 0.5065604448318481)","('Business_Model_Resilience', 0.3343298137187958)","('Physical_Impacts_Of_Climate_Change', 0.031228385865688324)","([], 0.5065604448318481)","('NON-ESG', 0.3343298137187958)","('NON-ESG', 0.031228385865688324)"
Line 18,Any one of those factors could cause our actual results to differ materially from those expressed or implied in writing in any forward-looking statements made by Mastercard or on its behalf.,"('Management_Of_Legal_And_Regulatory_Framework', 0.7903569936752319)","('Competitive_Behavior', 0.054778583347797394)","('Systemic_Risk_Management', 0.02041422389447689)","([], 0.7903569936752319)","('NON-ESG', 0.054778583347797394)","('NON-ESG', 0.02041422389447689)"
Line 19,"We describe these risks and uncertainties in our SEC filings, including our most recent Annual Report on Form 10-K and our subsequent reports on Forms 10-Q and 8-K.","('Systemic_Risk_Management', 0.9113713502883911)","('Business_Ethics', 0.017195338383316994)","('Physical_Impacts_Of_Climate_Change', 0.012651520781219006)","([], 0.9113713502883911)","('NON-ESG', 0.017195338383316994)","('NON-ESG', 0.012651520781219006)"
Line 20,We caution you that the important factors referenced there may not include all of the factors that are important to you.,"('Systemic_Risk_Management', 0.2592242658138275)","('Business_Model_Resilience', 0.18461842834949493)","('Physical_Impacts_Of_Climate_Change', 0.10506266355514526)","('NON-ESG', 0.2592242658138275)","('NON-ESG', 0.18461842834949493)","('NON-ESG', 0.10506266355514526)"
Line 21,"Our forward-looking statements speak only as of the date of this report or as of the date they are made and, except as required by law, we undertake no obligation to update our forward-looking statements.","('Management_Of_Legal_And_Regulatory_Framework', 0.7613891363143921)","('Customer_Privacy', 0.030651377514004707)","('Director_Removal', 0.030576441437005997)","([], 0.7613891363143921)","('NON-ESG', 0.030651377514004707)","('NON-ESG', 0.030576441437005997)"
Line 22,"CHAPTER 1 HOME CHAPTER 2 CHAPTER 3 CHAPTER 5 APPENDIX CHAPTER 4 2 The job of building a more inclusive, more sustainable world has no endpoint.","('Employee_Engagement_Inclusion_And_Diversity', 0.24139603972434998)","('Human_Rights_And_Community_Relations', 0.12907469272613525)","('Business_Model_Resilience', 0.1276390254497528)","('NON-ESG', 0.24139603972434998)","('NON-ESG', 0.12907469272613525)","('NON-ESG', 0.1276390254497528)"
Line 23,Theres always more to do.,"('Access_And_Affordability', 0.1037445068359375)","('Employee_Health_And_Safety', 0.10068954527378082)","('Human_Rights_And_Community_Relations', 0.09987612813711166)","('NON-ESG', 0.1037445068359375)","('NON-ESG', 0.10068954527378082)","('NON-ESG', 0.09987612813711166)"
Line 24,Climate change and social inequality are long-term issues we all need to address.,"('Physical_Impacts_Of_Climate_Change', 0.9538470506668091)","('Business_Model_Resilience', 0.0073448834009468555)","('Supply_Chain_Management', 0.004045816138386726)","(['Climate Strategy'], 0.9538470506668091)","('NON-ESG', 0.0073448834009468555)","('NON-ESG', 0.004045816138386726)"
Line 25,"These efforts were complicated by Covid, supply chain bottlenecks and more recently by the war in Ukraine, rising inflation, and a fractured geopolitical landscape.","('Supply_Chain_Management', 0.9465696215629578)","('Systemic_Risk_Management', 0.007726000156253576)","('Physical_Impacts_Of_Climate_Change', 0.005786382593214512)","([], 0.9465696215629578)","('NON-ESG', 0.007726000156253576)","('NON-ESG', 0.005786382593214512)"
Line 26,"There will always be challenges, but we must remain dedicated to our efforts.","('Human_Rights_And_Community_Relations', 0.52899169921875)","('Business_Model_Resilience', 0.07654819637537003)","('Access_And_Affordability', 0.040899381041526794)","(['Environmental Policy & Management Systems'], 0.52899169921875)","('NON-ESG', 0.07654819637537003)","('NON-ESG', 0.040899381041526794)"
Line 27,"We need to motivate ourselves to take them on, knowing we must all make a difference, both for the planet and for our neighbors.","('Human_Rights_And_Community_Relations', 0.30983418226242065)","('Business_Model_Resilience', 0.16208215057849884)","('Competitive_Behavior', 0.0762522965669632)","('NON-ESG', 0.30983418226242065)","('NON-ESG', 0.16208215057849884)","('NON-ESG', 0.0762522965669632)"
Line 28,We see the benefit of learning from each other and identifying where science and technology alongside personal passions can continue the progress.,"('Product_Design_And_Lifecycle_Management', 0.19447219371795654)","('Access_And_Affordability', 0.18400198221206665)","('Employee_Engagement_Inclusion_And_Diversity', 0.11839371174573898)","('NON-ESG', 0.19447219371795654)","('NON-ESG', 0.18400198221206665)","('NON-ESG', 0.11839371174573898)"
Line 29,Theres nothing we cant achieve when we work together and have a clear mission.,"('Business_Model_Resilience', 0.21526944637298584)","('Human_Rights_And_Community_Relations', 0.20661845803260803)","('Director_Removal', 0.10070690512657166)","('NON-ESG', 0.21526944637298584)","('NON-ESG', 0.20661845803260803)","('NON-ESG', 0.10070690512657166)"
Line 30,"This is true for society at large, as much as it is for our company.","('Human_Rights_And_Community_Relations', 0.22953376173973083)","('Competitive_Behavior', 0.17871814966201782)","('Business_Model_Resilience', 0.07849015295505524)","('NON-ESG', 0.22953376173973083)","('NON-ESG', 0.17871814966201782)","('NON-ESG', 0.07849015295505524)"
Line 31,Mastercard thrives when economies thrive.,"('Systemic_Risk_Management', 0.5440559983253479)","('Competitive_Behavior', 0.1778096854686737)","('Business_Model_Resilience', 0.09641516208648682)","([], 0.5440559983253479)","('NON-ESG', 0.1778096854686737)","('NON-ESG', 0.09641516208648682)"
Line 32,"That comes when we recognize environmental, social and governance efforts are intertwined.","('Human_Rights_And_Community_Relations', 0.8181966543197632)","('Ecological_Impacts', 0.025772716850042343)","('Management_Of_Legal_And_Regulatory_Framework', 0.024904398247599602)","(['Environmental Policy & Management Systems'], 0.8181966543197632)","('NON-ESG', 0.025772716850042343)","('NON-ESG', 0.024904398247599602)"
Line 33,We cannot fix one at the expense of another.,"('Competitive_Behavior', 0.2424422949552536)","('Management_Of_Legal_And_Regulatory_Framework', 0.1544441282749176)","('Business_Ethics', 0.1506362408399582)","('NON-ESG', 0.2424422949552536)","('NON-ESG', 0.1544441282749176)","('NON-ESG', 0.1506362408399582)"
Line 34,Our world global and local communities is successful when growth is sustainable and inclusive and when prosperity is shared.,"('Human_Rights_And_Community_Relations', 0.9434835910797119)","('Employee_Engagement_Inclusion_And_Diversity', 0.006333832163363695)","('Competitive_Behavior', 0.004241934046149254)","(['Environmental Policy & Management Systems'], 0.9434835910797119)","('NON-ESG', 0.006333832163363695)","('NON-ESG', 0.004241934046149254)"
Line 35,This is why we continually lean into challenges.,"('Competitive_Behavior', 0.36084607243537903)","('Business_Model_Resilience', 0.13648901879787445)","('Systemic_Risk_Management', 0.10909855365753174)","('NON-ESG', 0.36084607243537903)","('NON-ESG', 0.13648901879787445)","('NON-ESG', 0.10909855365753174)"
Line 36,Its why we set goals like bringing 1 billion people into the financial mainstream and achieving a net-zero-carbon footprint.,"('Business_Model_Resilience', 0.40576452016830444)","('Systemic_Risk_Management', 0.12334083765745163)","('Physical_Impacts_Of_Climate_Change', 0.06676680594682693)","('NON-ESG', 0.40576452016830444)","('NON-ESG', 0.12334083765745163)","('NON-ESG', 0.06676680594682693)"
Line 37,"Its why we support Black entrepreneurs to close racial wealth and opportunity gaps, women leaders to narrow gender disparities, and small business owners all over the world to grow prosperity.","('Employee_Engagement_Inclusion_And_Diversity', 0.9701440930366516)","('Human_Rights_And_Community_Relations', 0.0022403292823582888)","('Business_Model_Resilience', 0.0022216804791241884)","(['Talent Attraction & Retention'], 0.9701440930366516)","('NON-ESG', 0.0022403292823582888)","('NON-ESG', 0.0022216804791241884)"
Line 38,"At the same time, we know this cant be an individual journey.","('Business_Model_Resilience', 0.14989764988422394)","('Employee_Health_And_Safety', 0.1371212899684906)","('Human_Rights_And_Community_Relations', 0.10909032076597214)","('NON-ESG', 0.14989764988422394)","('NON-ESG', 0.1371212899684906)","('NON-ESG', 0.10909032076597214)"
Line 39,Thats where the value of collaboration and partnership shines brightest.,"('Human_Rights_And_Community_Relations', 0.5983176827430725)","('Business_Model_Resilience', 0.05842414125800133)","('Management_Of_Legal_And_Regulatory_Framework', 0.04417422413825989)","(['Environmental Policy & Management Systems'], 0.5983176827430725)","('NON-ESG', 0.05842414125800133)","('NON-ESG', 0.04417422413825989)"
Line 40,Thats why every one of our employees has part of their compensation tied to how the company delivers on our ESG goals.,"('Labor_Practices', 0.9263990521430969)","('Employee_Health_And_Safety', 0.014691999182105064)","('Employee_Engagement_Inclusion_And_Diversity', 0.0077471183612942696)","([], 0.9263990521430969)","('NON-ESG', 0.014691999182105064)","('NON-ESG', 0.0077471183612942696)"
Line 41,Its why we actively participate in groups like the OECDs Network of Experts on AI to ensure high standards for data use.,"('Data_Security', 0.35144561529159546)","('Business_Ethics', 0.12012368440628052)","('Management_Of_Legal_And_Regulatory_Framework', 0.11684340238571167)","('NON-ESG', 0.35144561529159546)","('NON-ESG', 0.12012368440628052)","('NON-ESG', 0.11684340238571167)"
Line 42,"And, its been at the heart of our Center for Inclusive Growth for nearly a decade.","('Employee_Engagement_Inclusion_And_Diversity', 0.7473986148834229)","('Human_Rights_And_Community_Relations', 0.07470709830522537)","('Business_Model_Resilience', 0.023530883714556694)","(['Talent Attraction & Retention'], 0.7473986148834229)","('NON-ESG', 0.07470709830522537)","('NON-ESG', 0.023530883714556694)"
Line 43,"In our 2021 Sustainability Report, we share Mastercards commitments to make a positive impact and provide an update on our efforts from the past year.","('Business_Model_Resilience', 0.4365297555923462)","('Physical_Impacts_Of_Climate_Change', 0.07172846794128418)","('Product_Design_And_Lifecycle_Management', 0.060089290142059326)","('NON-ESG', 0.4365297555923462)","('NON-ESG', 0.07172846794128418)","('NON-ESG', 0.060089290142059326)"
Line 44,We have the opportunity to bring the creativity and determination that pushed the world through the pandemic to create a brighter tomorrow.,"('Access_And_Affordability', 0.17428702116012573)","('Physical_Impacts_Of_Climate_Change', 0.16261719167232513)","('Critical_Incident_Risk_Management', 0.10188080370426178)","('NON-ESG', 0.17428702116012573)","('NON-ESG', 0.16261719167232513)","('NON-ESG', 0.10188080370426178)"
Line 45,"Well continue to use our technology, our experience, our partners and our people to create that future.","('Product_Design_And_Lifecycle_Management', 0.616771936416626)","('Business_Model_Resilience', 0.05776478350162506)","('Data_Security', 0.05458462983369827)","([], 0.616771936416626)","('NON-ESG', 0.05776478350162506)","('NON-ESG', 0.05458462983369827)"
Line 46,"Its the right thing to do, and a responsibility we embrace.","('Human_Rights_And_Community_Relations', 0.32586225867271423)","('Employee_Health_And_Safety', 0.08657662570476532)","('Management_Of_Legal_And_Regulatory_Framework', 0.08000224083662033)","('NON-ESG', 0.32586225867271423)","('NON-ESG', 0.08657662570476532)","('NON-ESG', 0.08000224083662033)"
Line 47,"Michael Miebach CEO, Mastercard Theres nothing we cant achieve when we work together and have a clear mission CHAPTER 2 CHAPTER 3 CHAPTER 5 A PPE N D I X CHAPTER 4 CHAPTER 1 3 HOME CHAPTER 1 4 About this report CEO letter Highlights 01 ABOUT MASTERCARD Our approach Sustainability at Mastercard - Sustainability governance02 PROSPERITY Our approach Financial inclusion and security I n Solidarity S mall-business growth Data science for social impact Co mmunity support and giving03 PEOPLE Our approach Talent attraction Rewards, benefits and policies People practices and workforce agility A culture built on decency04 PLANET Our approach E nvironmentally conscious solutions Operational footprint05 PRINCIPLES OF GOVERNANCE Ethics and compliance D ata responsibility, privacy and security Safety and security Human rights Responsible sourcing and supplier diversity Assurance letters Our stakeholders Sustainabledevelopment goals TCFD Index ESG data tableSustainable and inclusive economic activity has never been more challenging or more necessary.","('Human_Rights_And_Community_Relations', 0.2620992958545685)","('Business_Model_Resilience', 0.2064804881811142)","('Employee_Engagement_Inclusion_And_Diversity', 0.11227526515722275)","('NON-ESG', 0.2620992958545685)","('NON-ESG', 0.2064804881811142)","('NON-ESG', 0.11227526515722275)"
Line 48,"Michael Miebach CEO, Mastercard Theres nothing we cant achieve when we work together and have a clear mission CHAPTER 2 CHAPTER 3 CHAPTER 5 A PPE N D I X CHAPTER 4 CHAPTER 1 3 HOME CHAPTER 1 4 About this report CEO letter Highlights 01 ABOUT MASTERCARD Our approach Sustainability at Mastercard - Sustainability governance02 PROSPERITY Our approach Financial inclusion and security I n Solidarity S mall-business growth Data science for social impact Co mmunity support and giving03 PEOPLE Our approach Talent attraction Rewards, benefits and policies People practices and workforce agility A culture built on decency04 PLANET Our approach E nvironmentally conscious solutions Operational footprint05 PRINCIPLES OF GOVERNANCE Ethics and compliance D ata responsibility, privacy and security Safety and security Human rights Responsible sourcing and supplier diversity Assurance letters Our stakeholders Sustainabledevelopment goals TCFD Index ESG data tableSustainable and inclusive economic activity has never been more challenging or more necessary.","('Business_Ethics', 0.7363812327384949)","('Employee_Engagement_Inclusion_And_Diversity', 0.10298299789428711)","('Labor_Practices', 0.016447942703962326)","([], 0.7363812327384949)","('NON-ESG', 0.10298299789428711)","('NON-ESG', 0.016447942703962326)"
Line 49,"Michael Miebach CEO, Mastercard Theres nothing we cant achieve when we work together and have a clear mission CHAPTER 2 CHAPTER 3 CHAPTER 5 A PPE N D I X CHAPTER 4 CHAPTER 1 3 HOME CHAPTER 1 4 About this report CEO letter Highlights 01 ABOUT MASTERCARD Our approach Sustainability at Mastercard - Sustainability governance02 PROSPERITY Our approach Financial inclusion and security I n Solidarity S mall-business growth Data science for social impact Co mmunity support and giving03 PEOPLE Our approach Talent attraction Rewards, benefits and policies People practices and workforce agility A culture built on decency04 PLANET Our approach E nvironmentally conscious solutions Operational footprint05 PRINCIPLES OF GOVERNANCE Ethics and compliance D ata responsibility, privacy and security Safety and security Human rights Responsible sourcing and supplier diversity Assurance letters Our stakeholders Sustainabledevelopment goals TCFD Index ESG data tableSustainable and inclusive economic activity has never been more challenging or more necessary.","('Management_Of_Legal_And_Regulatory_Framework', 0.20376436412334442)","('Business_Ethics', 0.12805214524269104)","('Customer_Welfare', 0.06282030045986176)","('NON-ESG', 0.20376436412334442)","('NON-ESG', 0.12805214524269104)","('NON-ESG', 0.06282030045986176)"
Line 50,"At Mastercard, we are focused on connecting the why of our purpose to the what of our fundamental business strategy to ensure that we deliver long-term growth for our shareholders and contribute to a more equitable and prosperous world.","('Business_Model_Resilience', 0.8323150873184204)","('Systemic_Risk_Management', 0.026894787326455116)","('Employee_Engagement_Inclusion_And_Diversity', 0.014148707501590252)","(['Human Capital Development', 'Innovation Management'], 0.8323150873184204)","('NON-ESG', 0.026894787326455116)","('NON-ESG', 0.014148707501590252)"
Line 51,"And, we see the impact of our ESG activities playing out in three areas PROSPERITY, P EOPLE and PLANET all grounded in strong PRINCIPLES OF GOVERNANCE.","('Business_Model_Resilience', 0.21011461317539215)","('Management_Of_Legal_And_Regulatory_Framework', 0.2081322818994522)","('Systemic_Risk_Management', 0.18882693350315094)","('NON-ESG', 0.21011461317539215)","('NON-ESG', 0.2081322818994522)","('NON-ESG', 0.18882693350315094)"
Line 52,"Mastercard has been a leader on the front lines of financial inclusion, inclusive growth and data responsibility for more than a decade.","('Employee_Engagement_Inclusion_And_Diversity', 0.8919450044631958)","('Human_Rights_And_Community_Relations', 0.012865840457379818)","('Business_Model_Resilience', 0.012475400231778622)","(['Talent Attraction & Retention'], 0.8919450044631958)","('NON-ESG', 0.012865840457379818)","('NON-ESG', 0.012475400231778622)"
Line 53,"We believe in Doing Well by Doing Good, so that everything we do enables people and the planet to thrive.","('Human_Rights_And_Community_Relations', 0.41582009196281433)","('Business_Model_Resilience', 0.11804143339395523)","('Employee_Engagement_Inclusion_And_Diversity', 0.0680461972951889)","('NON-ESG', 0.41582009196281433)","('NON-ESG', 0.11804143339395523)","('NON-ESG', 0.0680461972951889)"
Line 54,"Our scale and reach enable us to make measurable impact, as we track our progress and drive transparency, accountability and integrity throughout our network.","('Business_Ethics', 0.9685479402542114)","('Management_Of_Legal_And_Regulatory_Framework', 0.0032154645305126905)","('Data_Security', 0.0021467115730047226)","([], 0.9685479402542114)","('NON-ESG', 0.0032154645305126905)","('NON-ESG', 0.0021467115730047226)"
Line 55,"We have expanded our commitment to data responsibility, privacy and security, extending the EUs high consumer protection standards by implementing the General Data Protection Regulation (GDPR) globally and relying on our AI Governance framework to ensure that our efforts in this area are both beneficial and aligned with our broader data responsibility principles.","('Data_Security', 0.940054178237915)","('Customer_Privacy', 0.014167608693242073)","('Business_Ethics', 0.005202841944992542)","(['Information Security Cybersecurity & System Availability'], 0.940054178237915)","('NON-ESG', 0.014167608693242073)","('NON-ESG', 0.005202841944992542)"
Line 56,"We continued supporting our people in 2021 with enhancements to our tools to help build resilience, improve performance, combat unintentional biases and navigate personal and professional challenges.","('Business_Model_Resilience', 0.8854941129684448)","('Employee_Engagement_Inclusion_And_Diversity', 0.013155890628695488)","('Human_Rights_And_Community_Relations', 0.011775427497923374)","(['Human Capital Development', 'Innovation Management'], 0.8854941129684448)","('NON-ESG', 0.013155890628695488)","('NON-ESG', 0.011775427497923374)"
Line 57,"We offered increased flexibility around remote and in-office work and implemented new standards to ensure that our wages keep pace with inflation, so all employees earn a living wage, now and in the future.","('Labor_Practices', 0.9749932885169983)","('Director_Removal', 0.002740120515227318)","('Waste_And_Hazardous_Materials_Management', 0.00193208793643862)","([], 0.9749932885169983)","('NON-ESG', 0.002740120515227318)","('NON-ESG', 0.00193208793643862)"
Line 58,"In 2021, we published our first sustainability bond report to show progress toward accelerating carbon reduction, supporting environmental choices for customers, and fostering inclusive growth.","('Product_Design_And_Lifecycle_Management', 0.2425243854522705)","('Management_Of_Legal_And_Regulatory_Framework', 0.13347457349300385)","('Energy_Management', 0.12702885270118713)","('NON-ESG', 0.2425243854522705)","('NON-ESG', 0.13347457349300385)","('NON-ESG', 0.12702885270118713)"
Line 59,CHAPTER 2 CHAPTER 3 CHAPTER 5 A PPE N D I X CHAPTER 4 CHAPTER 1 5 HOME CHAPTER 1 Highlights PROSPERITY We are focused on empowering people by ensuring that everyone has the opportunity to succeed in the digital economy.,"('Human_Rights_And_Community_Relations', 0.29105818271636963)","('Employee_Engagement_Inclusion_And_Diversity', 0.25118836760520935)","('Access_And_Affordability', 0.10458198189735413)","('NON-ESG', 0.29105818271636963)","('NON-ESG', 0.25118836760520935)","('NON-ESG', 0.10458198189735413)"
Line 60,"Cumulatively, weve: Reached more than 675 million people toward the goal of bringing 1 billion individuals into the financial mainstream by 2025.","('Business_Model_Resilience', 0.25669535994529724)","('Systemic_Risk_Management', 0.14340901374816895)","('Competitive_Behavior', 0.0983802005648613)","('NON-ESG', 0.25669535994529724)","('NON-ESG', 0.14340901374816895)","('NON-ESG', 0.0983802005648613)"
Line 61,"Advanced our In Solidarity initiative toward combating racism and bridging the racial wealth and opportunity gap via actions across three pillars: people, market and society.","('Employee_Engagement_Inclusion_And_Diversity', 0.9604851007461548)","('Human_Rights_And_Community_Relations', 0.004849047400057316)","('Business_Model_Resilience', 0.002562892623245716)","(['Talent Attraction & Retention'], 0.9604851007461548)","('NON-ESG', 0.004849047400057316)","('NON-ESG', 0.002562892623245716)"
Line 62,"We made multimillion-dollar capital investments in minority-owned startups and other businesses; provided grants to a range of HBCUs and partners working to support Black communities; exceeded $100 million in procurement from Black suppliers; delivered financial literacy and STEM education; diversified our recruiting and talent pipeline; and increased training, mentorship, sponsorship and well-being programs for Black colleagues in the U.","('Employee_Engagement_Inclusion_And_Diversity', 0.9501895904541016)","('Access_And_Affordability', 0.00755758211016655)","('Human_Rights_And_Community_Relations', 0.005085360258817673)","(['Talent Attraction & Retention'], 0.9501895904541016)","('NON-ESG', 0.00755758211016655)","('NON-ESG', 0.005085360258817673)"
Line 63,S.,"('Product_Design_And_Lifecycle_Management', 0.09914591163396835)","('Waste_And_Hazardous_Materials_Management', 0.09464520215988159)","('Management_Of_Legal_And_Regulatory_Framework', 0.07568437606096268)","('NON-ESG', 0.09914591163396835)","('NON-ESG', 0.09464520215988159)","('NON-ESG', 0.07568437606096268)"
Line 64,"Marked the third year of philanthropic giving through the Mastercard Impact Fund, which has approved more than $260 million in grants to 143 organizations across 94 countries.","('Management_Of_Legal_And_Regulatory_Framework', 0.6948134303092957)","('Access_And_Affordability', 0.10646873712539673)","('Human_Rights_And_Community_Relations', 0.03297088295221329)","([], 0.6948134303092957)","('NON-ESG', 0.10646873712539673)","('NON-ESG', 0.03297088295221329)"
Line 65,PEOPLE We are on a journey to create the type of workplace and world where everyone has the opportunity to connect their greatest passions to their fullest potential.,"('Employee_Engagement_Inclusion_And_Diversity', 0.7325286269187927)","('Human_Rights_And_Community_Relations', 0.07735719531774521)","('Employee_Health_And_Safety', 0.022059980779886246)","(['Talent Attraction & Retention'], 0.7325286269187927)","('NON-ESG', 0.07735719531774521)","('NON-ESG', 0.022059980779886246)"
Line 66,"And were progressing in this work through the following actions: W e updated and delivered on action plans to accelerate progress in specific areas, including delivery of our In Solidarity commitments, achieving gender pay parity and balance, and LGBTQ+, disability and accessibility inclusion.","('Employee_Engagement_Inclusion_And_Diversity', 0.9603394269943237)","('Employee_Health_And_Safety', 0.00639346381649375)","('Human_Rights_And_Community_Relations', 0.004132641479372978)","(['Talent Attraction & Retention'], 0.9603394269943237)","('NON-ESG', 0.00639346381649375)","('NON-ESG', 0.004132641479372978)"
Line 67,"We expanded flexibility and well- being offerings , introducing four work from elsewhere weeks annually, quarterly meeting-free days, and end-of-week flextime year-round.","('Labor_Practices', 0.25612857937812805)","('Management_Of_Legal_And_Regulatory_Framework', 0.0980902686715126)","('Employee_Health_And_Safety', 0.09638053923845291)","('NON-ESG', 0.25612857937812805)","('NON-ESG', 0.0980902686715126)","('NON-ESG', 0.09638053923845291)"
