,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 12,"We also celebrated the 10th anniversary of our Heroes Work Here program, which has resulted in more than 12,500 veterans being hired across the Company through the end of 2022.","('Employee_Engagement_Inclusion_And_Diversity', 0.3666969835758209)","('Employee_Health_And_Safety', 0.2784874737262726)","('Human_Rights_And_Community_Relations', 0.13853926956653595)","('NON-ESG', 0.3666969835758209)","('NON-ESG', 0.2784874737262726)","('NON-ESG', 0.13853926956653595)"
Line 13,"And we launched Disney Future Storytellers to increase access to careers in media, entertainment, technology, and hospitality.","('Employee_Engagement_Inclusion_And_Diversity', 0.8027485013008118)","('Access_And_Affordability', 0.03175124153494835)","('Employee_Health_And_Safety', 0.017185285687446594)","(['Talent Attraction & Retention'], 0.8027485013008118)","('NON-ESG', 0.03175124153494835)","('NON-ESG', 0.017185285687446594)"
Line 14,"Additionally, more than $140 million of our charitable giving was directed to programs serving underrepresented communities.","('Access_And_Affordability', 0.6772612929344177)","('Human_Rights_And_Community_Relations', 0.0703723356127739)","('Management_Of_Legal_And_Regulatory_Framework', 0.05130719766020775)","([], 0.6772612929344177)","('NON-ESG', 0.0703723356127739)","('NON-ESG', 0.05130719766020775)"
Line 15,We encourage a world in balance by lowering the environmental impact of our operations and investing in wildlife care and conservation.,"('Ecological_Impacts', 0.9718833565711975)","('GHG_Emissions', 0.0029550164472311735)","('Human_Rights_And_Community_Relations', 0.002862720051780343)","([], 0.9718833565711975)","('NON-ESG', 0.0029550164472311735)","('NON-ESG', 0.002862720051780343)"
Line 16,"This past year we launched the Disney Wish , designed to be among the most energy-efficient cruise ships on the water.","('Energy_Management', 0.9738425016403198)","('Water_And_Wastewater_Management', 0.002877577440813184)","('Management_Of_Legal_And_Regulatory_Framework', 0.0026158385444432497)","(['Operational Eco-Efficiency'], 0.9738425016403198)","('NON-ESG', 0.002877577440813184)","('NON-ESG', 0.0026158385444432497)"
Line 17,We also continued to reduce the environmental impact of our productions and received 58 Green Seals and 38 Gold Seals from the Environmental Media Association.,"('Human_Rights_And_Community_Relations', 0.3927753269672394)","('Ecological_Impacts', 0.2900841534137726)","('Management_Of_Legal_And_Regulatory_Framework', 0.09010633081197739)","('NON-ESG', 0.3927753269672394)","('NON-ESG', 0.2900841534137726)","('NON-ESG', 0.09010633081197739)"
Line 18,"In December 2022, we updated our emission reduction goals to include our broader value chain and we plan to submit our goals to the Science Based Targets initiative for validation.","('Air_Quality', 0.8735986351966858)","('Energy_Management', 0.042485933750867844)","('GHG_Emissions', 0.03147575631737709)","([], 0.8735986351966858)","('NON-ESG', 0.042485933750867844)","('NON-ESG', 0.03147575631737709)"
Line 19,And our Disney Conservation Fund contributed nearly $6.7 million in grants to more than 60 nonprofit organizations across 32 countries.,"('Management_Of_Legal_And_Regulatory_Framework', 0.5333177447319031)","('Human_Rights_And_Community_Relations', 0.1122407615184784)","('Access_And_Affordability', 0.08539628982543945)","(['Responsibility of Content'], 0.5333177447319031)","('NON-ESG', 0.1122407615184784)","('NON-ESG', 0.08539628982543945)"
Line 20,"We support a world of hope and deliver joy, comfort, and peace of mind to our communities when theyre needed most through our charitable giving, which totaled approximately $233 million in fiscal 2022.","('Access_And_Affordability', 0.3745138347148895)","('Human_Rights_And_Community_Relations', 0.2915045917034149)","('Employee_Health_And_Safety', 0.07358435541391373)","('NON-ESG', 0.3745138347148895)","('NON-ESG', 0.2915045917034149)","('NON-ESG', 0.07358435541391373)"
Line 21,We have now invested more than $75 million in our $100 million hospital initiative to bring the positive power of Disney stories and characters to more than 700 childrens hospitals and pediatric places of care around the world.,"('Access_And_Affordability', 0.8246499300003052)","('Critical_Incident_Risk_Management', 0.02361198514699936)","('Employee_Health_And_Safety', 0.020137179642915726)","([], 0.8246499300003052)","('NON-ESG', 0.02361198514699936)","('NON-ESG', 0.020137179642915726)"
Line 22,We also continue to grant thousands of wishes annually to children facing critical illness.,"('Employee_Health_And_Safety', 0.5686835050582886)","('Access_And_Affordability', 0.19462253153324127)","('Critical_Incident_Risk_Management', 0.08486225455999374)","([], 0.5686835050582886)","('NON-ESG', 0.19462253153324127)","('NON-ESG', 0.08486225455999374)"
Line 23,"Our success, however, is defined not by our efforts, but by the actual good we do for the communities we serve.","('Human_Rights_And_Community_Relations', 0.7910913228988647)","('Business_Model_Resilience', 0.024023234844207764)","('Access_And_Affordability', 0.021076340228319168)","([], 0.7910913228988647)","('NON-ESG', 0.024023234844207764)","('NON-ESG', 0.021076340228319168)"
Line 24,True community engagement is about more than writing a check.,"('Human_Rights_And_Community_Relations', 0.8823354840278625)","('Employee_Engagement_Inclusion_And_Diversity', 0.010792078450322151)","('Business_Model_Resilience', 0.009739826433360577)","([], 0.8823354840278625)","('NON-ESG', 0.010792078450322151)","('NON-ESG', 0.009739826433360577)"
Line 25,"Through our Disney VoluntEARS program, our employees and cast members worldwide have collectively contributed nearly 13 million hours of service to their communities since the program was started nearly 40 years ago.","('Human_Rights_And_Community_Relations', 0.7682040929794312)","('Employee_Health_And_Safety', 0.04961959645152092)","('Access_And_Affordability', 0.034747038036584854)","([], 0.7682040929794312)","('NON-ESG', 0.04961959645152092)","('NON-ESG', 0.034747038036584854)"
Line 26,We continue to invest in our people .,"('Employee_Engagement_Inclusion_And_Diversity', 0.22327899932861328)","('Business_Model_Resilience', 0.21149279177188873)","('Human_Rights_And_Community_Relations', 0.1910153478384018)","('NON-ESG', 0.22327899932861328)","('NON-ESG', 0.21149279177188873)","('NON-ESG', 0.1910153478384018)"
Line 27,"The underlying character of our Company comes from the hard work, energy, and dignity of our people.","('Human_Rights_And_Community_Relations', 0.7756801247596741)","('Employee_Health_And_Safety', 0.046100717037916183)","('Labor_Practices', 0.0429716594517231)","([], 0.7756801247596741)","('NON-ESG', 0.046100717037916183)","('NON-ESG', 0.0429716594517231)"
Line 28,"Investing in the health, safety, and overall well-being of our employees; providing opportunities for development and career mobility; and maintaining a supportive, respectful workplace require concrete solutions.","('Employee_Health_And_Safety', 0.9741818904876709)","('Employee_Engagement_Inclusion_And_Diversity', 0.004274775739759207)","('Access_And_Affordability', 0.0020349924452602863)","([], 0.9741818904876709)","('NON-ESG', 0.004274775739759207)","('NON-ESG', 0.0020349924452602863)"
Line 29,"In 2022, we expanded our education investment and career development program, Disney Aspire, and launched a new virtual leadership program for senior leaders called Disney IGNITE.","('Employee_Engagement_Inclusion_And_Diversity', 0.8025800585746765)","('Business_Model_Resilience', 0.027874911203980446)","('Director_Removal', 0.0189194418489933)","(['Talent Attraction & Retention'], 0.8025800585746765)","('NON-ESG', 0.027874911203980446)","('NON-ESG', 0.0189194418489933)"
Line 30,"We also reported adjusted pay ratios, which were at least 99% across gender, race, and ethnicity in the U.","('Employee_Engagement_Inclusion_And_Diversity', 0.6913090348243713)","('Labor_Practices', 0.20938560366630554)","('Employee_Health_And_Safety', 0.009579041972756386)","(['Talent Attraction & Retention'], 0.6913090348243713)","('NON-ESG', 0.20938560366630554)","('NON-ESG', 0.009579041972756386)"
Line 31,S. We are focused on operating responsibly and on conducting our business in accordance with high standards of ethics.,"('Business_Ethics', 0.9428648352622986)","('Systemic_Risk_Management', 0.0052382624708116055)","('Director_Removal', 0.005189432296901941)","([], 0.9428648352622986)","('NON-ESG', 0.0052382624708116055)","('NON-ESG', 0.005189432296901941)"
Line 32,"In 2022, we updated our Human Rights Policy, enhanced our Supply Chain Code of Conduct, and celebrated the 10th anniversary of our Supply Chain Investment Program, which provides grant funding to support tools and programs that improve working conditions and enhance accountability in global supply chains.","('Supply_Chain_Management', 0.9468600153923035)","('Labor_Practices', 0.00531304394826293)","('Waste_And_Hazardous_Materials_Management', 0.004000703804194927)","([], 0.9468600153923035)","('NON-ESG', 0.00531304394826293)","('NON-ESG', 0.004000703804194927)"
Line 33,"As you read this report, we hope you share our excitement about the progress we made this past year and the many opportunities ahead to deliver meaningful impact from our efforts.","('Human_Rights_And_Community_Relations', 0.3599798083305359)","('Business_Model_Resilience', 0.2332409918308258)","('Management_Of_Legal_And_Regulatory_Framework', 0.0724804550409317)","('NON-ESG', 0.3599798083305359)","('NON-ESG', 0.2332409918308258)","('NON-ESG', 0.0724804550409317)"
Line 34,"We are excited to celebrate our 100th anniversary; create even more magical experiences; and further serve our employees, guests, consumers, and communities in 2023 and beyond.","('Product_Design_And_Lifecycle_Management', 0.2809326946735382)","('Employee_Engagement_Inclusion_And_Diversity', 0.12691301107406616)","('Employee_Health_And_Safety', 0.07906295359134674)","('NON-ESG', 0.2809326946735382)","('NON-ESG', 0.12691301107406616)","('NON-ESG', 0.07906295359134674)"
Line 35,"03 Introduction Our Approach World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of BelongingOur Approach In This Section Our Businesses 05 Setting Our CSR Priorities & Strategy 06 Fiscal 2022 Highlights 07 CSR Oversight & Accountability 10 Stakeholder Engagement & Participation 11 Charitable Giving Approach 12 04 Our Approach Introduction World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of BelongingOUR BUSINESSES The mission of The Walt Disney Company is to entertain, inform, and inspire people around the globe through the power of unparalleled storytelling, reflecting the iconic brands, creative minds, and innovative technologies that make ours the worlds premier entertainment company.","('Business_Model_Resilience', 0.17831405997276306)","('Business_Ethics', 0.12318821996450424)","('Human_Rights_And_Community_Relations', 0.11331204324960709)","('NON-ESG', 0.17831405997276306)","('NON-ESG', 0.12318821996450424)","('NON-ESG', 0.11331204324960709)"
Line 36,"03 Introduction Our Approach World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of BelongingOur Approach In This Section Our Businesses 05 Setting Our CSR Priorities & Strategy 06 Fiscal 2022 Highlights 07 CSR Oversight & Accountability 10 Stakeholder Engagement & Participation 11 Charitable Giving Approach 12 04 Our Approach Introduction World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of BelongingOUR BUSINESSES The mission of The Walt Disney Company is to entertain, inform, and inspire people around the globe through the power of unparalleled storytelling, reflecting the iconic brands, creative minds, and innovative technologies that make ours the worlds premier entertainment company.","('Product_Design_And_Lifecycle_Management', 0.22359494864940643)","('Business_Model_Resilience', 0.1695304960012436)","('Competitive_Behavior', 0.1097010150551796)","('NON-ESG', 0.22359494864940643)","('NON-ESG', 0.1695304960012436)","('NON-ESG', 0.1097010150551796)"
Line 37,"05 Our Approach Introduction World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of Belonging SETTING OUR CSR PRIORITIES & STRATEGY Since the Companys founding nearly 100 years ago, operating responsibly has been an integral part of our DNA.","('Business_Model_Resilience', 0.7303979992866516)","('Systemic_Risk_Management', 0.027952352538704872)","('Human_Rights_And_Community_Relations', 0.024633148685097694)","(['Human Capital Development'], 0.7303979992866516)","('NON-ESG', 0.027952352538704872)","('NON-ESG', 0.024633148685097694)"
Line 38,"Our corporate social responsibility (CSR) efforts address the expectations of our people, consumers, communities, and investors, and help us to attract, retain, and develop talented and diverse creators, cast members, and employees, all of whom contribute to our business success.","('Human_Rights_And_Community_Relations', 0.9293004274368286)","('Employee_Engagement_Inclusion_And_Diversity', 0.013316857628524303)","('Business_Model_Resilience', 0.00543459877371788)","([], 0.9293004274368286)","('NON-ESG', 0.013316857628524303)","('NON-ESG', 0.00543459877371788)"
Line 39,"We take a strategic approach to setting our CSR priorities, addressing issues that are important to our businesses and to the communities where we operate.","('Human_Rights_And_Community_Relations', 0.870609700679779)","('Business_Model_Resilience', 0.02703336998820305)","('Access_And_Affordability', 0.011622140184044838)","([], 0.870609700679779)","('NON-ESG', 0.02703336998820305)","('NON-ESG', 0.011622140184044838)"
Line 40,"We regularly monitor issues and evolve our efforts to ensure we remain focused on the economic, environmental, and societal matters that impact those we serve.","('Human_Rights_And_Community_Relations', 0.7434206604957581)","('Management_Of_Legal_And_Regulatory_Framework', 0.06337131559848785)","('Physical_Impacts_Of_Climate_Change', 0.028983579948544502)","([], 0.7434206604957581)","('NON-ESG', 0.06337131559848785)","('NON-ESG', 0.028983579948544502)"
Line 41,"Disney strives to inspire a world of belonging by embracing broad representation and respect for every individual in our workplace, storytelling, and communities; a world in balance by taking action to create a cleaner, safer, and healthier world; and a world of hope by supporting our communities, especially children.","('Human_Rights_And_Community_Relations', 0.5663980841636658)","('Employee_Health_And_Safety', 0.17609985172748566)","('Employee_Engagement_Inclusion_And_Diversity', 0.06495743244886398)","([], 0.5663980841636658)","('NON-ESG', 0.17609985172748566)","('NON-ESG', 0.06495743244886398)"
Line 42,We are also investing in our people and operating responsibly .,"('Business_Model_Resilience', 0.5032662749290466)","('Employee_Engagement_Inclusion_And_Diversity', 0.09012347459793091)","('Product_Design_And_Lifecycle_Management', 0.08104974031448364)","(['Human Capital Development'], 0.5032662749290466)","('NON-ESG', 0.09012347459793091)","('NON-ESG', 0.08104974031448364)"
Line 43,"Working together, side by side, our first responsibility is to have a meaningful, measurable, and positive impact on the people we serve.","('Human_Rights_And_Community_Relations', 0.7026777863502502)","('Employee_Engagement_Inclusion_And_Diversity', 0.07787773758172989)","('Employee_Health_And_Safety', 0.027175774797797203)","([], 0.7026777863502502)","('NON-ESG', 0.07787773758172989)","('NON-ESG', 0.027175774797797203)"
Line 44,"This report details our key actions across these focus areas and describes how weve continued to implement our CSR strategy across our offerings, operations, and charitable giving initiatives.","('Management_Of_Legal_And_Regulatory_Framework', 0.3997761011123657)","('Human_Rights_And_Community_Relations', 0.10816631466150284)","('Access_And_Affordability', 0.10395264625549316)","('NON-ESG', 0.3997761011123657)","('NON-ESG', 0.10816631466150284)","('NON-ESG', 0.10395264625549316)"
Line 45,Inclusion of information in this report should not be construed as a characterization of the materiality or financial impact of that information.,"('Management_Of_Legal_And_Regulatory_Framework', 0.3823111951351166)","('Systemic_Risk_Management', 0.12619911134243011)","('Business_Model_Resilience', 0.1195521205663681)","('NON-ESG', 0.3823111951351166)","('NON-ESG', 0.12619911134243011)","('NON-ESG', 0.1195521205663681)"
Line 46,"We are committed to creating a better world for the people we serve Focus Areas World of Belonging DIVERSITY, EQUITY & INCLUSION Create authentic and unforgettable stories that inspire global audiences World in Balance ENVIRONMENT & CONSERVATION Help change the course of our planets story, creating a healthier home for people and wildlife World of Hope COMMUNITY Bring comfort, optimism, and joy to our communities and inspire hope, especially for children Foundational Pillars Investing in Our People Foster a culture where employees are inspired and empowered to do their best work Operating Responsibly Operate our businesses with integrity and adopt governance policies that reflect our stakeholders interestsThese topics inform our CSR strategy and practices and are addressed in this report as well on our website: 06 Our Approach Introduction World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of Belonging FISCAL 2022 HIGHLIGHTS (All data points are for fiscal 2022 unless otherwise noted) World of Belonging DIVERSITY, EQUITY & INCLUSION We are committed to cultivating a welcoming and respectful workplace, creating content and experiences that inspire our global audiences, and collaborating with community organizations to make our industries accessible to all.","('Employee_Engagement_Inclusion_And_Diversity', 0.9469715356826782)","('Human_Rights_And_Community_Relations', 0.011286946013569832)","('Access_And_Affordability', 0.004262761678546667)","(['Talent Attraction & Retention'], 0.9469715356826782)","('NON-ESG', 0.011286946013569832)","('NON-ESG', 0.004262761678546667)"
Line 47,"We are committed to creating a better world for the people we serve Focus Areas World of Belonging DIVERSITY, EQUITY & INCLUSION Create authentic and unforgettable stories that inspire global audiences World in Balance ENVIRONMENT & CONSERVATION Help change the course of our planets story, creating a healthier home for people and wildlife World of Hope COMMUNITY Bring comfort, optimism, and joy to our communities and inspire hope, especially for children Foundational Pillars Investing in Our People Foster a culture where employees are inspired and empowered to do their best work Operating Responsibly Operate our businesses with integrity and adopt governance policies that reflect our stakeholders interestsThese topics inform our CSR strategy and practices and are addressed in this report as well on our website: 06 Our Approach Introduction World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of Belonging FISCAL 2022 HIGHLIGHTS (All data points are for fiscal 2022 unless otherwise noted) World of Belonging DIVERSITY, EQUITY & INCLUSION We are committed to cultivating a welcoming and respectful workplace, creating content and experiences that inspire our global audiences, and collaborating with community organizations to make our industries accessible to all.","('Management_Of_Legal_And_Regulatory_Framework', 0.44852328300476074)","('Business_Ethics', 0.15220235288143158)","('Human_Rights_And_Community_Relations', 0.10514046996831894)","('NON-ESG', 0.44852328300476074)","('NON-ESG', 0.15220235288143158)","('NON-ESG', 0.10514046996831894)"
Line 48,"We are committed to creating a better world for the people we serve Focus Areas World of Belonging DIVERSITY, EQUITY & INCLUSION Create authentic and unforgettable stories that inspire global audiences World in Balance ENVIRONMENT & CONSERVATION Help change the course of our planets story, creating a healthier home for people and wildlife World of Hope COMMUNITY Bring comfort, optimism, and joy to our communities and inspire hope, especially for children Foundational Pillars Investing in Our People Foster a culture where employees are inspired and empowered to do their best work Operating Responsibly Operate our businesses with integrity and adopt governance policies that reflect our stakeholders interestsThese topics inform our CSR strategy and practices and are addressed in this report as well on our website: 06 Our Approach Introduction World of Hope Investing in Our People Operating Responsibly Data & Reporting Frameworks Table of Contents World in Balance World of Belonging FISCAL 2022 HIGHLIGHTS (All data points are for fiscal 2022 unless otherwise noted) World of Belonging DIVERSITY, EQUITY & INCLUSION We are committed to cultivating a welcoming and respectful workplace, creating content and experiences that inspire our global audiences, and collaborating with community organizations to make our industries accessible to all.","('Employee_Engagement_Inclusion_And_Diversity', 0.9747851490974426)","('Human_Rights_And_Community_Relations', 0.002232467522844672)","('Employee_Health_And_Safety', 0.002185751451179385)","(['Talent Attraction & Retention'], 0.9747851490974426)","('NON-ESG', 0.002232467522844672)","('NON-ESG', 0.002185751451179385)"
Line 49,7 out of 11 Board of Director nominees at our 2023 Annual Meeting Are women and/or racially/ethnically diverse ~47% of our U.,"('Employee_Engagement_Inclusion_And_Diversity', 0.9689025282859802)","('Human_Rights_And_Community_Relations', 0.0020671484526246786)","('Director_Removal', 0.002046304289251566)","(['Talent Attraction & Retention'], 0.9689025282859802)","('NON-ESG', 0.0020671484526246786)","('NON-ESG', 0.002046304289251566)"
Line 50,"S. employees Were People of Color ~51% of our employees worldwide Were women 12,500+ veterans hired Through our Heroes Work Here initiative from 2012 through the end of 2022; celebrated the programs 10th anniversary $800+ million Spent with diverse suppliers1 $5 million Pledged to organizations serving the LGBTQIA+ communityWorld in Balance ENVIRONMENT & CONSERVATION Through our 2030 environmental goals, we are working to reduce emissions, use and waste less, lower the impact of our products, build sustainably, and inspire communities to protect the magic of nature together.","('Product_Design_And_Lifecycle_Management', 0.9033383727073669)","('Product_Quality_And_Safety', 0.019146433100104332)","('Customer_Welfare', 0.007122436538338661)","(['Sustainable Marketing & Brand Perception'], 0.9033383727073669)","('NON-ESG', 0.019146433100104332)","('NON-ESG', 0.007122436538338661)"
