,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 11,"Our Business Responsible Inclusive Sustainable Enabling Appendix 3 intel.com/responsibility 2021-22 Corporate Responsibility ReportIntroduction Letter From Our CEO At Intel, our purpose is to build world-changing technology that improves the life of every person on the planet.","('Business_Model_Resilience', 0.29707980155944824)","('Human_Rights_And_Community_Relations', 0.15564224123954773)","('Product_Design_And_Lifecycle_Management', 0.12142125517129898)","('NON-ESG', 0.29707980155944824)","('NON-ESG', 0.15564224123954773)","('NON-ESG', 0.12142125517129898)"
Line 12,We strive every day to make a positive global impact and be good corporate citizens.,"('Human_Rights_And_Community_Relations', 0.6842679381370544)","('Employee_Engagement_Inclusion_And_Diversity', 0.046833448112010956)","('Business_Model_Resilience', 0.03805329650640488)","(['Environmental Policy & Management Systems'], 0.6842679381370544)","('NON-ESG', 0.046833448112010956)","('NON-ESG', 0.03805329650640488)"
Line 13,"Increasingly central to every aspect of human existence, technology is transforming our world at an accelerated pace.","('Energy_Management', 0.19219054281711578)","('Product_Design_And_Lifecycle_Management', 0.1755439043045044)","('Data_Security', 0.11489280313253403)","('NON-ESG', 0.19219054281711578)","('NON-ESG', 0.1755439043045044)","('NON-ESG', 0.11489280313253403)"
Line 14,And at the heart of that technology: semiconductors.,"('Product_Design_And_Lifecycle_Management', 0.3551683723926544)","('Energy_Management', 0.1377861052751541)","('Supply_Chain_Management', 0.12204166501760483)","('NON-ESG', 0.3551683723926544)","('NON-ESG', 0.1377861052751541)","('NON-ESG', 0.12204166501760483)"
Line 15,"Semi - conductors are the foundation of all innovation as the world becomes more digital, from powering our ability to work remotely, to staying connected with friends and family, to providing enhanced healthcare and autonomous vehicles.","('Product_Design_And_Lifecycle_Management', 0.2432471364736557)","('Energy_Management', 0.20764368772506714)","('Access_And_Affordability', 0.11230360716581345)","('NON-ESG', 0.2432471364736557)","('NON-ESG', 0.20764368772506714)","('NON-ESG', 0.11230360716581345)"
Line 16,T odays challenges are many and immense.,"('Systemic_Risk_Management', 0.2708342969417572)","('Competitive_Behavior', 0.11383115500211716)","('Business_Ethics', 0.09995029866695404)","('NON-ESG', 0.2708342969417572)","('NON-ESG', 0.11383115500211716)","('NON-ESG', 0.09995029866695404)"
Line 17,"We are still struggling with a global pandemic, social injustice, wars, the detrimental effects of climate change, and so much more.","('Physical_Impacts_Of_Climate_Change', 0.9344179034233093)","('Business_Model_Resilience', 0.01076030544936657)","('Systemic_Risk_Management', 0.007398616522550583)","(['Climate Strategy'], 0.9344179034233093)","('NON-ESG', 0.01076030544936657)","('NON-ESG', 0.007398616522550583)"
Line 18,"Against this global landscape, it is imperative that we work together as an industry to harness the power of technology and ensure it is being used as a force for good.","('Product_Design_And_Lifecycle_Management', 0.2386981099843979)","('Energy_Management', 0.15407763421535492)","('Management_Of_Legal_And_Regulatory_Framework', 0.14262540638446808)","('NON-ESG', 0.2386981099843979)","('NON-ESG', 0.15407763421535492)","('NON-ESG', 0.14262540638446808)"
Line 19,"I am extremely proud of Intels long-standing leadership in corporate respon - sibility and sustainability, including initiatives in diversity and inclusion, education, and philanthropy.","('Employee_Engagement_Inclusion_And_Diversity', 0.9697542786598206)","('Human_Rights_And_Community_Relations', 0.0033348705619573593)","('Employee_Health_And_Safety', 0.0023311730474233627)","(['Talent Attraction & Retention'], 0.9697542786598206)","('NON-ESG', 0.0033348705619573593)","('NON-ESG', 0.0023311730474233627)"
Line 20,"Our focus helps us con - tribute responsible, inclusive, and sustainable practices across our operations, products, and supply chain.","('Product_Design_And_Lifecycle_Management', 0.7733497023582458)","('Supply_Chain_Management', 0.11631230264902115)","('Customer_Welfare', 0.009812885895371437)","(['Product Stewardship'], 0.7733497023582458)","('NON-ESG', 0.11631230264902115)","('NON-ESG', 0.009812885895371437)"
Line 21,"The passion and expertise of our employees, energized by our purpose, are accelerating our collective contributions to the world.","('Employee_Engagement_Inclusion_And_Diversity', 0.1996217668056488)","('Human_Rights_And_Community_Relations', 0.18576493859291077)","('Employee_Health_And_Safety', 0.08697213232517242)","('NON-ESG', 0.1996217668056488)","('NON-ESG', 0.18576493859291077)","('NON-ESG', 0.08697213232517242)"
Line 22,This Corporate Responsibility Report outlines our progress on the 2030 goals we laid out two years ago.,"('Human_Rights_And_Community_Relations', 0.3519722819328308)","('Business_Model_Resilience', 0.21427804231643677)","('Management_Of_Legal_And_Regulatory_Framework', 0.08463813364505768)","('NON-ESG', 0.3519722819328308)","('NON-ESG', 0.21427804231643677)","('NON-ESG', 0.08463813364505768)"
Line 23,"I am proud of our accomplishments, including: Continuing to invest in conservation projects and set new targets.","('Ecological_Impacts', 0.9579916596412659)","('Human_Rights_And_Community_Relations', 0.006895973812788725)","('GHG_Emissions', 0.004984420258551836)","([], 0.9579916596412659)","('NON-ESG', 0.006895973812788725)","('NON-ESG', 0.004984420258551836)"
Line 24,"Building on our long history of leadership in this space, we are driving reductions in greenhouse gas emissions, energy use, water use, and waste generation.","('GHG_Emissions', 0.9673240184783936)","('Ecological_Impacts', 0.00489805405959487)","('Management_Of_Legal_And_Regulatory_Framework', 0.0026919867377728224)","(['Operational Eco-Efficiency'], 0.9673240184783936)","('NON-ESG', 0.00489805405959487)","('NON-ESG', 0.0026919867377728224)"
Line 25,"For example, we achieved net positive water in three countries, sustained 80% renewable electricity globally, and sent about 5% of our total waste to landfill.","('Waste_And_Hazardous_Materials_Management', 0.9086175560951233)","('Water_And_Wastewater_Management', 0.048925239592790604)","('Air_Quality', 0.005650629755109549)","([], 0.9086175560951233)","('NON-ESG', 0.048925239592790604)","('NON-ESG', 0.005650629755109549)"
Line 26,This work has contributed to us being recognized as No.,"('Management_Of_Legal_And_Regulatory_Framework', 0.2802774906158447)","('Access_And_Affordability', 0.112667016685009)","('Ecological_Impacts', 0.08490192145109177)","('NON-ESG', 0.2802774906158447)","('NON-ESG', 0.112667016685009)","('NON-ESG', 0.08490192145109177)"
Line 27,1 on Barrons 100 Most Sustainable Companies list.,"('Product_Design_And_Lifecycle_Management', 0.5103927850723267)","('Business_Model_Resilience', 0.142716184258461)","('Supply_Chain_Management', 0.09936798363924026)","(['Product Stewardship'], 0.5103927850723267)","('NON-ESG', 0.142716184258461)","('NON-ESG', 0.09936798363924026)"
Line 28,"We are also continuing our work on sustainable chemistry, including ongoing efforts to refine the chemical footprint methodology for use in evaluation of the chemical supply chain.","('Supply_Chain_Management', 0.8848978877067566)","('Product_Design_And_Lifecycle_Management', 0.031082943081855774)","('Water_And_Wastewater_Management', 0.008158151060342789)","(['Supply Chain Management'], 0.8848978877067566)","('NON-ESG', 0.031082943081855774)","('NON-ESG', 0.008158151060342789)"
Line 29,Accelerating efforts on the Alliance for Global Inclusion.,"('Employee_Engagement_Inclusion_And_Diversity', 0.9208647012710571)","('Human_Rights_And_Community_Relations', 0.0193550456315279)","('Access_And_Affordability', 0.007388330064713955)","(['Talent Attraction & Retention'], 0.9208647012710571)","('NON-ESG', 0.0193550456315279)","('NON-ESG', 0.007388330064713955)"
Line 30,"Last year, we launched a coalition of technology and adja - cent industry partners to improve diversity and inclusion practices and promote transparent reporting in four critical areas: leadership representation, inclusive language, inclusive product development, and STEM readiness in underserved communities.","('Employee_Engagement_Inclusion_And_Diversity', 0.962374746799469)","('Access_And_Affordability', 0.005540004000067711)","('Employee_Health_And_Safety', 0.003070781473070383)","(['Talent Attraction & Retention'], 0.962374746799469)","('NON-ESG', 0.005540004000067711)","('NON-ESG', 0.003070781473070383)"
Line 31,We more than doubled mem - bership and made meaningful progress on creating an inclusion index to help companies track diversity and inclusion improvements against a shared benchmark.,"('Employee_Engagement_Inclusion_And_Diversity', 0.9749764800071716)","('Human_Rights_And_Community_Relations', 0.002081796992570162)","('Employee_Health_And_Safety', 0.0018811585614457726)","(['Talent Attraction & Retention'], 0.9749764800071716)","('NON-ESG', 0.002081796992570162)","('NON-ESG', 0.0018811585614457726)"
Line 32,Evolving our Pandemic Response T echnology Initiative (PRTI).,"('Critical_Incident_Risk_Management', 0.5155839920043945)","('Physical_Impacts_Of_Climate_Change', 0.19960014522075653)","('Air_Quality', 0.05661191791296005)","([], 0.5155839920043945)","('NON-ESG', 0.19960014522075653)","('NON-ESG', 0.05661191791296005)"
Line 33,"This has now become our Intel RISE T echnology Initiative (IRTI), which funds projects related to healthcare, education, and the economy, with dedicated work streams for social equity and human rights, accessibility, and climate action.","('Human_Rights_And_Community_Relations', 0.9503507018089294)","('Access_And_Affordability', 0.004723206162452698)","('Physical_Impacts_Of_Climate_Change', 0.0033292730804532766)","(['Environmental Policy & Management Systems'], 0.9503507018089294)","('NON-ESG', 0.004723206162452698)","('NON-ESG', 0.0033292730804532766)"
Line 34,The IRTI is a purpose-driven platform for action backed by a $20 million commitment.,"('Management_Of_Legal_And_Regulatory_Framework', 0.49019941687583923)","('Human_Rights_And_Community_Relations', 0.2222553938627243)","('Business_Model_Resilience', 0.0350898802280426)","('NON-ESG', 0.49019941687583923)","('NON-ESG', 0.2222553938627243)","('NON-ESG', 0.0350898802280426)"
Line 35,Announcing the AI Incubator Network.,"('Business_Model_Resilience', 0.5552407503128052)","('Data_Security', 0.061488863080739975)","('Employee_Engagement_Inclusion_And_Diversity', 0.06127440556883812)","(['Human Capital Development', 'Innovation Management'], 0.5552407503128052)","('NON-ESG', 0.061488863080739975)","('NON-ESG', 0.06127440556883812)"
Line 36,This is an initiative in partnership with Dell T echnologies and the American Association of Community Colleges.,"('Access_And_Affordability', 0.6556594371795654)","('Management_Of_Legal_And_Regulatory_Framework', 0.08028838038444519)","('Human_Rights_And_Community_Relations', 0.031037509441375732)","([], 0.6556594371795654)","('NON-ESG', 0.08028838038444519)","('NON-ESG', 0.031037509441375732)"
Line 37,"As part of Intels AI for Workforce program, the AI Incubator Network will design and build AI labs across the US by leveraging the expertise and industry connections of Americas community college system.","('Business_Model_Resilience', 0.20873093605041504)","('Systemic_Risk_Management', 0.20868848264217377)","('Data_Security', 0.08190271258354187)","('NON-ESG', 0.20873093605041504)","('NON-ESG', 0.20868848264217377)","('NON-ESG', 0.08190271258354187)"
Line 38,"Since launching the AI for Workforce program in 2020, Intel has expanded it to 31 schools across 18 states with a goal of reaching all 50 states by 2023.","('Employee_Engagement_Inclusion_And_Diversity', 0.7990788817405701)","('Access_And_Affordability', 0.06051607429981232)","('Employee_Health_And_Safety', 0.017133375629782677)","(['Talent Attraction & Retention'], 0.7990788817405701)","('NON-ESG', 0.06051607429981232)","('NON-ESG', 0.017133375629782677)"
Line 39,"As we look ahead, we will build on this momentum to drive progress and take us to even greater heights in 2022 and in the years ahead, including: Committing to net-zero greenhouse gas emissions across our operations by 2040.","('GHG_Emissions', 0.966925323009491)","('Air_Quality', 0.004909695126116276)","('Ecological_Impacts', 0.0027071810327470303)","(['Operational Eco-Efficiency'], 0.966925323009491)","('NON-ESG', 0.004909695126116276)","('NON-ESG', 0.0027071810327470303)"
Line 40,We will do this even as we signifi - cantly expand our global operations.,"('Business_Model_Resilience', 0.5300397276878357)","('Director_Removal', 0.08223699033260345)","('Management_Of_Legal_And_Regulatory_Framework', 0.05305105075240135)","(['Human Capital Development', 'Innovation Management'], 0.5300397276878357)","('NON-ESG', 0.08223699033260345)","('NON-ESG', 0.05305105075240135)"
Line 41,"We are committed to increasing the energy efficiency and lowering the carbon footprint of Intel products and platforms, and to working with customers and industry partners to create solutions that lower the greenhouse gas footprint of the entire technology ecosystem.","('GHG_Emissions', 0.6712891459465027)","('Energy_Management', 0.17708390951156616)","('Product_Design_And_Lifecycle_Management', 0.02150690369307995)","(['Operational Eco-Efficiency'], 0.6712891459465027)","('NON-ESG', 0.17708390951156616)","('NON-ESG', 0.02150690369307995)"
Line 42,"Furthermore, through sustainable manufacturing practices and aggressive environmental targets, we are deeply committed to being good neighbors in the communities where we operate.","('Human_Rights_And_Community_Relations', 0.5951236486434937)","('Product_Design_And_Lifecycle_Management', 0.05761173367500305)","('Access_And_Affordability', 0.04414921998977661)","(['Environmental Policy & Management Systems'], 0.5951236486434937)","('NON-ESG', 0.05761173367500305)","('NON-ESG', 0.04414921998977661)"
Line 43,Making a $100 million investment to establish education and research collaborations.,"('Access_And_Affordability', 0.6240776181221008)","('Ecological_Impacts', 0.05247412621974945)","('Management_Of_Legal_And_Regulatory_Framework', 0.04917411133646965)","([], 0.6240776181221008)","('NON-ESG', 0.05247412621974945)","('NON-ESG', 0.04917411133646965)"
Line 44,"Working with the US National Science Foundation, we will continue to boost research and workforce development in semiconductor manufacturing through a $100 million investment over the next decade to establish education and research collaborations with universities, community colleges, and technical educators in Ohio and across the nation.","('Access_And_Affordability', 0.3254886269569397)","('Employee_Engagement_Inclusion_And_Diversity', 0.29931241273880005)","('Customer_Welfare', 0.03871208429336548)","('NON-ESG', 0.3254886269569397)","('NON-ESG', 0.29931241273880005)","('NON-ESG', 0.03871208429336548)"
Line 45,Maximizing existing talent while building a diverse talent pipeline across our industry.,"('Employee_Engagement_Inclusion_And_Diversity', 0.9575604796409607)","('Employee_Health_And_Safety', 0.003555628238245845)","('Business_Model_Resilience', 0.003317910013720393)","(['Talent Attraction & Retention'], 0.9575604796409607)","('NON-ESG', 0.003555628238245845)","('NON-ESG', 0.003317910013720393)"
Line 46,"Despite talent leaving the workforce in the wake of COVID-19 and drops in higher education enrollment, our 2030 goals remain unchanged.","('Employee_Engagement_Inclusion_And_Diversity', 0.9596982002258301)","('Access_And_Affordability', 0.00430622324347496)","('Customer_Welfare', 0.0033294549211859703)","(['Talent Attraction & Retention'], 0.9596982002258301)","('NON-ESG', 0.00430622324347496)","('NON-ESG', 0.0033294549211859703)"
Line 47,We will work to maximize existing talent while building a diverse talent pipeline across our industry.,"('Employee_Engagement_Inclusion_And_Diversity', 0.9587595462799072)","('Employee_Health_And_Safety', 0.0038031504955142736)","('Competitive_Behavior', 0.0028572760056704283)","(['Talent Attraction & Retention'], 0.9587595462799072)","('NON-ESG', 0.0038031504955142736)","('NON-ESG', 0.0028572760056704283)"
Line 48,"In addition, we have set a 2022 target that our technical hiring in entry- level roles is at least 30% women.","('Employee_Engagement_Inclusion_And_Diversity', 0.8769097328186035)","('Labor_Practices', 0.04980694502592087)","('Director_Removal', 0.006543376948684454)","(['Talent Attraction & Retention'], 0.8769097328186035)","('NON-ESG', 0.04980694502592087)","('NON-ESG', 0.006543376948684454)"
Line 49,Driving positive impact in supply chain responsibility.,"('Supply_Chain_Management', 0.939054012298584)","('Product_Design_And_Lifecycle_Management', 0.007646521087735891)","('Physical_Impacts_Of_Climate_Change', 0.005584216210991144)","(['Supply Chain Management'], 0.939054012298584)","('NON-ESG', 0.007646521087735891)","('NON-ESG', 0.005584216210991144)"
Line 50,"Through our efforts to help protect human rights, our suppliers have returned $25 million in fees to their workers since 2014.","('Human_Rights_And_Community_Relations', 0.8139368891716003)","('Labor_Practices', 0.08598372340202332)","('Employee_Health_And_Safety', 0.01738676056265831)","(['Environmental Policy & Management Systems'], 0.8139368891716003)","('NON-ESG', 0.08598372340202332)","('NON-ESG', 0.01738676056265831)"
