,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 11,"Letter from our CEO About Broadcom Corporate Responsibility Products Environment Workforce Responsible Supply Chain Cybersecurity and Data Privacy Governance Investing in our Communities GRI Content Index SASB Content Index TCFD Index Diversity Metrics Environmental Metrics3 4 5 11 16 25 36 41 45 50 55 59 61 64 65Table of Contents | Table of ContentsBROADCOM 2022 ESG Report3Broadcom is recognized as a leading designer, developer and global supplier of a broad range of semiconductor and infrastructure software solutions.","('Supply_Chain_Management', 0.6562720537185669)","('Systemic_Risk_Management', 0.059888117015361786)","('Product_Design_And_Lifecycle_Management', 0.05010254681110382)","(['Supply Chain Management'], 0.6562720537185669)","('NON-ESG', 0.059888117015361786)","('NON-ESG', 0.05010254681110382)"
Line 12,"Letter from our CEO About Broadcom Corporate Responsibility Products Environment Workforce Responsible Supply Chain Cybersecurity and Data Privacy Governance Investing in our Communities GRI Content Index SASB Content Index TCFD Index Diversity Metrics Environmental Metrics3 4 5 11 16 25 36 41 45 50 55 59 61 64 65Table of Contents | Table of ContentsBROADCOM 2022 ESG Report3Broadcom is recognized as a leading designer, developer and global supplier of a broad range of semiconductor and infrastructure software solutions.","('Product_Design_And_Lifecycle_Management', 0.5729889869689941)","('Data_Security', 0.04826647788286209)","('Director_Removal', 0.03571179881691933)","(['Product Stewardship'], 0.5729889869689941)","('NON-ESG', 0.04826647788286209)","('NON-ESG', 0.03571179881691933)"
Line 13,"Through both our cutting-edge semiconductor solutions that move data around the world and our business-critical software solutions that enable scalability, agility and security, we take pride that our customers, employees and communities are Connected by Broadcom .","('Data_Security', 0.4596044719219208)","('Business_Model_Resilience', 0.10005828738212585)","('Systemic_Risk_Management', 0.09706145524978638)","('NON-ESG', 0.4596044719219208)","('NON-ESG', 0.10005828738212585)","('NON-ESG', 0.09706145524978638)"
Line 14,"As Broadcom continues to evolve, so does the world around us, which presents new challenges that companies must address to stay ahead.","('Business_Model_Resilience', 0.4492414891719818)","('Systemic_Risk_Management', 0.2875141203403473)","('Competitive_Behavior', 0.040120746940374374)","('NON-ESG', 0.4492414891719818)","('NON-ESG', 0.2875141203403473)","('NON-ESG', 0.040120746940374374)"
Line 15,"Our 2022 Environmental, Social & Governance (ESG) Report reflects the steps we have taken on our ESG journey.","('Human_Rights_And_Community_Relations', 0.468008816242218)","('Business_Model_Resilience', 0.14672628045082092)","('Management_Of_Legal_And_Regulatory_Framework', 0.06640980392694473)","('NON-ESG', 0.468008816242218)","('NON-ESG', 0.14672628045082092)","('NON-ESG', 0.06640980392694473)"
Line 16,"In recognition of our shared responsibility in combating climate change, we are proud to announce our commitment to reduce our Scope 1 and Scope 2 greenhouse gas (GHG) emissions across our operations by 38% by 2030 .","('GHG_Emissions', 0.9635634422302246)","('Physical_Impacts_Of_Climate_Change', 0.005711437202990055)","('Ecological_Impacts', 0.00516103208065033)","(['Operational Eco-Efficiency'], 0.9635634422302246)","('NON-ESG', 0.005711437202990055)","('NON-ESG', 0.00516103208065033)"
Line 17,Our target goal is in line with the UN Paris Agreement and Science Based Targets Initiative (SBTi) goal to limit global warming to 1.5 Celsius above pre-industrial levels.,"('GHG_Emissions', 0.5982958078384399)","('Physical_Impacts_Of_Climate_Change', 0.1640838235616684)","('Ecological_Impacts', 0.05233621969819069)","(['Operational Eco-Efficiency'], 0.5982958078384399)","('NON-ESG', 0.1640838235616684)","('NON-ESG', 0.05233621969819069)"
Line 18,We have also disclosed four categories of our Scope 3 emissions in our 2022 ESG Report.,"('GHG_Emissions', 0.8638416528701782)","('Air_Quality', 0.043746259063482285)","('Energy_Management', 0.02259831503033638)","(['Operational Eco-Efficiency'], 0.8638416528701782)","('NON-ESG', 0.043746259063482285)","('NON-ESG', 0.02259831503033638)"
Line 19,"Broadcom has an engineering-first, innovation-centric culture, and our approach to ESG is no different.","('Business_Model_Resilience', 0.5103323459625244)","('Competitive_Behavior', 0.08608012646436691)","('Product_Design_And_Lifecycle_Management', 0.0742657482624054)","(['Human Capital Development', 'Innovation Management'], 0.5103323459625244)","('NON-ESG', 0.08608012646436691)","('NON-ESG', 0.0742657482624054)"
Line 20,"Through our holistic and innovative design and development process, we are continuing to meet customer needs for energy-efficient high-performance products.","('Product_Design_And_Lifecycle_Management', 0.9369627833366394)","('Energy_Management', 0.021943673491477966)","('Product_Quality_And_Safety', 0.003999116364866495)","(['Product Stewardship'], 0.9369627833366394)","('NON-ESG', 0.021943673491477966)","('NON-ESG', 0.003999116364866495)"
Line 21,"Letter from our CEO By taking action now both in our operations and with our products, we are planning for the future and trying to do our part to effectively mitigate the impacts of climate change.","('Physical_Impacts_Of_Climate_Change', 0.9504104852676392)","('Business_Model_Resilience', 0.009532029740512371)","('GHG_Emissions', 0.004736078903079033)","(['Climate Strategy'], 0.9504104852676392)","('NON-ESG', 0.009532029740512371)","('NON-ESG', 0.004736078903079033)"
Line 22,"As always, we remain committed to conducting our business with integrity, maintaining strong corporate governance, respecting human rights and supporting a strong and diverse workforce.","('Human_Rights_And_Community_Relations', 0.9295042753219604)","('Employee_Engagement_Inclusion_And_Diversity', 0.010553686879575253)","('Access_And_Affordability', 0.007510131224989891)","(['Environmental Policy & Management Systems'], 0.9295042753219604)","('NON-ESG', 0.010553686879575253)","('NON-ESG', 0.007510131224989891)"
Line 23,"In 2022, we published our Human Rights Principles , which makes clear the commitments and values we hold throughout our company, operations, supply chain and communities.","('Human_Rights_And_Community_Relations', 0.9545272588729858)","('Supply_Chain_Management', 0.004595223348587751)","('Access_And_Affordability', 0.0043713925406336784)","(['Environmental Policy & Management Systems'], 0.9545272588729858)","('NON-ESG', 0.004595223348587751)","('NON-ESG', 0.0043713925406336784)"
Line 24,"As we work to build one of the worlds leading infrastructure technology companies, we recognize our responsibility to connect not just products and businesses, but also communities and people.","('Product_Design_And_Lifecycle_Management', 0.47597789764404297)","('Human_Rights_And_Community_Relations', 0.10618079453706741)","('Business_Model_Resilience', 0.056520432233810425)","('NON-ESG', 0.47597789764404297)","('NON-ESG', 0.10618079453706741)","('NON-ESG', 0.056520432233810425)"
Line 25,"We strive to ensure our customers, employees and communities in which we work and live remain Connected by Broadcom .","('Human_Rights_And_Community_Relations', 0.7936149835586548)","('Employee_Engagement_Inclusion_And_Diversity', 0.03918854147195816)","('Employee_Health_And_Safety', 0.035374145954847336)","(['Environmental Policy & Management Systems'], 0.7936149835586548)","('NON-ESG', 0.03918854147195816)","('NON-ESG', 0.035374145954847336)"
Line 26,Hock E.,"('Business_Ethics', 0.1442200094461441)","('Competitive_Behavior', 0.12391459196805954)","('Management_Of_Legal_And_Regulatory_Framework', 0.1230115219950676)","('NON-ESG', 0.1442200094461441)","('NON-ESG', 0.12391459196805954)","('NON-ESG', 0.1230115219950676)"
Line 27,"Tan President and Chief Executive Officer Broadcom Inc. | Letter from our CEOBROADCOM 2022 ESG Report4About Broadcom 2022 FINANCIAL HIGHLIGHTS in net revenue, up 21% from fiscal year 2021 investment in research and development in capital expenditures in aggregate cash dividends, per share of common stock$33.2B $4.9B $424M $16.40Broadcom Inc. is a global infrastructure technology leader that designs, develops and supplies a broad range of semiconductor and infrastructure software solutions.","('Business_Model_Resilience', 0.4780934154987335)","('Systemic_Risk_Management', 0.0788424015045166)","('Product_Design_And_Lifecycle_Management', 0.07429737597703934)","('NON-ESG', 0.4780934154987335)","('NON-ESG', 0.0788424015045166)","('NON-ESG', 0.07429737597703934)"
Line 28,"Recognized for our innovation, collaboration and engineering excellence, we deliver to our customers proven, mission-critical technologies.","('Product_Design_And_Lifecycle_Management', 0.6092787981033325)","('Business_Model_Resilience', 0.09979241341352463)","('Supply_Chain_Management', 0.05131584033370018)","(['Product Stewardship'], 0.6092787981033325)","('NON-ESG', 0.09979241341352463)","('NON-ESG', 0.05131584033370018)"
Line 29,"Our cutting- edge networking, infrastructure, broadband and connectivity semiconductor solutions ensure that our customers, employees and communities stay Connected by Broadcom .","('Energy_Management', 0.3406628668308258)","('Data_Security', 0.24880953133106232)","('Product_Design_And_Lifecycle_Management', 0.06394568830728531)","('NON-ESG', 0.3406628668308258)","('NON-ESG', 0.24880953133106232)","('NON-ESG', 0.06394568830728531)"
Line 30,"Our over 50-year history of innovation dates back to our diverse origins from Hewlett-Packard Company, AT&T, LSI Corporation, Broadcom Corporation, Brocade Communication Systems, CA Technologies and Symantec Enterprise Security.","('Data_Security', 0.5059765577316284)","('Business_Model_Resilience', 0.07739274203777313)","('Systemic_Risk_Management', 0.07432085275650024)","([], 0.5059765577316284)","('NON-ESG', 0.07739274203777313)","('NON-ESG', 0.07432085275650024)"
Line 31,"Our culture of technological innovation continues today due to our talented and dedicated employees across the Americas, Asia, Europe and the Middle East.","('Product_Design_And_Lifecycle_Management', 0.7333827614784241)","('Business_Model_Resilience', 0.03116455301642418)","('Supply_Chain_Management', 0.020908763632178307)","(['Product Stewardship'], 0.7333827614784241)","('NON-ESG', 0.03116455301642418)","('NON-ESG', 0.020908763632178307)"
Line 32,We take pride in our highly efficient operating model.,"('Energy_Management', 0.8193659782409668)","('Product_Design_And_Lifecycle_Management', 0.0515177957713604)","('Supply_Chain_Management', 0.019324306398630142)","(['Operational Eco-Efficiency'], 0.8193659782409668)","('NON-ESG', 0.0515177957713604)","('NON-ESG', 0.019324306398630142)"
Line 33,We strive to maximize value for our stockholders while providing flexibility in how we invest our resources.,"('Competitive_Behavior', 0.6193792223930359)","('Business_Model_Resilience', 0.11690852046012878)","('Systemic_Risk_Management', 0.08125253766775131)","([], 0.6193792223930359)","('NON-ESG', 0.11690852046012878)","('NON-ESG', 0.08125253766775131)"
Line 34,"In 2022, we were awarded the Best Financially Managed Semiconductor Company by the Global Semiconductor Alliance for the third time in four years.","('Systemic_Risk_Management', 0.24493147432804108)","('Supply_Chain_Management', 0.19380953907966614)","('Business_Model_Resilience', 0.15898630023002625)","('NON-ESG', 0.24493147432804108)","('NON-ESG', 0.19380953907966614)","('NON-ESG', 0.15898630023002625)"
Line 35,"Our disciplined management, operating and acquisition strategies have allowed us to increase our dividend every year since we began paying dividends in 2010.20,000+ EMPLOYEES 12,800+ R&D EMPLOYEES 82 GLOBAL OFFICES 10 MANU FACTURING FACILITIES AVGO NASDAQ GLOBAL SELECT MARKET | About BroadcomCorporate ResponsibilityBROADCOM 2022 ESG Report | Corporate Responsibility6GHG Emissions Reduction Target GOAL TO REDUCE SCOPE 1 AND SCOPE 2 GHG EMISSIONS BY 38% IN LINE WITH 1.5C TARGET BY 2030Cybersecurity Leader RECOGNIZED BY U.","('GHG_Emissions', 0.9515727758407593)","('Air_Quality', 0.01266687735915184)","('Physical_Impacts_Of_Climate_Change', 0.005050295498222113)","(['Operational Eco-Efficiency'], 0.9515727758407593)","('NON-ESG', 0.01266687735915184)","('NON-ESG', 0.005050295498222113)"
Line 36,"Our disciplined management, operating and acquisition strategies have allowed us to increase our dividend every year since we began paying dividends in 2010.20,000+ EMPLOYEES 12,800+ R&D EMPLOYEES 82 GLOBAL OFFICES 10 MANU FACTURING FACILITIES AVGO NASDAQ GLOBAL SELECT MARKET | About BroadcomCorporate ResponsibilityBROADCOM 2022 ESG Report | Corporate Responsibility6GHG Emissions Reduction Target GOAL TO REDUCE SCOPE 1 AND SCOPE 2 GHG EMISSIONS BY 38% IN LINE WITH 1.5C TARGET BY 2030Cybersecurity Leader RECOGNIZED BY U.","('Management_Of_Legal_And_Regulatory_Framework', 0.35197943449020386)","('GHG_Emissions', 0.10278474539518356)","('Energy_Management', 0.09400633722543716)","('NON-ESG', 0.35197943449020386)","('NON-ESG', 0.10278474539518356)","('NON-ESG', 0.09400633722543716)"
Line 37,"S. DEPARTMENT OF HOMELAND SECURITY FOR CONTRIBUTIONS TO THE JOINT CYBER DEFENSE COLLABORATIVEEnvironmental Excellence Platinum Award RECOGNIZED BY THE CITY OF CHARLOTTE, NC FOR FIVE YEARS OF WASTEWATER MANAGEMENT 2022 Best Financially Managed Semiconductor Company RECOGNIZED BY GLOBAL SEMICONDUCTOR ALLIANCE FOR TWO CONSECUTIVE YEARS2022 ESG Highlights Newsweek Americas Most Responsible Companies 2022 RECOGNIZED FOR OUR ESG EFFORTS Scholarships PROVIDED SCHOLARSHIPS TO SAN JOSE STATE UNIVERSITY, COLORADO STATE UNIVERSITY, SPELMAN COLLEGE AND SOCIETY OF WOMEN ENGINEERS San Jose Aspires Pledge PLEDGED $600,000 WITH BROADCOM FOUNDATION United Way of Larimer County Campaign 2021-2022 RECOGNIZED FOR RAISING $170,000+ IN EMPLOYEE AND BROADCOM DONATIONS2022 American Opportunity Index RECOGNIZED FOR BEST WORKPLACES TO STAY AND THRIVE AT ONE COMPANY AND BEST WORKPLACES TO ADVANCE WITHOUT A COLLEGE DEGREE BROADCOM 2022 ESG Report | Corporate Responsibility7ESG Governance BOARD OF DIRECTORS NESG COMMITTEE ESG STEERING COMMITTEE ESG WORKING GROUPSFINANCE GLOBAL OPERATIONS HUMAN RESOURCES SEMICONDUCTOR SOLUTIONS GROUP WORKPLACE SERVICES DIVERSITY, EQUITY & INCLUSIONENVIRONMENTAL SUSTAINABILITYHUMAN RIGHTS/ SUPPLY CHAINLEGALESGenvironmental, social and governanceat Broadcom starts at the top with our Board of Directors and executives.","('Access_And_Affordability', 0.4448130428791046)","('Management_Of_Legal_And_Regulatory_Framework', 0.18832208216190338)","('Human_Rights_And_Community_Relations', 0.0449705608189106)","('NON-ESG', 0.4448130428791046)","('NON-ESG', 0.18832208216190338)","('NON-ESG', 0.0449705608189106)"
Line 38,"S. DEPARTMENT OF HOMELAND SECURITY FOR CONTRIBUTIONS TO THE JOINT CYBER DEFENSE COLLABORATIVEEnvironmental Excellence Platinum Award RECOGNIZED BY THE CITY OF CHARLOTTE, NC FOR FIVE YEARS OF WASTEWATER MANAGEMENT 2022 Best Financially Managed Semiconductor Company RECOGNIZED BY GLOBAL SEMICONDUCTOR ALLIANCE FOR TWO CONSECUTIVE YEARS2022 ESG Highlights Newsweek Americas Most Responsible Companies 2022 RECOGNIZED FOR OUR ESG EFFORTS Scholarships PROVIDED SCHOLARSHIPS TO SAN JOSE STATE UNIVERSITY, COLORADO STATE UNIVERSITY, SPELMAN COLLEGE AND SOCIETY OF WOMEN ENGINEERS San Jose Aspires Pledge PLEDGED $600,000 WITH BROADCOM FOUNDATION United Way of Larimer County Campaign 2021-2022 RECOGNIZED FOR RAISING $170,000+ IN EMPLOYEE AND BROADCOM DONATIONS2022 American Opportunity Index RECOGNIZED FOR BEST WORKPLACES TO STAY AND THRIVE AT ONE COMPANY AND BEST WORKPLACES TO ADVANCE WITHOUT A COLLEGE DEGREE BROADCOM 2022 ESG Report | Corporate Responsibility7ESG Governance BOARD OF DIRECTORS NESG COMMITTEE ESG STEERING COMMITTEE ESG WORKING GROUPSFINANCE GLOBAL OPERATIONS HUMAN RESOURCES SEMICONDUCTOR SOLUTIONS GROUP WORKPLACE SERVICES DIVERSITY, EQUITY & INCLUSIONENVIRONMENTAL SUSTAINABILITYHUMAN RIGHTS/ SUPPLY CHAINLEGALESGenvironmental, social and governanceat Broadcom starts at the top with our Board of Directors and executives.","('Employee_Engagement_Inclusion_And_Diversity', 0.27350133657455444)","('Business_Model_Resilience', 0.19817407429218292)","('Human_Rights_And_Community_Relations', 0.1278042197227478)","('NON-ESG', 0.27350133657455444)","('NON-ESG', 0.19817407429218292)","('NON-ESG', 0.1278042197227478)"
Line 39,"S. DEPARTMENT OF HOMELAND SECURITY FOR CONTRIBUTIONS TO THE JOINT CYBER DEFENSE COLLABORATIVEEnvironmental Excellence Platinum Award RECOGNIZED BY THE CITY OF CHARLOTTE, NC FOR FIVE YEARS OF WASTEWATER MANAGEMENT 2022 Best Financially Managed Semiconductor Company RECOGNIZED BY GLOBAL SEMICONDUCTOR ALLIANCE FOR TWO CONSECUTIVE YEARS2022 ESG Highlights Newsweek Americas Most Responsible Companies 2022 RECOGNIZED FOR OUR ESG EFFORTS Scholarships PROVIDED SCHOLARSHIPS TO SAN JOSE STATE UNIVERSITY, COLORADO STATE UNIVERSITY, SPELMAN COLLEGE AND SOCIETY OF WOMEN ENGINEERS San Jose Aspires Pledge PLEDGED $600,000 WITH BROADCOM FOUNDATION United Way of Larimer County Campaign 2021-2022 RECOGNIZED FOR RAISING $170,000+ IN EMPLOYEE AND BROADCOM DONATIONS2022 American Opportunity Index RECOGNIZED FOR BEST WORKPLACES TO STAY AND THRIVE AT ONE COMPANY AND BEST WORKPLACES TO ADVANCE WITHOUT A COLLEGE DEGREE BROADCOM 2022 ESG Report | Corporate Responsibility7ESG Governance BOARD OF DIRECTORS NESG COMMITTEE ESG STEERING COMMITTEE ESG WORKING GROUPSFINANCE GLOBAL OPERATIONS HUMAN RESOURCES SEMICONDUCTOR SOLUTIONS GROUP WORKPLACE SERVICES DIVERSITY, EQUITY & INCLUSIONENVIRONMENTAL SUSTAINABILITYHUMAN RIGHTS/ SUPPLY CHAINLEGALESGenvironmental, social and governanceat Broadcom starts at the top with our Board of Directors and executives.","('Supply_Chain_Management', 0.8607584834098816)","('Business_Model_Resilience', 0.016510343179106712)","('Employee_Engagement_Inclusion_And_Diversity', 0.01303237583488226)","(['Supply Chain Management'], 0.8607584834098816)","('NON-ESG', 0.016510343179106712)","('NON-ESG', 0.01303237583488226)"
Line 40,"Our Board, through its Nominating, Environmental, Social and Governance Committee (NESG Committee), oversees our ESG program, including our environmental sustainability, human rights/supply chain, and diversity, equity and inclusion (DEI) programs and initiatives.","('Supply_Chain_Management', 0.7698574662208557)","('Human_Rights_And_Community_Relations', 0.034483518451452255)","('Business_Model_Resilience', 0.02603878825902939)","(['Supply Chain Management'], 0.7698574662208557)","('NON-ESG', 0.034483518451452255)","('NON-ESG', 0.02603878825902939)"
Line 41,The NESG Committee receives quarterly updates from our executives on ESG matters and updates the Board at least quarterly.,"('Director_Removal', 0.5845525860786438)","('Management_Of_Legal_And_Regulatory_Framework', 0.0990079864859581)","('Business_Model_Resilience', 0.05604660511016846)","([], 0.5845525860786438)","('NON-ESG', 0.0990079864859581)","('NON-ESG', 0.05604660511016846)"
Line 42,The feedback we receive from our stakeholders on ESG matters is also regularly communicated to the NESG Committee and the Board.,"('Business_Model_Resilience', 0.388407826423645)","('Management_Of_Legal_And_Regulatory_Framework', 0.14437203109264374)","('Human_Rights_And_Community_Relations', 0.0868750661611557)","('NON-ESG', 0.388407826423645)","('NON-ESG', 0.14437203109264374)","('NON-ESG', 0.0868750661611557)"
Line 43,Our Board is engaged in the preparation of and reviews our ESG Report.,"('Management_Of_Legal_And_Regulatory_Framework', 0.42362281680107117)","('Business_Model_Resilience', 0.1136651337146759)","('Director_Removal', 0.10277972370386124)","('NON-ESG', 0.42362281680107117)","('NON-ESG', 0.1136651337146759)","('NON-ESG', 0.10277972370386124)"
Line 44,"Our ESG Steering Committee is led by the President of our Semiconductor Solutions Group, who reports to our Chief Executive Officer.","('Business_Model_Resilience', 0.40320834517478943)","('Director_Removal', 0.17827054858207703)","('Management_Of_Legal_And_Regulatory_Framework', 0.05465489253401756)","('NON-ESG', 0.40320834517478943)","('NON-ESG', 0.17827054858207703)","('NON-ESG', 0.05465489253401756)"
Line 45,"Our ESG Steering Committee also includes our Chief Financial Officer, Chief Legal and Corporate Affairs Officer, and senior leaders in Global Operations (including supply chain and procurement), Human Resources, Legal and Workplace Services.","('Supply_Chain_Management', 0.9223954081535339)","('Product_Design_And_Lifecycle_Management', 0.011961770243942738)","('Business_Model_Resilience', 0.005004289094358683)","(['Supply Chain Management'], 0.9223954081535339)","('NON-ESG', 0.011961770243942738)","('NON-ESG', 0.005004289094358683)"
Line 46,"The ESG Steering Committee meets quarterly and is responsible for preparing the ESG Report, providing status updates to the NESG Committee and engaging with our ESG Working Groups who champion our ESG initiatives across Broadcom on behalf of the ESG Steering Committee.","('Business_Model_Resilience', 0.2640887200832367)","('Management_Of_Legal_And_Regulatory_Framework', 0.16548863053321838)","('Human_Rights_And_Community_Relations', 0.09928233921527863)","('NON-ESG', 0.2640887200832367)","('NON-ESG', 0.16548863053321838)","('NON-ESG', 0.09928233921527863)"
Line 47,"We currently have three main ESG Working Groups that focus on DEI, environmental sustainability and human rights/supply chain issues and initiatives.","('Supply_Chain_Management', 0.9320397973060608)","('Product_Design_And_Lifecycle_Management', 0.012317382730543613)","('Employee_Health_And_Safety', 0.004764055833220482)","(['Supply Chain Management'], 0.9320397973060608)","('NON-ESG', 0.012317382730543613)","('NON-ESG', 0.004764055833220482)"
Line 48,"BROADCOM 2022 ESG Report | Corporate Responsibility8 ENERGY USE AND EFFICIENCY WATER MANAGEMENT CYBERSECURITY AND DATA PRIVACY PRODUCT QUALITYETHICS AND INTEGRITY CORPORATE GOVERNANCEEMPLOYEE HEALTH AND SAFETY HUMAN RIGHTS/SUPPLY CHAINDIVERSITY, EQUITY AND INCLUSION TALENT RECRUITMENT, DEVELOPMENT AND RETENTIONGREENHOUSE GAS EMISSIO NS REDUCTION TARGET WASTE MANAGEMENT AND REDUCTIO N OF HAZARDOUS MATERIALS2022 ESG Priorities Our ESG priorities, which are validated by our ESG Steering Committee and reviewed by our NESG Committee and Board, are the ESG issues that we deem most relevant to our stakeholders and to our ability to create long-term value.","('Waste_And_Hazardous_Materials_Management', 0.9044107794761658)","('Supply_Chain_Management', 0.02382059581577778)","('Product_Design_And_Lifecycle_Management', 0.011241590604186058)","([], 0.9044107794761658)","('NON-ESG', 0.02382059581577778)","('NON-ESG', 0.011241590604186058)"
Line 49,"BROADCOM 2022 ESG Report | Corporate Responsibility8 ENERGY USE AND EFFICIENCY WATER MANAGEMENT CYBERSECURITY AND DATA PRIVACY PRODUCT QUALITYETHICS AND INTEGRITY CORPORATE GOVERNANCEEMPLOYEE HEALTH AND SAFETY HUMAN RIGHTS/SUPPLY CHAINDIVERSITY, EQUITY AND INCLUSION TALENT RECRUITMENT, DEVELOPMENT AND RETENTIONGREENHOUSE GAS EMISSIO NS REDUCTION TARGET WASTE MANAGEMENT AND REDUCTIO N OF HAZARDOUS MATERIALS2022 ESG Priorities Our ESG priorities, which are validated by our ESG Steering Committee and reviewed by our NESG Committee and Board, are the ESG issues that we deem most relevant to our stakeholders and to our ability to create long-term value.","('Business_Model_Resilience', 0.5747168064117432)","('Human_Rights_And_Community_Relations', 0.1079561784863472)","('Management_Of_Legal_And_Regulatory_Framework', 0.041478998959064484)","(['Human Capital Development', 'Innovation Management'], 0.5747168064117432)","('NON-ESG', 0.1079561784863472)","('NON-ESG', 0.041478998959064484)"
Line 50,We periodically review and refresh our ESG priorities as appropriate.,"('Business_Model_Resilience', 0.2536267042160034)","('Management_Of_Legal_And_Regulatory_Framework', 0.1717168241739273)","('Human_Rights_And_Community_Relations', 0.12109730392694473)","('NON-ESG', 0.2536267042160034)","('NON-ESG', 0.1717168241739273)","('NON-ESG', 0.12109730392694473)"
