,Sentence,ESG BERT Topic 1,ESG BERT Topic 2,ESG BERT Topic 3,Mapped Criteria Topic 1,Mapped Criteria Topic 2,Mapped Criteria Topic 3
Line 11,Editors Note 06/01/2022: We made various formatting updates throughout the report and updated page 8 with a link to EYs Independent Accountants Review of our Scope 3 emissions.,"('GHG_Emissions', 0.8775072693824768)","('Air_Quality', 0.027859536930918694)","('Management_Of_Legal_And_Regulatory_Framework', 0.01446562074124813)","(['Operational Eco-Efficiency'], 0.8775072693824768)","('NON-ESG', 0.027859536930918694)","('NON-ESG', 0.01446562074124813)"
Line 12,Editors Note 03/10/2023: We updated our science-based reduction target for scope 1 and 2 emissions to 46% (from 45%) to be more specific to our approved target and for consistency throughout the report and with other communications.2021 marked a year of significant progress for Netflix in terms of addressing our emissions and incorporating sustainability into our core business practices.,"('GHG_Emissions', 0.7911046147346497)","('Air_Quality', 0.09773030877113342)","('Energy_Management', 0.02599223703145981)","(['Operational Eco-Efficiency'], 0.7911046147346497)","('NON-ESG', 0.09773030877113342)","('NON-ESG', 0.02599223703145981)"
Line 13,"ENTITY-DEFINED MEASURE OF USER ACTIVITYSubscribers 204 million 222 million TC-IM-000.A 26,196 100% 100% 68,089 100% 100%33,407 100% 100% 123,148 100% 100%TC-IM-130a.1 TC-IM-130a.3ENVIRONMENTAL FOOTPRINT OF HARDWARE INFRASTRUCTURE 1 ENVIRONMENTAL FOOTPRINT OF REMAINING SCOPE 2 3Total energy consumed (MWh)2 Percentage grid electricity Percentage renewable Total energy consumed (MWh) Percentage grid electricity Percentage renewable Discussion of the integration of environmental considerations into strategic planning for data center needsPage 10-11 Environmental TOPIC TOPICACTIVITY METRIC - INTERNET MEDIA & SERVICES2020 2021 2020 2021SASB CODE SASB CODE ACCOUNTING METRICS - INTERNET MEDIA & SERVICES 31 This topic, Environmental Footprint of Hardware Infrastructure is a SASB requirement for Internet Media & Services companies.","('Energy_Management', 0.9790111184120178)","('Management_Of_Legal_And_Regulatory_Framework', 0.002209907863289118)","('Access_And_Affordability', 0.0018004579469561577)","(['Operational Eco-Efficiency'], 0.9790111184120178)","('NON-ESG', 0.002209907863289118)","('NON-ESG', 0.0018004579469561577)"
Line 14,"ENTITY-DEFINED MEASURE OF USER ACTIVITYSubscribers 204 million 222 million TC-IM-000.A 26,196 100% 100% 68,089 100% 100%33,407 100% 100% 123,148 100% 100%TC-IM-130a.1 TC-IM-130a.3ENVIRONMENTAL FOOTPRINT OF HARDWARE INFRASTRUCTURE 1 ENVIRONMENTAL FOOTPRINT OF REMAINING SCOPE 2 3Total energy consumed (MWh)2 Percentage grid electricity Percentage renewable Total energy consumed (MWh) Percentage grid electricity Percentage renewable Discussion of the integration of environmental considerations into strategic planning for data center needsPage 10-11 Environmental TOPIC TOPICACTIVITY METRIC - INTERNET MEDIA & SERVICES2020 2021 2020 2021SASB CODE SASB CODE ACCOUNTING METRICS - INTERNET MEDIA & SERVICES 31 This topic, Environmental Footprint of Hardware Infrastructure is a SASB requirement for Internet Media & Services companies.","('Business_Model_Resilience', 0.16682660579681396)","('Data_Security', 0.1468222588300705)","('Systemic_Risk_Management', 0.1403394490480423)","('NON-ESG', 0.16682660579681396)","('NON-ESG', 0.1468222588300705)","('NON-ESG', 0.1403394490480423)"
Line 15,"2 Only includes Scope 2 hardware infrastructure, i.e.","('Data_Security', 0.49545949697494507)","('Supply_Chain_Management', 0.11180741339921951)","('Energy_Management', 0.05352906882762909)","('NON-ESG', 0.49545949697494507)","('NON-ESG', 0.11180741339921951)","('NON-ESG', 0.05352906882762909)"
Line 16,"Netflix-operated Open Connect Appliances in colocation data centers, which represent approximately 1/10th of Scope 2 and 3 data center electricity use (all Open Connect and AWS combined).","('Data_Security', 0.43264737725257874)","('Energy_Management', 0.11177128553390503)","('Competitive_Behavior', 0.05081876739859581)","('NON-ESG', 0.43264737725257874)","('NON-ESG', 0.11177128553390503)","('NON-ESG', 0.05081876739859581)"
Line 17,"3 While SASB only requires reporting for the Environmental Footprint of Hardware Infrastructure, Netflix has opted to report on its other Scope 2 energy consumption as well, which includes electricity use in corporate offices, production studios, and billboards, in addition to colocation data center infrastructure.4Environmental 1.","('Energy_Management', 0.9800990223884583)","('Air_Quality', 0.002035392913967371)","('Water_And_Wastewater_Management', 0.001851667882874608)","(['Operational Eco-Efficiency'], 0.9800990223884583)","('NON-ESG', 0.002035392913967371)","('NON-ESG', 0.001851667882874608)"
Line 18,SUSTAINABILITY AT NETFLIX The science is clear: stabilizing the climate at 1.5C and investing in nature will help ensure a habitable world for generations to come.,"('Physical_Impacts_Of_Climate_Change', 0.6796769499778748)","('Business_Model_Resilience', 0.1528969407081604)","('GHG_Emissions', 0.034098315984010696)","(['Climate Strategy'], 0.6796769499778748)","('NON-ESG', 0.1528969407081604)","('NON-ESG', 0.034098315984010696)"
Line 19,We are acting on that science with the climate commitment we unveiled last year.,"('Physical_Impacts_Of_Climate_Change', 0.8007994294166565)","('GHG_Emissions', 0.06061714515089989)","('Business_Model_Resilience', 0.0366244837641716)","(['Climate Strategy'], 0.8007994294166565)","('NON-ESG', 0.06061714515089989)","('NON-ESG', 0.0366244837641716)"
Line 20,"And while we have much more work to do, weve made promising strides in 2021.","('Business_Model_Resilience', 0.18832279741764069)","('Management_Of_Legal_And_Regulatory_Framework', 0.1023121252655983)","('Access_And_Affordability', 0.08902283757925034)","('NON-ESG', 0.18832279741764069)","('NON-ESG', 0.1023121252655983)","('NON-ESG', 0.08902283757925034)"
Line 21,"For example, we: Delivered emission reductions: We reduced or avoided more than 14,000 MT of greenhouse gas emissions: This translates to cutting our 2021 Scope 1 and 2 footprint by 10%, putting us on track to meet our goal to cut 46% of our Scope 1 and 2 emissions by 2030.","('GHG_Emissions', 0.9488147497177124)","('Air_Quality', 0.018899135291576385)","('Management_Of_Legal_And_Regulatory_Framework', 0.0033334826584905386)","(['Operational Eco-Efficiency'], 0.9488147497177124)","('NON-ESG', 0.018899135291576385)","('NON-ESG', 0.0033334826584905386)"
Line 22,"Several projects contributed to this: working with our utilities, landlords, and streaming partners to switch to renewable electricity, swapping in renewable diesel on our productions, trialing EVs, replacing diesel generators with mobile batteries or hydrogen power units, and buying sustainable aviation fuel.","('Energy_Management', 0.9463953375816345)","('Management_Of_Legal_And_Regulatory_Framework', 0.01702507771551609)","('GHG_Emissions', 0.006087833549827337)","(['Operational Eco-Efficiency'], 0.9463953375816345)","('NON-ESG', 0.01702507771551609)","('NON-ESG', 0.006087833549827337)"
Line 23,Designed our 2030 decarbonization roadmap as part of our low carbon transition planning process.,"('Business_Model_Resilience', 0.6010384559631348)","('Physical_Impacts_Of_Climate_Change', 0.11712979525327682)","('Management_Of_Legal_And_Regulatory_Framework', 0.04584451764822006)","(['Human Capital Development'], 0.6010384559631348)","('NON-ESG', 0.11712979525327682)","('NON-ESG', 0.04584451764822006)"
Line 24,This includes setting milestones for internal decarbonization that allow us to meet our 2030 science-based emission reduction target.,"('Air_Quality', 0.9158275127410889)","('Energy_Management', 0.03522072732448578)","('GHG_Emissions', 0.009930050931870937)","([], 0.9158275127410889)","('NON-ESG', 0.03522072732448578)","('NON-ESG', 0.009930050931870937)"
Line 25,Secured validation of our science-based target: We set and implemented our science-based target (SBT) of 46.2% absolute emissions reduction below 2019 levels across Scopes 1 and 2 by 2030.,"('GHG_Emissions', 0.788117527961731)","('Air_Quality', 0.07108014076948166)","('Energy_Management', 0.03933534398674965)","(['Operational Eco-Efficiency'], 0.788117527961731)","('NON-ESG', 0.07108014076948166)","('NON-ESG', 0.03933534398674965)"
Line 26,Our target was validated by the Science Based Targets Initiative in July 2021.,"('Management_Of_Legal_And_Regulatory_Framework', 0.3347885012626648)","('GHG_Emissions', 0.16148024797439575)","('Access_And_Affordability', 0.07089175283908844)","('NON-ESG', 0.3347885012626648)","('NON-ESG', 0.16148024797439575)","('NON-ESG', 0.07089175283908844)"
Line 27,"Conducted a company-wide climate risk assessment as part of our annual risk assessment process, led by our Internal Audit and Sustainability teams.","('Physical_Impacts_Of_Climate_Change', 0.9265624284744263)","('Business_Model_Resilience', 0.017624203115701675)","('Systemic_Risk_Management', 0.011181747540831566)","(['Climate Strategy'], 0.9265624284744263)","('NON-ESG', 0.017624203115701675)","('NON-ESG', 0.011181747540831566)"
Line 28,"Co-founded the Sustainable Aviation Buyers Alliance, earning public mention by the U.","('Product_Design_And_Lifecycle_Management', 0.4017987549304962)","('Business_Model_Resilience', 0.08804362267255783)","('Energy_Management', 0.06049300357699394)","('NON-ESG', 0.4017987549304962)","('NON-ESG', 0.08804362267255783)","('NON-ESG', 0.06049300357699394)"
Line 29,"S. White House, and launched the Business Alliance for Scaling Climate Solutions in partnership with other leading companies.","('Physical_Impacts_Of_Climate_Change', 0.8972861766815186)","('Business_Model_Resilience', 0.02419012226164341)","('GHG_Emissions', 0.020266525447368622)","(['Climate Strategy'], 0.8972861766815186)","('NON-ESG', 0.02419012226164341)","('NON-ESG', 0.020266525447368622)"
Line 30,Broadened research on the carbon footprint of video streaming with university researchers and peer entertainment companies with a white paper by Carbon Trust.,"('GHG_Emissions', 0.2198820561170578)","('Energy_Management', 0.10159070789813995)","('Supply_Chain_Management', 0.10100352764129639)","('NON-ESG', 0.2198820561170578)","('NON-ESG', 0.10159070789813995)","('NON-ESG', 0.10100352764129639)"
Line 31,Released Netflixs first Sustainability Collection of titles in partnership with the COP26 Presidency (the UK government).,"('Management_Of_Legal_And_Regulatory_Framework', 0.9023644328117371)","('Energy_Management', 0.011646794155240059)","('GHG_Emissions', 0.011327903717756271)","(['Responsibility of Content'], 0.9023644328117371)","('NON-ESG', 0.011646794155240059)","('NON-ESG', 0.011327903717756271)"
Line 32,Advocated via industry associations for relevant incentives and policies material to our public climate commitments.,"('Management_Of_Legal_And_Regulatory_Framework', 0.9670009016990662)","('Physical_Impacts_Of_Climate_Change', 0.0036693743895739317)","('GHG_Emissions', 0.002884496934711933)","(['Responsibility of Content'], 0.9670009016990662)","('NON-ESG', 0.0036693743895739317)","('NON-ESG', 0.002884496934711933)"
Line 33,"Supported our filmmakers in telling entertaining and enriching stories that shine a light on sustainability, creating resources for viewers of Dont Look Up and Breaking Boundaries to learn more about the climate.","('Physical_Impacts_Of_Climate_Change', 0.8709887862205505)","('Business_Model_Resilience', 0.03480780869722366)","('GHG_Emissions', 0.01503270398825407)","(['Climate Strategy'], 0.8709887862205505)","('NON-ESG', 0.03480780869722366)","('NON-ESG', 0.01503270398825407)"
Line 34,"Hosted our first ESG Investor Day with our executive staff, three board members, and 40% of our institutional shareholders participating.","('Director_Removal', 0.5315765142440796)","('Business_Model_Resilience', 0.11432813853025436)","('Employee_Engagement_Inclusion_And_Diversity', 0.0539177805185318)","([], 0.5315765142440796)","('NON-ESG', 0.11432813853025436)","('NON-ESG', 0.0539177805185318)"
Line 35,"Environmental 5We relied on the insights and research of our key partners: Environmental Defense Fund ENGIE Impact Project Drawdown Rare Count-Us-In Natural Resources Defense Council Exponential Roadmap Initiative We expanded our network and work with hundreds of experts around the world, including from the following institutions: George Mason University Global Optimism Globescan Harvard University Kennedy School Harvard University Chan School of Public Health Lawrence Berkeley National Laboratory Pennsylvania State University Potsdam Institute for Climate Impact Research Springer Nature (research journals Nature, Scientific American, etc.)","('Ecological_Impacts', 0.9646710753440857)","('GHG_Emissions', 0.007264025509357452)","('Human_Rights_And_Community_Relations', 0.003569762920960784)","([], 0.9646710753440857)","('NON-ESG', 0.007264025509357452)","('NON-ESG', 0.003569762920960784)"
Line 36,"Environmental 5We relied on the insights and research of our key partners: Environmental Defense Fund ENGIE Impact Project Drawdown Rare Count-Us-In Natural Resources Defense Council Exponential Roadmap Initiative We expanded our network and work with hundreds of experts around the world, including from the following institutions: George Mason University Global Optimism Globescan Harvard University Kennedy School Harvard University Chan School of Public Health Lawrence Berkeley National Laboratory Pennsylvania State University Potsdam Institute for Climate Impact Research Springer Nature (research journals Nature, Scientific American, etc.)","('Physical_Impacts_Of_Climate_Change', 0.9357755184173584)","('Business_Model_Resilience', 0.011624077335000038)","('GHG_Emissions', 0.007301440928131342)","(['Climate Strategy'], 0.9357755184173584)","('NON-ESG', 0.011624077335000038)","('NON-ESG', 0.007301440928131342)"
Line 37,Stanford University Center for Innovation in Global Health Stockholm Environment Institute Texas Tech University The College of Wooster The Nature Conservancy University of Bath University of Bristol University of Cambridge University of Colorado Boulder University of Georgia University of California Los Angeles University of California Santa Barbara University of Nottingham United Nations Framework Convention on Climate Change WWF6Environmental Our independent Advisory Group of Experts volunteered their time to advise us on the best approach to sustainability at Netflix.,"('Physical_Impacts_Of_Climate_Change', 0.9358986020088196)","('Business_Model_Resilience', 0.013607584871351719)","('GHG_Emissions', 0.009873555041849613)","(['Climate Strategy'], 0.9358986020088196)","('NON-ESG', 0.013607584871351719)","('NON-ESG', 0.009873555041849613)"
Line 38,Stanford University Center for Innovation in Global Health Stockholm Environment Institute Texas Tech University The College of Wooster The Nature Conservancy University of Bath University of Bristol University of Cambridge University of Colorado Boulder University of Georgia University of California Los Angeles University of California Santa Barbara University of Nottingham United Nations Framework Convention on Climate Change WWF6Environmental Our independent Advisory Group of Experts volunteered their time to advise us on the best approach to sustainability at Netflix.,"('Business_Model_Resilience', 0.24689005315303802)","('Product_Design_And_Lifecycle_Management', 0.2422192096710205)","('Supply_Chain_Management', 0.16403445601463318)","('NON-ESG', 0.24689005315303802)","('NON-ESG', 0.2422192096710205)","('NON-ESG', 0.16403445601463318)"
Line 39,The group is selected for their leadership and deep knowledge across scientific and storytelling topics.,"('Employee_Engagement_Inclusion_And_Diversity', 0.37732401490211487)","('Business_Model_Resilience', 0.09678173065185547)","('Director_Removal', 0.09663590788841248)","('NON-ESG', 0.37732401490211487)","('NON-ESG', 0.09678173065185547)","('NON-ESG', 0.09663590788841248)"
Line 40,"In 2021, three additional advisors joined us from the world of drama and unscripted films: Pippa Ehrlich, Oscar-winning Filmmaker (My Octopus Teacher) Lisa Holdsworth, Drama Series Writer & Chair, Writers Guild of Great Britain Jeff Orlowski, Emmy-winning Filmmaker (The Social Dilemma, Chasing Coral, Chasing Ice) Our other advisors, below, remain actively engaged: Dr. Johan Rockstrom, Director of the Potsdam Institute for Climate Impact Research Dr. Katharine Hayhoe, Chief Scientist, The Nature Conservancy and Distinguished Professor and Chair, Texas Tech University Christiana Figueres & Tom Rivett-Carnac, co-architects of the Paris Agreement and founders of Global Optimism Kelly Kizzier, VP Global Climate, Environmental Defense Fund Marcene Mitchell, SVP Climate & Tim Juliani, Corporate Engagement, WWF Xiye Bastida, youth activist and winner of Spirit of the UN award Derik Broekhoff, Senior Scientist, Stockholm Environment Institute Public PolicyFollowing the COP26 Summit in Glasgow, governments around the world are accelerating action towards the goals expressed in the Paris Agreement and in the UN Framework Convention on Climate Change.","('Physical_Impacts_Of_Climate_Change', 0.9323040246963501)","('Business_Model_Resilience', 0.013394739478826523)","('GHG_Emissions', 0.009885529056191444)","(['Climate Strategy'], 0.9323040246963501)","('NON-ESG', 0.013394739478826523)","('NON-ESG', 0.009885529056191444)"
Line 41,"In 2021, three additional advisors joined us from the world of drama and unscripted films: Pippa Ehrlich, Oscar-winning Filmmaker (My Octopus Teacher) Lisa Holdsworth, Drama Series Writer & Chair, Writers Guild of Great Britain Jeff Orlowski, Emmy-winning Filmmaker (The Social Dilemma, Chasing Coral, Chasing Ice) Our other advisors, below, remain actively engaged: Dr. Johan Rockstrom, Director of the Potsdam Institute for Climate Impact Research Dr. Katharine Hayhoe, Chief Scientist, The Nature Conservancy and Distinguished Professor and Chair, Texas Tech University Christiana Figueres & Tom Rivett-Carnac, co-architects of the Paris Agreement and founders of Global Optimism Kelly Kizzier, VP Global Climate, Environmental Defense Fund Marcene Mitchell, SVP Climate & Tim Juliani, Corporate Engagement, WWF Xiye Bastida, youth activist and winner of Spirit of the UN award Derik Broekhoff, Senior Scientist, Stockholm Environment Institute Public PolicyFollowing the COP26 Summit in Glasgow, governments around the world are accelerating action towards the goals expressed in the Paris Agreement and in the UN Framework Convention on Climate Change.","('Physical_Impacts_Of_Climate_Change', 0.8389018177986145)","('Business_Model_Resilience', 0.030998293310403824)","('GHG_Emissions', 0.027816496789455414)","(['Climate Strategy'], 0.8389018177986145)","('NON-ESG', 0.030998293310403824)","('NON-ESG', 0.027816496789455414)"
Line 42,"In 2021, three additional advisors joined us from the world of drama and unscripted films: Pippa Ehrlich, Oscar-winning Filmmaker (My Octopus Teacher) Lisa Holdsworth, Drama Series Writer & Chair, Writers Guild of Great Britain Jeff Orlowski, Emmy-winning Filmmaker (The Social Dilemma, Chasing Coral, Chasing Ice) Our other advisors, below, remain actively engaged: Dr. Johan Rockstrom, Director of the Potsdam Institute for Climate Impact Research Dr. Katharine Hayhoe, Chief Scientist, The Nature Conservancy and Distinguished Professor and Chair, Texas Tech University Christiana Figueres & Tom Rivett-Carnac, co-architects of the Paris Agreement and founders of Global Optimism Kelly Kizzier, VP Global Climate, Environmental Defense Fund Marcene Mitchell, SVP Climate & Tim Juliani, Corporate Engagement, WWF Xiye Bastida, youth activist and winner of Spirit of the UN award Derik Broekhoff, Senior Scientist, Stockholm Environment Institute Public PolicyFollowing the COP26 Summit in Glasgow, governments around the world are accelerating action towards the goals expressed in the Paris Agreement and in the UN Framework Convention on Climate Change.","('Physical_Impacts_Of_Climate_Change', 0.9374227523803711)","('GHG_Emissions', 0.013147672638297081)","('Business_Model_Resilience', 0.010360161773860455)","(['Climate Strategy'], 0.9374227523803711)","('NON-ESG', 0.013147672638297081)","('NON-ESG', 0.010360161773860455)"
Line 43,"Our climate goals are aligned with the Paris Agreement, so were partnering with policymakers in specific countries to attain them: 1.","('Physical_Impacts_Of_Climate_Change', 0.8641979694366455)","('Business_Model_Resilience', 0.02698170393705368)","('GHG_Emissions', 0.025171086192131042)","(['Climate Strategy'], 0.8641979694366455)","('NON-ESG', 0.02698170393705368)","('NON-ESG', 0.025171086192131042)"
Line 44,In the U.,"('Management_Of_Legal_And_Regulatory_Framework', 0.3326531648635864)","('Product_Design_And_Lifecycle_Management', 0.08272774517536163)","('Competitive_Behavior', 0.05485570803284645)","('NON-ESG', 0.3326531648635864)","('NON-ESG', 0.08272774517536163)","('NON-ESG', 0.05485570803284645)"
Line 45,"S., as part of our 2021 commitment to America is All In, we: Signed an open letter to G20 governments by We Mean Business about strengthening national climate targets, and Publicly stated support for key U.","('Physical_Impacts_Of_Climate_Change', 0.9240200519561768)","('Business_Model_Resilience', 0.014584964141249657)","('GHG_Emissions', 0.012022375129163265)","(['Climate Strategy'], 0.9240200519561768)","('NON-ESG', 0.014584964141249657)","('NON-ESG', 0.012022375129163265)"
Line 46,S. policies (Clean Electricity Performance Plan and federal investments in electric vehicles) and judicial decisions (Amicus Brief for Supreme Courts West Virginia vs.,"('Management_Of_Legal_And_Regulatory_Framework', 0.9238155484199524)","('Energy_Management', 0.014231648296117783)","('Physical_Impacts_Of_Climate_Change', 0.007430545520037413)","(['Responsibility of Content'], 0.9238155484199524)","('NON-ESG', 0.014231648296117783)","('NON-ESG', 0.007430545520037413)"
Line 47,EPA).,"('GHG_Emissions', 0.252162367105484)","('Ecological_Impacts', 0.16428694128990173)","('Management_Of_Legal_And_Regulatory_Framework', 0.16087913513183594)","('NON-ESG', 0.252162367105484)","('NON-ESG', 0.16428694128990173)","('NON-ESG', 0.16087913513183594)"
Line 48,This earned recognition in Climate Voices Corporate Scorecard.,"('Physical_Impacts_Of_Climate_Change', 0.9121444821357727)","('Business_Model_Resilience', 0.01513600628823042)","('GHG_Emissions', 0.013678513467311859)","(['Climate Strategy'], 0.9121444821357727)","('NON-ESG', 0.01513600628823042)","('NON-ESG', 0.013678513467311859)"
Line 49,2.,"('Competitive_Behavior', 0.15795664489269257)","('Customer_Welfare', 0.10852150619029999)","('Energy_Management', 0.08616163581609726)","('NON-ESG', 0.15795664489269257)","('NON-ESG', 0.10852150619029999)","('NON-ESG', 0.08616163581609726)"
Line 50,Outside of the U.,"('Management_Of_Legal_And_Regulatory_Framework', 0.14550413191318512)","('Customer_Privacy', 0.07543641328811646)","('Product_Design_And_Lifecycle_Management', 0.07496491819620132)","('NON-ESG', 0.14550413191318512)","('NON-ESG', 0.07543641328811646)","('NON-ESG', 0.07496491819620132)"
Line 51,"S., we contributed to the following: In France, we worked with the French Ministry of Environment on their roadmap on the tech sectors impact on the environment.","('Ecological_Impacts', 0.8511126637458801)","('GHG_Emissions', 0.03512561321258545)","('Management_Of_Legal_And_Regulatory_Framework', 0.029206378385424614)","([], 0.8511126637458801)","('NON-ESG', 0.03512561321258545)","('NON-ESG', 0.029206378385424614)"
Line 52,"We also joined the French Environment and Energy Management Agencys expert committee on measuring the carbon footprint of digital technologies and contributed to the Agencys study on the life cycle impacts of different cultural, digital and physical services.","('Business_Model_Resilience', 0.22813400626182556)","('Energy_Management', 0.1526757925748825)","('Product_Design_And_Lifecycle_Management', 0.14225883781909943)","('NON-ESG', 0.22813400626182556)","('NON-ESG', 0.1526757925748825)","('NON-ESG', 0.14225883781909943)"
Line 53,"We joined their steering committee, alongside French companies Canal+, Vivendi and Ubisoft.","('Management_Of_Legal_And_Regulatory_Framework', 0.22130610048770905)","('Competitive_Behavior', 0.15574507415294647)","('Business_Model_Resilience', 0.1374228298664093)","('NON-ESG', 0.22130610048770905)","('NON-ESG', 0.15574507415294647)","('NON-ESG', 0.1374228298664093)"
Line 54,"In Canada, we support joint efforts between provincial governments and industry to decarbonize film production: On Tourne Vert in Quebec, Reel Green in British Columbia, and Ontario Green Screen.","('Management_Of_Legal_And_Regulatory_Framework', 0.2593922019004822)","('Energy_Management', 0.1517038494348526)","('Ecological_Impacts', 0.08091999590396881)","('NON-ESG', 0.2593922019004822)","('NON-ESG', 0.1517038494348526)","('NON-ESG', 0.08091999590396881)"
Line 55,"In partnership with the UK Government, we launched the Together for Our Planet Collection on Netflix to broaden awareness of sustainability stories and topics in the leadup to COP26.Environmental 7Embedding Sustainability As with all organizational changes, they are most effective when incorporated into existing practices and governance structures.","('Systemic_Risk_Management', 0.20454131066799164)","('Management_Of_Legal_And_Regulatory_Framework', 0.19327357411384583)","('Business_Model_Resilience', 0.183249831199646)","('NON-ESG', 0.20454131066799164)","('NON-ESG', 0.19327357411384583)","('NON-ESG', 0.183249831199646)"
Line 56,"To that end, sustainability is now a standard part of: Our quarterly briefing memos for the Board of Directors Our standard Enterprise Risk Management process led by Internal Audit Ongoing planning for studio and corporate office expansions Our ESG reporting is led by our Corporate Controller who oversees financial reporting and our carbon footprint assurance is led by the same Independent Accountants (EY) that audit our financials.","('Systemic_Risk_Management', 0.47258007526397705)","('Management_Of_Legal_And_Regulatory_Framework', 0.1728135645389557)","('Business_Model_Resilience', 0.09447406232357025)","('NON-ESG', 0.47258007526397705)","('NON-ESG', 0.1728135645389557)","('NON-ESG', 0.09447406232357025)"
Line 57,"The Sustainability team hosts regular meetings with the CEOs, CFO, COO, Chief Communications Officer, Chief Marketing Officer, VP Global Public Policy, VP Studio Operations, VP Production Facilities Management & Operations, VP Corporate Real Estate, VP Content Delivery and VP Product Innovation and is invited regularly to meetings with VPs of Content Acquisition.8Environmental 2.","('Product_Design_And_Lifecycle_Management', 0.6510379314422607)","('Business_Model_Resilience', 0.11605232954025269)","('Customer_Welfare', 0.04859688878059387)","(['Sustainable Marketing & Brand Perception'], 0.6510379314422607)","('NON-ESG', 0.11605232954025269)","('NON-ESG', 0.04859688878059387)"
